Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.334581,[23 17] ; [ 9 54],[12.42718447 27.57281553] ; [19.57281553 43.42718447],1
s8,1,4e-06,21.240902,[20 20] ; [ 6 57],[10.09708738 29.90291262] ; [15.90291262 47.09708738],1
r4,1,1.2e-05,19.091213,[36  4] ; [30 33],[25.63106796 14.36893204] ; [40.36893204 22.63106796],1
n6,1,3.3e-05,17.251532,[35  5] ; [29 33],[25.09803922 14.90196078] ; [38.90196078 23.09803922],1
s7,1,4.9e-05,16.489504,[19 17] ; [ 8 50],[10.34042553 25.65957447] ; [16.65957447 41.34042553],1
s5,1,6.8e-05,15.864747,[14 25] ; [ 3 57],[ 6.6969697 32.3030303] ; [10.3030303 49.6969697],1
s4,1,8.3e-05,15.489725,[12 27] ; [ 2 61],[ 5.35294118 33.64705882] ; [ 8.64705882 54.35294118],1
p4,1,0.000198,13.846581,[18 21] ; [ 8 54],[10.03960396 28.96039604] ; [15.96039604 46.03960396],1
v4,1,0.000663,11.588974,[36  4] ; [37 26],[28.34951456 11.65048544] ; [44.65048544 18.34951456],1
r3,1,0.001954,9.592162,[34  6] ; [35 28],[26.7961165 13.2038835] ; [42.2038835 20.7961165],0
p6,1,0.002184,9.387938,[ 9 31] ; [ 2 60],[ 4.31372549 35.68627451] ; [ 6.68627451 55.31372549],0
r1,1,0.003772,8.390304,[30 10] ; [29 34],[22.91262136 17.08737864] ; [36.08737864 26.91262136],0
v3,1,0.006049,7.53558,[15 23] ; [ 9 51],[ 9.30612245 28.69387755] ; [14.69387755 45.30612245],0
p11,1,0.006166,7.501021,[25 15] ; [22 41],[18.25242718 21.74757282] ; [28.74757282 34.25242718],0
u3,1,0.008002,7.032967,[11  3] ; [ 9 17],[7. 7.] ; [13. 13.],0
p3,1,0.011245,6.426226,[16 24] ; [11 52],[10.48543689 29.51456311] ; [16.51456311 46.48543689],0
p5,1,0.013448,6.109231,[ 7 32] ; [ 2 58],[ 3.54545455 35.45454545] ; [ 5.45454545 54.54545455],0
v1,1,0.016149,5.786589,[16 21] ; [13 50],[10.73 26.27] ; [18.27 44.73],0
s3,1,0.018278,5.569279,[20 18] ; [18 44],[14.44 23.56] ; [23.56 38.44],0
n2,1,0.061022,3.509394,[11  2] ; [17 14],[8.27272727 4.72727273] ; [19.72727273 11.27272727],0
u1,1,0.072368,3.228479,[ 8 32] ; [ 5 58],[ 5.04854369 34.95145631] ; [ 7.95145631 55.04854369],0
b1,1,0.073949,3.193108,[25 15] ; [28 35],[20.58252427 19.41747573] ; [32.41747573 30.58252427],0
b5,1,0.076159,3.145021,[28 12] ; [33 30],[23.68932039 16.31067961] ; [37.31067961 25.68932039],0
p9,1,0.151168,2.060423,[22 17] ; [25 35],[18.51515152 20.48484848] ; [28.48484848 31.51515152],0
a6,1,0.191288,1.707672,[19 20] ; [39 24],[22.17647059 16.82352941] ; [35.82352941 27.17647059],0
a1,1,0.198404,1.654083,[ 2 38] ; [ 8 55],[ 3.88349515 36.11650485] ; [ 6.11650485 56.88349515],0
r2,1,0.257763,1.280731,[35  5] ; [48 13],[32.87128713  7.12871287] ; [50.12871287 10.87128713],0
d5,1,0.26603,1.237105,[26 13] ; [35 28],[23.32352941 15.67647059] ; [37.67647059 25.32352941],0
a5,1,0.312922,1.018302,[25 15] ; [33 30],[22.52427184 17.47572816] ; [35.47572816 27.52427184],0
n3,1,0.343599,0.896958,[9 4] ; [15 13],[7.6097561 5.3902439] ; [16.3902439 11.6097561],0
s1,1,0.356468,0.850297,[ 7 33] ; [ 7 56],[ 5.4368932 34.5631068] ; [ 8.5631068 54.4368932],0
a2,1,0.398044,0.714228,[ 9 31] ; [10 53],[ 7.37864078 32.62135922] ; [11.62135922 51.37864078],0
a8,1,0.42019,0.649785,[ 5 34] ; [ 5 58],[ 3.82352941 35.17647059] ; [ 6.17647059 56.82352941],0
p8,1,0.468103,0.526452,[ 8 32] ; [ 9 53],[ 6.66666667 33.33333333] ; [10.33333333 51.66666667],0
a3,1,0.480236,0.498327,[26 13] ; [37 25],[24.32673267 14.67326733] ; [38.67326733 23.32673267],0
n1,1,0.558378,0.342521,[7 5] ; [15 16],[6.13953488 5.86046512] ; [15.86046512 15.13953488],0
n5,1,0.566229,0.329032,[28 12] ; [40 22],[26.66666667 13.33333333] ; [41.33333333 20.66666667],0
p10,1,0.6268,0.236425,[17 22] ; [24 38],[15.83168317 23.16831683] ; [25.16831683 36.83168317],0
a4,1,0.6268,0.236425,[17 22] ; [24 38],[15.83168317 23.16831683] ; [25.16831683 36.83168317],0
d4,1,0.665582,0.186813,[25 14] ; [43 20],[26. 13.] ; [42. 21.],0
d1,1,0.709158,0.139119,[18 22] ; [26 37],[17.08737864 22.91262136] ; [26.91262136 36.08737864],0
d3,1,0.719125,0.129332,[20 19] ; [30 33],[19.11764706 19.88235294] ; [30.88235294 32.11764706],0
b4,1,0.725294,0.123476,[23 17] ; [34 29],[22.13592233 17.86407767] ; [34.86407767 28.13592233],0
p12,1,0.743541,0.107039,[ 1 39] ; [ 1 62],[ 0.77669903 39.22330097] ; [ 1.22330097 61.77669903],0
n4,1,0.751019,0.100677,[26 14] ; [39 24],[25.24271845 14.75728155] ; [39.75728155 23.24271845],0
a7,1,0.795101,0.06744,[22 18] ; [33 30],[21.3592233 18.6407767] ; [33.6407767 29.3592233],0
u2,1,0.816275,0.053981,[7 7] ; [12 14],[6.65 7.35] ; [12.35 13.65],0
p1,1,0.830447,0.045851,[ 5 35] ; [ 7 56],[ 4.66019417 35.33980583] ; [ 7.33980583 55.66019417],0
p7,1,0.898715,0.016201,[ 9 29] ; [14 48],[ 8.74 29.26] ; [14.26 47.74],0
d2,1,0.908521,0.013203,[19 20] ; [29 32],[18.72 20.28] ; [29.28 31.72],0
b2,1,0.950529,0.003849,[11 16] ; [18 27],[10.875 16.125] ; [18.125 26.875],0
b3,1,0.950529,0.003849,[11 16] ; [18 27],[10.875 16.125] ; [18.125 26.875],0
