Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,55.390602,[103  21] ; [ 4 26],[86.15584416 37.84415584] ; [20.84415584  9.15584416],1
v4,1,0.0,39.095064,[113  10] ; [13 17],[101.29411765  21.70588235] ; [24.70588235  5.29411765],1
r1,1,0.000102,15.093744,[85 39] ; [ 9 21],[75.68831169 48.31168831] ; [18.31168831 11.68831169],1
b1,1,0.001489,10.092042,[47 77] ; [21  9],[54.75324675 69.24675325] ; [13.24675325 16.75324675],0
r3,1,0.002391,9.222316,[107  17] ; [18 11],[101.30718954  22.69281046] ; [23.69281046  5.30718954],0
a7,1,0.003432,8.562084,[74 50] ; [ 9 21],[66.83116883 57.16883117] ; [16.16883117 13.83116883],0
v3,1,0.009962,6.64159,[41 80] ; [ 3 27],[35.25827815 85.74172185] ; [ 8.74172185 21.25827815],0
s3,1,0.010039,6.628033,[64 57] ; [ 8 22],[57.69536424 63.30463576] ; [14.30463576 15.69536424],0
a6,1,0.011805,6.33999,[73 51] ; [10 20],[66.83116883 57.16883117] ; [16.16883117 13.83116883],0
n6,1,0.013267,6.13319,[93 31] ; [15 14],[87.52941176 36.47058824] ; [20.47058824  8.52941176],0
u3,1,0.022677,5.193088,[29 32] ; [ 2 12],[25.21333333 35.78666667] ; [5.78666667 8.21333333],0
p11,1,0.028548,4.79468,[88 36] ; [15 15],[82.93506494 41.06493506] ; [20.06493506  9.93506494],0
v2,1,0.035014,4.444498,[49 68] ; [ 6 23],[44.07534247 72.92465753] ; [10.92465753 18.07534247],0
p6,1,0.050871,3.812512,[34 89] ; [ 3 26],[29.94078947 93.05921053] ; [ 7.05921053 21.94078947],0
p3,1,0.055988,3.652416,[43 81] ; [ 5 25],[38.64935065 85.35064935] ; [ 9.35064935 20.64935065],0
n4,1,0.063762,3.436723,[80 43] ; [14 16],[75.56862745 47.43137255] ; [18.43137255 11.56862745],0
n2,1,0.090546,2.864646,[26  6] ; [10  7],[23.51020408  8.48979592] ; [12.48979592  4.51020408],0
s1,1,0.098698,2.726455,[  6 115] ; [ 4 26],[  8.01324503 112.98675497] ; [ 1.98675497 28.01324503],0
a1,1,0.109957,2.554839,[  4 120] ; [ 3 27],[  5.63636364 118.36363636] ; [ 1.36363636 28.63636364],0
v1,1,0.125183,2.351239,[55 66] ; [ 9 21],[51.28476821 69.71523179] ; [12.71523179 17.28476821],0
u2,1,0.147421,2.098739,[30 30] ; [ 4 10],[27.56756757 32.43243243] ; [6.43243243 7.56756757],0
n3,1,0.156305,2.009614,[22  8] ; [9 8],[19.78723404 10.21276596] ; [11.21276596  5.78723404],0
p2,1,0.18516,1.755716,[86 38] ; [17 13],[82.93506494 41.06493506] ; [20.06493506  9.93506494],0
s6,1,0.190408,1.714456,[53 70] ; [ 9 21],[49.84313725 73.15686275] ; [12.15686275 17.84313725],0
s7,1,0.195646,1.674578,[39 79] ; [ 6 23],[36.12244898 81.87755102] ; [ 8.87755102 20.12244898],0
d3,1,0.201616,1.630628,[53 71] ; [ 9 21],[49.92207792 74.07792208] ; [12.07792208 17.92207792],0
p9,1,0.253211,1.305499,[85 37] ; [17 12],[82.41059603 39.58940397] ; [19.58940397  9.41059603],0
b3,1,0.254467,1.29861,[29 47] ; [ 4 13],[26.96774194 49.03225806] ; [ 6.03225806 10.96774194],0
b2,1,0.254467,1.29861,[29 47] ; [ 4 13],[26.96774194 49.03225806] ; [ 6.03225806 10.96774194],0
d2,1,0.262632,1.25483,[28 96] ; [ 4 26],[25.76623377 98.23376623] ; [ 6.23376623 23.76623377],0
s4,1,0.352672,0.863821,[ 13 110] ; [ 5 25],[ 14.47058824 108.52941176] ; [ 3.52941176 26.47058824],0
d4,1,0.387637,0.746341,[60 63] ; [12 18],[57.88235294 65.11764706] ; [14.11764706 15.88235294],0
p4,1,0.39648,0.718976,[51 71] ; [10 20],[48.96052632 73.03947368] ; [12.03947368 17.96052632],0
a2,1,0.433734,0.612803,[  9 115] ; [ 1 29],[  8.05194805 115.94805195] ; [ 1.94805195 28.05194805],0
p1,1,0.456415,0.554671,[ 14 110] ; [ 2 28],[ 12.88311688 111.11688312] ; [ 3.11688312 26.88311688],0
b4,1,0.468455,0.525619,[67 57] ; [14 16],[65.22077922 58.77922078] ; [15.77922078 14.22077922],0
a8,1,0.517147,0.419579,[ 12 103] ; [ 4 23],[ 12.95774648 102.04225352] ; [ 3.04225352 23.95774648],0
p10,1,0.537265,0.380631,[79 43] ; [17 12],[77.56291391 44.43708609] ; [18.43708609 10.56291391],0
