Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,55.390602,[103  21] ; [ 4 26],[86.15584416 37.84415584] ; [20.84415584  9.15584416],1
p7,1,0.594657,0.283129,[62 57] ; [14 16],[60.69798658 58.30201342] ; [15.30201342 14.69798658],0
d1,1,0.608654,0.262139,[  7 117] ; [ 1 29],[  6.44155844 117.55844156] ; [ 1.55844156 28.44155844],0
a5,1,0.609462,0.260959,[56 68] ; [12 18],[54.75324675 69.24675325] ; [13.24675325 16.75324675],0
a3,1,0.644147,0.21336,[62 61] ; [16 13],[63.11842105 59.88157895] ; [14.88157895 14.11842105],0
p8,1,0.669158,0.182588,[52 71] ; [11 18],[50.98026316 72.01973684] ; [12.01973684 16.98026316],0
p12,1,0.710636,0.137642,[  6 116] ; [ 1 29],[  5.61842105 116.38157895] ; [ 1.38157895 28.61842105],0
n1,1,0.715446,0.132898,[13 19] ; [ 6 11],[12.40816327 19.59183673] ; [ 6.59183673 10.40816327],0
n5,1,0.75161,0.100183,[81 41] ; [19 11],[80.26315789 41.73684211] ; [19.73684211 10.26315789],0
b5,1,0.7576,0.095255,[70 54] ; [16 14],[69.24675325 54.75324675] ; [16.75324675 13.24675325],0
s8,1,0.849307,0.036101,[31 93] ; [ 7 23],[30.5974026 93.4025974] ; [ 7.4025974 22.5974026],0
s2,1,0.856603,0.032652,[39 84] ; [ 9 21],[38.58823529 84.41176471] ; [ 9.41176471 20.58823529],0
p5,1,0.938868,0.005882,[  8 115] ; [ 2 27],[  8.09210526 114.90789474] ; [ 1.90789474 27.09210526],0
a4,1,0.967756,0.001634,[24 98] ; [ 6 24],[24.07894737 97.92105263] ; [ 5.92105263 24.07894737],0
