Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,120.906943,[354  52] ; [12 41],[323.73856209  82.26143791] ; [42.26143791 10.73856209],1
r3,1,0.0,79.335065,[381  24] ; [28 24],[362.46170678  42.53829322] ; [46.53829322  5.46170678],1
r2,1,0.0,75.564852,[382  22] ; [28 22],[364.84581498  39.15418502] ; [45.15418502  4.84581498],1
r1,1,0.0,36.75177,[306  97] ; [19 34],[287.22587719 115.77412281] ; [37.77412281 15.22587719],1
p2,1,0.0,31.839767,[294 112] ; [18 35],[275.97385621 130.02614379] ; [36.02614379 16.97385621],1
p9,1,0.0,28.17053,[305  94] ; [21 30],[289.05333333 109.94666667] ; [36.94666667 14.05333333],1
s6,1,0.0,26.284599,[251 152] ; [13 39],[233.82857143 169.17142857] ; [30.17142857 21.82857143],1
p10,1,1e-06,23.994749,[283 118] ; [19 33],[267.33333333 133.66666667] ; [34.66666667 17.33333333],1
n6,1,4e-06,21.093137,[320  85] ; [26 26],[306.63019694  98.36980306] ; [39.36980306 12.63019694],1
u3,1,9e-06,19.736361,[76 47] ; [ 2 19],[66.625 56.375] ; [11.375  9.625],1
p11,1,1e-05,19.448989,[278 128] ; [20 33],[263.59041394 142.40958606] ; [34.40958606 18.59041394],1
s8,1,0.000181,14.02318,[151 254] ; [ 6 47],[138.83187773 266.16812227] ; [18.16812227 34.83187773],1
s2,1,0.000244,13.459501,[198 203] ; [12 41],[185.4845815 215.5154185] ; [24.5154185 28.4845815],1
a7,1,0.00026,13.341453,[284 120] ; [24 29],[272.28008753 131.71991247] ; [35.71991247 17.28008753],1
u2,1,0.000514,12.06288,[72 48] ; [ 4 17],[64.68085106 55.31914894] ; [11.31914894  9.68085106],1
a6,1,0.000637,11.664391,[279 126] ; [24 29],[267.93668122 137.06331878] ; [35.06331878 17.93668122],1
b1,1,0.001978,9.569974,[155 251] ; [32 21],[165.40740741 240.59259259] ; [21.59259259 31.40740741],0
p7,1,0.003138,8.725257,[167 232] ; [11 42],[157.12831858 241.87168142] ; [20.87168142 32.12831858],0
p4,1,0.003285,8.642279,[169 236] ; [11 42],[159.17030568 245.82969432] ; [20.82969432 32.17030568],0
d3,1,0.005887,7.5847,[261 142] ; [24 29],[251.875 151.125] ; [33.125 19.875],0
s3,1,0.008102,7.010692,[217 184] ; [18 34],[208.02428256 192.97571744] ; [26.97571744 25.02428256],0
a1,1,0.008115,7.007854,[ 18 388] ; [ 7 46],[ 22.11328976 383.88671024] ; [ 2.88671024 50.11328976],0
n3,1,0.011716,6.35342,[99 35] ; [11 12],[93.88535032 40.11464968] ; [16.11464968  6.88535032],0
p1,1,0.011752,6.347897,[ 19 386] ; [ 7 46],[ 22.99126638 382.00873362] ; [ 3.00873362 49.99126638],0
v1,1,0.014406,5.987645,[176 217] ; [14 38],[167.79775281 225.20224719] ; [22.20224719 29.79775281],0
d5,1,0.015614,5.845793,[319  85] ; [34 19],[312.06126915  91.93873085] ; [40.93873085 12.06126915],0
v2,1,0.025027,5.022039,[198 189] ; [18 34],[190.41457859 196.58542141] ; [25.58542141 26.41457859],0
d4,1,0.030385,4.687364,[320  84] ; [35 18],[313.82932166  90.17067834] ; [41.17067834 11.82932166],0
v3,1,0.034965,4.446878,[131 257] ; [10 42],[124.33636364 263.66363636] ; [16.66363636 35.33636364],0
s5,1,0.037653,4.32064,[106 283] ; [ 7 44],[ 99.90227273 289.09772727] ; [13.09772727 37.90227273],0
n2,1,0.041184,4.16841,[96 39] ; [12 12],[91.69811321 43.30188679] ; [16.30188679  7.69811321],0
