Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,6e-05,16.117583,[ 9 41] ; [38 32],[19.58333333 30.41666667] ; [27.41666667 42.58333333],1
s3,1,9.8e-05,15.178728,[16 34] ; [47 22],[26.47058824 23.52941176] ; [36.52941176 32.47058824],1
s8,1,0.000175,14.079167,[ 8 43] ; [34 36],[17.70247934 33.29752066] ; [24.29752066 45.70247934],1
p9,1,0.008389,6.948529,[30 21] ; [55 13],[36.42857143 14.57142857] ; [48.57142857 19.42857143],0
d1,1,0.012291,6.268378,[16 35] ; [38 32],[22.76033058 28.23966942] ; [31.23966942 38.76033058],0
r3,1,0.016367,5.763001,[42  9] ; [66  3],[45.9  5.1] ; [62.1  6.9],0
s7,1,0.017188,5.677064,[10 35] ; [30 38],[15.92920354 29.07079646] ; [24.07079646 43.92920354],0
s5,1,0.018244,5.572599,[ 6 43] ; [21 47],[11.30769231 37.69230769] ; [15.69230769 52.30769231],0
p10,1,0.020032,5.409091,[27 24] ; [50 18],[33. 18.] ; [44. 24.],0
p4,1,0.020569,5.36297,[19 32] ; [41 29],[25.2892562 25.7107438] ; [34.7107438 35.2892562],0
p7,1,0.028331,4.807791,[24 26] ; [45 21],[29.74137931 20.25862069] ; [39.25862069 26.74137931],0
u2,1,0.060135,3.533654,[10  8] ; [22  5],[12.8  5.2] ; [19.2  7.8],0
p8,1,0.093961,2.80516,[18 33] ; [34 33],[22.47457627 28.52542373] ; [29.52542373 37.47457627],0
v4,1,0.111259,2.53624,[43  6] ; [66  3],[45.26271186  3.73728814] ; [63.73728814  5.26271186],0
n5,1,0.126542,2.334425,[18 33] ; [34 35],[22.1 28.9] ; [29.9 39.1],0
a2,1,0.180804,1.791002,[ 5 46] ; [13 57],[ 7.58677686 43.41322314] ; [10.41322314 59.58677686],0
n2,1,0.184711,1.759309,[8 5] ; [18  4],[9.65714286 3.34285714] ; [16.34285714  5.65714286],0
u3,1,0.196706,1.666667,[10  8] ; [20  7],[12.  6.] ; [18.  9.],0
