Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,6e-05,16.117583,[ 9 41] ; [38 32],[19.58333333 30.41666667] ; [27.41666667 42.58333333],1
b1,1,0.204078,1.612949,[30 21] ; [33 37],[26.55371901 24.44628099] ; [36.44628099 33.55371901],0
d2,1,0.229509,1.443902,[15 36] ; [28 42],[18.12396694 32.87603306] ; [24.87603306 45.12396694],0
b4,1,0.250373,1.321219,[33 18] ; [38 32],[29.92561983 21.07438017] ; [41.07438017 28.92561983],0
p3,1,0.250373,1.321219,[18 33] ; [32 38],[21.07438017 29.92561983] ; [28.92561983 41.07438017],0
a4,1,0.312874,1.018502,[19 32] ; [20 50],[16.43801653 34.56198347] ; [22.56198347 47.43801653],0
s4,1,0.328667,0.954144,[ 8 43] ; [16 54],[10.11570248 40.88429752] ; [13.88429752 56.11570248],0
r1,1,0.441344,0.592787,[36 15] ; [53 16],[37.825 13.175] ; [51.175 17.825],0
d5,1,0.56336,0.33392,[37 14] ; [54 16],[38.3553719 12.6446281] ; [52.6446281 17.3553719],0
a8,1,0.573829,0.316318,[ 3 43] ; [ 6 57],[ 3.79816514 42.20183486] ; [ 5.20183486 57.79816514],0
a3,1,0.59849,0.277279,[33 18] ; [42 28],[31.61157025 19.38842975] ; [43.38842975 26.61157025],0
d3,1,0.600471,0.274286,[32 18] ; [48 22],[33.33333333 16.66666667] ; [46.66666667 23.33333333],0
a6,1,0.612364,0.256747,[35 16] ; [51 19],[36.24793388 14.75206612] ; [49.75206612 20.24793388],0
a5,1,0.613403,0.255249,[29 22] ; [43 27],[30.34710744 20.65289256] ; [41.65289256 28.34710744],0
p1,1,0.620691,0.244898,[ 4 46] ; [ 4 66],[ 3.33333333 46.66666667] ; [ 4.66666667 65.33333333],0
p5,1,0.641207,0.217167,[ 2 49] ; [ 4 65],[ 2.55 48.45] ; [ 3.45 65.55],0
n1,1,0.676701,0.173864,[3 9] ; [ 7 15],[3.52941176 8.47058824] ; [ 6.47058824 15.52941176],0
u1,1,0.683621,0.166078,[ 4 47] ; [ 7 63],[ 4.63636364 46.36363636] ; [ 6.36363636 63.63636364],0
v2,1,0.708668,0.139612,[22 27] ; [31 33],[22.98230088 26.01769912] ; [30.01769912 33.98230088],0
a7,1,0.739277,0.110763,[35 16] ; [50 20],[35.82644628 15.17355372] ; [49.17355372 20.82644628],0
p12,1,0.757604,0.095252,[ 1 49] ; [ 2 67],[ 1.2605042 48.7394958] ; [ 1.7394958 67.2605042],0
s1,1,0.770531,0.085077,[ 1 48] ; [ 2 67],[ 1.24576271 47.75423729] ; [ 1.75423729 67.24576271],0
n3,1,0.783758,0.075309,[10  3] ; [16  6],[9.65714286 3.34285714] ; [16.34285714  5.65714286],0
b5,1,0.785877,0.073804,[34 17] ; [45 25],[33.29752066 17.70247934] ; [45.70247934 24.29752066],0
r2,1,0.810959,0.057212,[45  6] ; [59  9],[44.57142857  6.42857143] ; [59.42857143  8.57142857],0
r4,1,0.833319,0.044288,[40 11] ; [56 14],[40.46280992 10.53719008] ; [55.53719008 14.46280992],0
v1,1,0.850235,0.035653,[23 27] ; [32 35],[23.5042735 26.4957265] ; [31.4957265 35.5042735],0
b2,1,0.876964,0.023969,[ 5 17] ; [11 34],[ 5.25373134 16.74626866] ; [10.74626866 34.25373134],0
b3,1,0.876964,0.023969,[ 5 17] ; [11 34],[ 5.25373134 16.74626866] ; [10.74626866 34.25373134],0
d4,1,0.883977,0.021295,[38 12] ; [54 16],[38.33333333 11.66666667] ; [53.66666667 16.33333333],0
p6,1,0.89169,0.018541,[14 36] ; [18 49],[13.67521368 36.32478632] ; [18.32478632 48.67521368],0
p11,1,0.956151,0.003023,[34 17] ; [47 23],[34.14049587 16.85950413] ; [46.85950413 23.14049587],0
v3,1,0.962663,0.002191,[12 36] ; [16 49],[11.89380531 36.10619469] ; [16.10619469 48.89380531],0
n4,1,0.992704,8.4e-05,[27 24] ; [37 33],[26.97520661 24.02479339] ; [37.02479339 32.97520661],0
