Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,1.7e-05,18.444118,[15 39] ; [42 20],[26.53448276 27.46551724] ; [30.46551724 31.53448276],1
p2,1,0.001127,10.60581,[20 33] ; [41 19],[28.61061947 24.38938053] ; [32.38938053 27.61061947],0
v2,1,0.00142,10.180049,[10 43] ; [28 31],[17.98214286 35.01785714] ; [20.01785714 38.98214286],0
s6,1,0.003101,8.747022,[ 9 45] ; [26 36],[16.29310345 37.70689655] ; [18.70689655 43.29310345],0
p9,1,0.004085,8.245478,[21 30] ; [41 19],[28.48648649 22.51351351] ; [33.51351351 26.48648649],0
n6,1,0.006174,7.498759,[23 30] ; [42 19],[30.21929825 22.78070175] ; [34.78070175 26.21929825],0
s2,1,0.01565,5.841748,[ 8 46] ; [21 40],[13.6173913 40.3826087] ; [15.3826087 45.6173913],0
d4,1,0.021296,5.302439,[29 25] ; [46 16],[34.9137931 19.0862069] ; [40.0862069 21.9137931],0
n3,1,0.022693,5.191883,[13 18] ; [20  8],[17.33898305 13.66101695] ; [15.66101695 12.33898305],0
s8,1,0.03367,4.5114,[ 5 49] ; [15 47],[ 9.31034483 44.68965517] ; [10.68965517 51.31034483],0
p10,1,0.039129,4.255279,[22 31] ; [36 23],[27.44642857 25.55357143] ; [30.55357143 28.44642857],0
b1,1,0.0552,3.676035,[34 20] ; [28 34],[28.86206897 25.13793103] ; [33.13793103 28.86206897],0
b3,1,0.060198,3.531911,[16 20] ; [ 7 24],[12.35820896 23.64179104] ; [10.64179104 20.35820896],0
b2,1,0.060198,3.531911,[16 20] ; [ 7 24],[12.35820896 23.64179104] ; [10.64179104 20.35820896],0
v4,1,0.062277,3.47568,[28 26] ; [42 19],[32.86956522 21.13043478] ; [37.13043478 23.86956522],0
n2,1,0.079528,3.074521,[14 17] ; [19  9],[17.33898305 13.66101695] ; [15.66101695 12.33898305],0
a7,1,0.086152,2.944846,[21 33] ; [34 28],[25.60344828 28.39655172] ; [29.39655172 32.60344828],0
r1,1,0.133297,2.253682,[18 36] ; [13 49],[14.43103448 39.56896552] ; [16.56896552 45.43103448],0
s3,1,0.148539,2.087191,[13 39] ; [23 38],[16.56637168 35.43362832] ; [19.43362832 41.56637168],0
b5,1,0.155694,2.015555,[26 28] ; [38 24],[29.79310345 24.20689655] ; [34.20689655 27.79310345],0
p5,1,0.156949,2.003376,[ 5 47] ; [ 2 60],[ 3.19298246 48.80701754] ; [ 3.80701754 58.19298246],0
d1,1,0.168945,1.892282,[16 38] ; [26 36],[19.55172414 34.44827586] ; [22.44827586 39.55172414],0
r2,1,0.190608,1.712912,[32 20] ; [29 30],[28.57657658 23.42342342] ; [32.42342342 26.57657658],0
p1,1,0.207803,1.586664,[ 6 48] ; [ 3 59],[ 4.18965517 49.81034483] ; [ 4.81034483 57.18965517],0
p4,1,0.215152,1.536419,[15 38] ; [24 37],[18.13157895 34.86842105] ; [20.86842105 40.13157895],0
p6,1,0.223333,1.482827,[ 7 46] ; [13 46],[ 9.46428571 43.53571429] ; [10.53571429 48.46428571],0
a1,1,0.2503,1.321627,[ 8 46] ; [ 5 57],[ 6.05172414 47.94827586] ; [ 6.94827586 55.05172414],0
n1,1,0.284354,1.14616,[13 18] ; [ 8 20],[11.03389831 19.96610169] ; [ 9.96610169 18.03389831],0
s7,1,0.290815,1.115843,[11 39] ; [18 40],[13.42592593 36.57407407] ; [15.57407407 42.42592593],0
u1,1,0.325192,0.967952,[ 2 52] ; [ 5 57],[ 3.25862069 50.74137931] ; [ 3.74137931 58.25862069],0
p8,1,0.35501,0.855468,[14 39] ; [21 40],[16.27192982 36.72807018] ; [18.72807018 42.27192982],0
s1,1,0.372456,0.795455,[ 6 48] ; [ 4 58],[ 4.65517241 49.34482759] ; [ 5.34482759 56.65517241],0
n5,1,0.379631,0.771895,[37 17] ; [37 24],[34.74782609 19.25217391] ; [39.25217391 21.74782609],0
d5,1,0.421352,0.646541,[30 24] ; [39 23],[32.12068966 21.87931034] ; [36.87931034 25.12068966],0
a4,1,0.435369,0.608457,[19 34] ; [18 44],[17.05217391 35.94782609] ; [19.94782609 42.05217391],0
p12,1,0.497502,0.46026,[ 2 52] ; [ 1 59],[ 1.42105263 52.57894737] ; [ 1.57894737 58.42105263],0
v1,1,0.499815,0.455328,[16 38] ; [21 38],[17.68141593 36.31858407] ; [19.31858407 39.68141593],0
u2,1,0.51417,0.425572,[ 8 15] ; [11 14],[ 9.10416667 13.89583333] ; [ 9.89583333 15.10416667],0
a8,1,0.539715,0.376068,[ 2 48] ; [ 4 56],[ 2.72727273 47.27272727] ; [ 3.27272727 56.72727273],0
n4,1,0.546131,0.364294,[31 23] ; [39 23],[32.5862069 21.4137931] ; [37.4137931 24.5862069],0
p7,1,0.561617,0.336912,[17 33] ; [24 37],[18.46846847 31.53153153] ; [22.53153153 38.46846847],0
a6,1,0.567771,0.326427,[25 29] ; [32 30],[26.53448276 27.46551724] ; [30.46551724 31.53448276],0
b4,1,0.61984,0.246092,[28 26] ; [35 27],[29.32758621 24.67241379] ; [33.67241379 28.32758621],0
d3,1,0.628142,0.234589,[25 29] ; [31 30],[26.29565217 27.70434783] ; [29.70434783 31.29565217],0
v3,1,0.652722,0.202486,[12 42] ; [16 46],[13.03448276 40.96551724] ; [14.96551724 47.03448276],0
s4,1,0.749655,0.101821,[ 9 45] ; [ 9 53],[ 8.37931034 45.62068966] ; [ 9.62068966 52.37931034],0
p3,1,0.769219,0.086082,[12 41] ; [15 45],[12.66371681 40.33628319] ; [14.33628319 45.66371681],0
d2,1,0.802578,0.062506,[20 33] ; [22 40],[19.35652174 33.64347826] ; [22.64347826 39.35652174],0
u3,1,0.852915,0.034373,[ 7 16] ; [ 7 18],[ 6.70833333 16.29166667] ; [ 7.29166667 17.70833333],0
a3,1,0.963164,0.002133,[31 22] ; [36 26],[30.87826087 22.12173913] ; [36.12173913 25.87826087],0
a5,1,0.979505,0.00066,[28 26] ; [32 30],[27.93103448 26.06896552] ; [32.06896552 29.93103448],0
a2,1,0.992369,9.1e-05,[ 7 47] ; [ 8 54],[ 6.98275862 47.01724138] ; [ 8.01724138 53.98275862],0
