Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,100.041577,[283  48] ; [40 69],[242.98409091  88.01590909] ; [80.01590909 28.98409091],1
d3,1,0.0,51.152634,[312  20] ; [74 35],[290.59410431  41.40589569] ; [95.40589569 13.59410431],1
a2,1,0.0,38.022448,[153 181] ; [14 95],[125.90970655 208.09029345] ; [41.09029345 67.90970655],1
u1,1,0.0,26.835768,[121 213] ; [11 98],[ 99.5214447 234.4785553] ; [32.4785553 76.5214447],1
b5,1,4e-06,21.20979,[221 113] ; [45 64],[200.55079007 133.44920993] ; [65.44920993 43.55079007],1
b1,1,6.6e-05,15.912124,[115 219] ; [61 48],[132.69525959 201.30474041] ; [43.30474041 65.69525959],1
r4,1,0.000656,11.610292,[314  20] ; [91 18],[305.34988713  28.65011287] ; [99.65011287  9.34988713],1
r1,1,0.001483,10.099008,[293  38] ; [83 26],[282.85454545  48.14545455] ; [93.14545455 15.85454545],0
v4,1,0.00492,7.908435,[320  11] ; [98 11],[314.45  16.55] ; [103.55   5.45],0
r2,1,0.005209,7.805461,[323   5] ; [98  7],[318.90993072   9.09006928] ; [102.09006928   2.90993072],0
n2,1,0.02962,4.73121,[49 14] ; [13 11],[44.89655172 18.10344828] ; [17.10344828  6.89655172],0
a8,1,0.046866,3.95018,[ 51 234] ; [10 94],[ 44.69151671 240.30848329] ; [16.30848329 87.69151671],0
p4,1,0.067877,3.333637,[235  97] ; [65 41],[227.39726027 104.60273973] ; [72.60273973 33.39726027],0
r3,1,0.072052,3.235648,[318  13] ; [100   9],[314.45  16.55] ; [103.55   5.45],0
p12,1,0.074905,3.172122,[ 39 295] ; [  6 100],[ 34.15909091 299.84090909] ; [10.84090909 95.15909091],0
u3,1,0.08594,2.948834,[38 21] ; [ 7 10],[34.93421053 24.06578947] ; [10.06578947  6.93421053],0
n6,1,0.105899,2.614383,[303  28] ; [94 15],[298.65227273  32.34772727] ; [98.34772727 10.65227273],0
b4,1,0.146844,2.104733,[204 130] ; [58 51],[197.53498871 136.46501129] ; [64.46501129 44.53498871],0
v2,1,0.155134,2.02103,[206 117] ; [60 47],[199.80930233 123.19069767] ; [66.19069767 40.80930233],0
d2,1,0.162627,1.949627,[248  83] ; [88 20],[253.33940774  77.66059226] ; [82.66059226 25.33940774],0
u2,1,0.1719,1.866298,[37 22] ; [7 9],[34.61333333 24.38666667] ; [9.38666667 6.61333333],0
p1,1,0.182205,1.779544,[ 36 298] ; [  7 102],[ 32.41986456 301.58013544] ; [10.58013544 98.41986456],0
s5,1,0.19099,1.709963,[110 206] ; [44 61],[115.59144893 200.40855107] ; [38.40855107 66.59144893],0
n3,1,0.217207,1.52273,[47 15] ; [15  9],[44.69767442 17.30232558] ; [17.30232558  6.69767442],0
p10,1,0.218963,1.511154,[287  46] ; [87 20],[283.05  49.95] ; [90.95 16.05],0
p5,1,0.233122,1.421712,[ 43 288] ; [19 89],[ 46.74715262 284.25284738] ; [15.25284738 92.74715262],0
u4,1,0.299597,1.075988,[ 11 322] ; [  6 103],[ 12.80769231 320.19230769] ; [  4.19230769 104.80769231],0
a5,1,0.372137,0.796516,[293  41] ; [92 17],[290.27088036  43.72911964] ; [94.72911964 14.27088036],0
d4,1,0.424314,0.638335,[325   7] ; [107   1],[325.96363636   6.03636364] ; [106.03636364   1.96363636],0
b2,1,0.483696,0.49052,[ 85 135] ; [32 42],[ 87.55102041 132.44897959] ; [29.44897959 44.55102041],0
b3,1,0.483696,0.49052,[ 85 135] ; [32 42],[ 87.55102041 132.44897959] ; [29.44897959 44.55102041],0
v1,1,0.499241,0.456549,[193 132] ; [59 47],[190.02320186 134.97679814] ; [61.97679814 44.02320186],0
