Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0,45.180154,[ 36 605] ; [22 59],[ 51.49307479 589.50692521] ; [ 6.50692521 74.49307479],1
p1,1,0.0,39.714865,[ 33 609] ; [20 62],[ 46.99723757 595.00276243] ; [ 6.00276243 75.99723757],1
s5,1,0.0,32.583855,[199 424] ; [49 26],[221.35243553 401.64756447] ; [26.64756447 48.35243553],1
p3,1,0.0,31.225248,[300 345] ; [65 17],[323.83081155 321.16918845] ; [41.16918845 40.83081155],1
p8,1,0.0,29.925598,[316 320] ; [67 15],[339.25905292 296.74094708] ; [43.74094708 38.25905292],1
p4,1,0.0,28.356012,[365 276] ; [71 10],[387.08587258 253.91412742] ; [48.91412742 32.08587258],1
s7,1,1.3e-05,18.938842,[291 329] ; [57 21],[309.11174785 310.88825215] ; [38.88825215 39.11174785],1
p6,1,3.7e-05,17.041796,[222 412] ; [47 33],[238.85994398 395.14005602] ; [30.14005602 49.85994398],1
a1,1,0.000171,14.130899,[ 29 618] ; [12 70],[ 36.38820302 610.61179698] ; [ 4.61179698 77.38820302],1
s8,1,0.000223,13.625142,[277 366] ; [53 29],[292.67586207 350.32413793] ; [37.32413793 44.67586207],1
v3,1,0.000264,13.308657,[237 385] ; [47 32],[251.99429387 370.00570613] ; [32.00570613 46.99429387],1
v1,1,0.000481,12.189769,[333 299] ; [58 21],[347.55555556 284.44444444] ; [43.44444444 35.55555556],1
n5,1,0.001659,9.892809,[459 183] ; [72 10],[470.85911602 171.14088398] ; [60.14088398 21.85911602],0
p7,1,0.001742,9.80317,[388 240] ; [63 16],[400.60537482 227.39462518] ; [50.39462518 28.60537482],0
p9,1,0.002186,9.386609,[531 105] ; [79  3],[540.33426184  95.66573816] ; [69.66573816 12.33426184],0
s6,1,0.002709,8.993731,[425 213] ; [65 13],[436.62011173 201.37988827] ; [53.37988827 24.62011173],0
p10,1,0.002809,8.927259,[512 128] ; [75  5],[521.77777778 118.22222222] ; [65.22222222 14.77777778],0
b5,1,0.003759,8.396748,[407 240] ; [38 44],[394.94513032 252.05486968] ; [50.05486968 31.94513032],0
n4,1,0.004116,8.231858,[482 163] ; [73  9],[492.4002751 152.5997249] ; [62.5997249 19.4002751],0
u4,1,0.016468,5.752167,[ 12 635] ; [ 5 77],[ 15.0877915 631.9122085] ; [ 1.9122085 80.0877915],0
n6,1,0.026693,4.910546,[536 108] ; [76  6],[542.87603306 101.12396694] ; [69.12396694 12.87603306],0
p2,1,0.054447,3.698937,[536 108] ; [75  7],[541.98898072 102.01101928] ; [69.01101928 12.98898072],0
a3,1,0.076106,3.146158,[476 168] ; [68 14],[482.55647383 161.44352617] ; [61.44352617 20.55647383],0
p11,1,0.089411,2.884944,[499 148] ; [70 12],[504.99725652 142.00274348] ; [64.00274348 17.99725652],0
s1,1,0.089716,2.879462,[ 17 620] ; [ 5 77],[ 19.49095967 617.50904033] ; [ 2.50904033 79.49095967],0
n3,1,0.09055,2.864572,[106  46] ; [9 9],[102.82352941  49.17647059] ; [12.17647059  5.82352941],0
b2,1,0.123281,2.375136,[142 233] ; [29 31],[147.4137931 227.5862069] ; [23.5862069 36.4137931],0
b3,1,0.123281,2.375136,[142 233] ; [29 31],[147.4137931 227.5862069] ; [23.5862069 36.4137931],0
s2,1,0.132851,2.25887,[335 307] ; [50 32],[341.39502762 300.60497238] ; [43.60497238 38.39502762],0
n1,1,0.148373,2.088896,[53 98] ; [9 8],[55.72619048 95.27380952] ; [ 6.27380952 10.72619048],0
s3,1,0.168309,1.89794,[354 285] ; [52 30],[359.82524272 279.17475728] ; [46.17475728 35.82524272],0
a2,1,0.221207,1.496521,[175 472] ; [17 65],[170.40329218 476.59670782] ; [21.59670782 60.40329218],0
b1,1,0.253678,1.302934,[242 405] ; [36 46],[246.7297668 400.2702332] ; [31.2702332 50.7297668],0
n2,1,0.270657,1.213412,[108  44] ; [15  3],[109.97647059  42.02352941] ; [13.02352941  4.97647059],0
a6,1,0.309082,1.034595,[453 193] ; [53 29],[449.00549451 196.99450549] ; [56.99450549 25.00549451],0
s4,1,0.362786,0.828228,[114 525] ; [11 69],[111.09179416 527.90820584] ; [13.90820584 66.09179416],0
r2,1,0.377691,0.778205,[614  26] ; [76  5],[612.48266297  27.51733703] ; [77.51733703  3.48266297],0
u2,1,0.443708,0.586675,[102  65] ; [10  4],[103.33701657  63.66298343] ; [8.66298343 5.33701657],0
d1,1,0.465954,0.531556,[448 199] ; [60 22],[450.85871056 196.14128944] ; [57.14128944 24.85871056],0
u3,1,0.533205,0.388279,[106  62] ; [10  4],[107.07692308  60.92307692] ; [8.92307692 5.07692308],0
u1,1,0.537285,0.380595,[131 516] ; [19 63],[133.12757202 513.87242798] ; [16.87242798 65.12757202],0
d2,1,0.634328,0.226238,[336 309] ; [45 37],[338.0261348 306.9738652] ; [42.9738652 39.0261348],0
r3,1,0.662295,0.190748,[620  25] ; [78  4],[619.27097662  25.72902338] ; [78.72902338  3.27097662],0
r1,1,0.682495,0.167331,[531 114] ; [66 16],[529.66299862 115.33700138] ; [67.33700138 14.66299862],0
a5,1,0.687575,0.161723,[492 155] ; [64 18],[493.45953361 153.54046639] ; [62.54046639 19.45953361],0
a8,1,0.705622,0.142689,[ 77 511] ; [11 64],[ 78.04524887 509.95475113] ; [ 9.95475113 65.04524887],0
r4,1,0.715351,0.132991,[592  55] ; [76  6],[592.86145405  54.13854595] ; [75.13854595  6.86145405],0
b4,1,0.724147,0.124554,[384 263] ; [47 35],[382.51989026 264.48010974] ; [48.48010974 33.51989026],0
v2,1,0.834854,0.043464,[363 260] ; [47 32],[363.86039886 259.13960114] ; [46.13960114 32.86039886],0
a7,1,0.916324,0.011039,[485 161] ; [62 20],[485.38736264 160.61263736] ; [61.61263736 20.38736264],0
d3,1,0.95004,0.003926,[503 144] ; [64 18],[503.22222222 143.77777778] ; [63.77777778 18.22222222],0
a4,1,0.95529,0.003143,[313 333] ; [40 42],[313.23901099 332.76098901] ; [39.76098901 42.23901099],0
d5,1,0.996865,1.5e-05,[568  79] ; [72 10],[568.01097394  78.98902606] ; [71.98902606 10.01097394],0
