Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,171.041334,[487  77] ; [52 98],[425.76470588 138.23529412] ; [113.23529412  36.76470588],1
n6,1,0.0,51.725255,[504  60] ; [98 52],[475.52941176  88.47058824] ; [126.47058824  23.52941176],1
a5,1,0.0,26.600228,[458 107] ; [93 59],[434.19107392 130.80892608] ; [116.80892608  35.19107392],1
s7,1,3e-06,21.528278,[298 240] ; [48 95],[273.34508076 264.65491924] ; [72.65491924 70.34508076],1
p4,1,8e-06,19.963295,[366 194] ; [68 82],[342.30985915 217.69014085] ; [91.69014085 58.30985915],1
p6,1,1.5e-05,18.78058,[229 327] ; [ 32 115],[206.42389758 349.57610242] ; [54.57610242 92.42389758],1
d2,1,2.7e-05,17.615689,[308 255] ; [54 98],[285.04335664 277.95664336] ; [76.95664336 75.04335664],1
p3,1,3e-05,17.439897,[308 253] ; [54 97],[285.22752809 275.77247191] ; [76.77247191 74.22752809],1
p11,1,0.000105,15.050337,[468  98] ; [104  48],[450.90807799 115.09192201] ; [121.09192201  30.90807799],1
p10,1,0.000653,11.61771,[469  90] ; [106  42],[454.63224894 104.36775106] ; [120.36775106  27.63224894],1
a8,1,0.000688,11.520558,[ 87 419] ; [  8 132],[ 74.41176471 431.58823529] ; [ 20.58823529 119.41176471],1
s8,1,0.00077,11.31308,[279 281] ; [52 99],[260.70323488 299.29676512] ; [70.29676512 80.70323488],1
a4,1,0.000792,11.259444,[282 280] ; [53 99],[263.68347339 298.31652661] ; [71.31652661 80.68347339],1
u1,1,0.00139,10.219168,[130 436] ; [ 17 135],[115.88022284 450.11977716] ; [ 31.11977716 120.88022284],0
a3,1,0.001815,9.72734,[426 136] ; [96 56],[410.87394958 151.12605042] ; [111.12605042  40.87394958],0
p5,1,0.003387,8.586058,[ 74 485] ; [  7 143],[ 63.86318759 495.13681241] ; [ 17.13681241 132.86318759],0
v3,1,0.003479,8.537343,[242 301] ; [44 98],[226.71240876 316.28759124] ; [59.28759124 82.71240876],0
a2,1,0.003655,8.447786,[163 403] ; [ 26 126],[148.98885794 417.01114206] ; [ 40.01114206 111.98885794],0
p2,1,0.004876,7.924781,[481  81] ; [114  36],[469.6488764  92.3511236] ; [125.3511236  24.6488764],0
d1,1,0.006211,7.487943,[363 203] ; [79 73],[348.42896936 217.57103064] ; [93.57103064 58.42896936],0
n1,1,0.009607,6.706294,[44 52] ; [11 36],[36.92307692 59.07692308] ; [18.07692308 28.92307692],0
v1,1,0.020325,5.383764,[323 231] ; [70 77],[310.58773181 243.41226819] ; [82.41226819 64.58773181],0
s4,1,0.025105,5.01662,[ 82 473] ; [ 34 118],[ 91.06082037 463.93917963] ; [ 24.93917963 127.06082037],0
p12,1,0.026657,4.91286,[ 54 504] ; [  6 144],[ 47.28813559 510.71186441] ; [ 12.71186441 137.28813559],0
p7,1,0.030771,4.665706,[372 179] ; [84 61],[361. 190.] ; [95. 50.],0
d5,1,0.031335,4.634523,[472  91] ; [116  36],[462.9986014 100.0013986] ; [125.0013986  26.9986014],0
p8,1,0.031634,4.618211,[312 240] ; [70 80],[300.37606838 251.62393162] ; [81.62393162 68.37606838],0
r2,1,0.048079,3.907206,[557   6] ; [147   5],[554.33846154   8.66153846] ; [149.66153846   2.33846154],0
b1,1,0.050167,3.835878,[228 338] ; [ 48 104],[217.57103064 348.42896936] ; [58.42896936 93.57103064],0
b3,1,0.055089,3.679379,[144 218] ; [20 52],[136.79262673 225.20737327] ; [27.20737327 44.79262673],0
b2,1,0.055089,3.679379,[144 218] ; [20 52],[136.79262673 225.20737327] ; [27.20737327 44.79262673],0
p9,1,0.058184,3.588416,[476  81] ; [117  31],[468.51205674  88.48794326] ; [124.48794326  23.51205674],0
s2,1,0.060302,3.529052,[303 255] ; [69 82],[292.77291961 265.22708039] ; [79.22708039 71.77291961],0
s6,1,0.078704,3.09147,[395 158] ; [96 54],[386.23470839 166.76529161] ; [104.76529161  45.23470839],0
u4,1,0.11839,2.438489,[ 16 550] ; [  1 151],[ 13.40111421 552.59888579] ; [  3.59888579 148.40111421],0
p1,1,0.123464,2.372815,[ 52 509] ; [  8 142],[ 47.34177215 513.65822785] ; [ 12.65822785 137.34177215],0
s3,1,0.134851,2.235756,[328 227] ; [79 72],[319.95042493 235.04957507] ; [87.04957507 63.95042493],0
s5,1,0.143803,2.136788,[199 344] ; [ 44 102],[191.50798258 351.49201742] ; [51.49201742 94.50798258],0
u2,1,0.311477,1.024402,[79 60] ; [35 19],[82.10362694 56.89637306] ; [31.89637306 22.10362694],0
v4,1,0.313647,1.015256,[554  11] ; [146   5],[552.37430168  12.62569832] ; [147.62569832   3.37430168],0
a1,1,0.32086,0.985439,[ 25 541] ; [  4 148],[ 22.86072423 543.13927577] ; [  6.13927577 145.86072423],0
u3,1,0.325613,0.966267,[88 52] ; [38 16],[90.92783505 49.07216495] ; [35.07216495 18.92783505],0
s1,1,0.566015,0.329397,[ 20 535] ; [  4 147],[ 18.86685552 536.13314448] ; [  5.13314448 145.86685552],0
a7,1,0.610168,0.259931,[419 145] ; [116  36],[421.42458101 142.57541899] ; [113.57541899  38.42458101],0
r3,1,0.610858,0.258927,[554  11] ; [149   2],[554.74162011  10.25837989] ; [148.25837989   2.74162011],0
d4,1,0.681804,0.168102,[473  89] ; [125  26],[471.35483871  90.64516129] ; [126.64516129  24.35483871],0
v2,1,0.690989,0.158017,[326 220] ; [81 59],[323.93877551 222.06122449] ; [83.06122449 56.93877551],0
