Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,37.49265,[36 29] ; [83  3],[51.22516556 13.77483444] ; [67.77483444 18.22516556],1
v4,1,0.0,30.874471,[38 27] ; [82  4],[51.65562914 13.34437086] ; [68.34437086 17.65562914],1
p10,1,1e-06,23.311146,[34 30] ; [76 10],[46.93333333 17.06666667] ; [63.06666667 22.93333333],1
r2,1,4e-06,21.114386,[38 25] ; [78  7],[49.37837838 13.62162162] ; [66.62162162 18.37837838],1
p9,1,7e-06,20.230564,[40 23] ; [80  6],[50.73825503 12.26174497] ; [69.26174497 16.73825503],1
n6,1,3.9e-05,16.910747,[41 24] ; [78  8],[51.22516556 13.77483444] ; [67.77483444 18.22516556],1
p2,1,0.000415,12.463663,[35 29] ; [70 16],[44.8 19.2] ; [60.2 25.8],1
s6,1,0.00055,11.938198,[23 43] ; [52 30],[33.44594595 32.55405405] ; [41.55405405 40.44594595],1
p11,1,0.001342,10.284133,[39 27] ; [71 15],[47.76315789 18.23684211] ; [62.23684211 23.76315789],0
s5,1,0.002158,9.409755,[ 6 58] ; [24 55],[13.42657343 50.57342657] ; [16.57342657 62.42657343],0
a7,1,0.002629,9.048641,[26 40] ; [55 31],[35.17105263 30.82894737] ; [45.82894737 40.17105263],0
p8,1,0.003076,8.76188,[17 47] ; [43 42],[25.77181208 38.22818792] ; [34.22818792 50.77181208],0
b1,1,0.004083,8.246343,[36 30] ; [27 59],[27.35526316 38.64473684] ; [35.64473684 50.35526316],0
p4,1,0.006462,7.416601,[24 41] ; [51 35],[32.28476821 32.71523179] ; [42.71523179 43.28476821],0
v1,1,0.007054,7.259259,[19 44] ; [44 40],[27. 36.] ; [36. 48.],0
p3,1,0.010206,6.59854,[19 46] ; [43 43],[26.68874172 38.31125828] ; [35.31125828 50.68874172],0
s3,1,0.010232,6.594043,[23 43] ; [48 38],[30.82894737 35.17105263] ; [40.17105263 45.82894737],0
v3,1,0.01896,5.505227,[13 53] ; [31 52],[19.48993289 46.51006711] ; [24.51006711 58.48993289],0
d5,1,0.028477,4.798956,[38 28] ; [64 22],[44.28947368 21.71052632] ; [57.71052632 28.28947368],0
p7,1,0.030907,4.658144,[26 40] ; [48 36],[32.56 33.44] ; [41.44 42.56],0
b4,1,0.042949,4.097424,[33 33] ; [57 29],[39.07894737 26.92105263] ; [50.92105263 35.07894737],0
d3,1,0.074448,3.182112,[26 39] ; [47 39],[31.42384106 33.57615894] ; [41.57615894 44.42384106],0
s8,1,0.076444,3.138926,[15 51] ; [31 55],[19.97368421 46.02631579] ; [26.02631579 59.97368421],0
p5,1,0.08013,3.062254,[ 4 61] ; [13 72],[ 7.36666667 57.63333333] ; [ 9.63333333 75.36666667],0
d4,1,0.086816,2.932436,[38 28] ; [61 25],[42.98684211 23.01315789] ; [56.01315789 29.98684211],0
a1,1,0.090489,2.865653,[ 8 58] ; [ 4 82],[ 5.21052632 60.78947368] ; [ 6.78947368 79.21052632],0
b5,1,0.090794,2.860234,[34 32] ; [56 30],[39.07894737 26.92105263] ; [50.92105263 35.07894737],0
a8,1,0.102158,2.671525,[ 4 60] ; [12 69],[ 7.06206897 56.93793103] ; [ 8.93793103 72.06206897],0
p12,1,0.119967,2.417749,[ 1 63] ; [ 6 80],[ 2.98666667 61.01333333] ; [ 4.01333333 81.98666667],0
s2,1,0.120937,2.405141,[21 45] ; [38 48],[25.61842105 40.38157895] ; [33.38157895 52.61842105],0
d1,1,0.134144,2.243875,[22 44] ; [39 47],[26.48684211 39.51315789] ; [34.51315789 51.48684211],0
v2,1,0.144788,2.12632,[22 42] ; [38 44],[26.30136986 37.69863014] ; [33.69863014 48.30136986],0
n2,1,0.150262,2.069588,[17 10] ; [21  5],[19.35849057  7.64150943] ; [18.64150943  7.35849057],0
p6,1,0.152471,2.047351,[16 47] ; [31 54],[20.00675676 42.99324324] ; [26.99324324 58.00675676],0
n3,1,0.168432,1.89684,[16 11] ; [20  6],[18.33962264  8.66037736] ; [17.66037736  8.33962264],0
a6,1,0.226001,1.465852,[35 31] ; [54 32],[38.64473684 27.35526316] ; [50.35526316 35.64473684],0
u1,1,0.263325,1.251194,[ 5 61] ; [ 3 83],[ 3.47368421 62.52631579] ; [ 4.52631579 81.47368421],0
s7,1,0.297954,1.083328,[20 42] ; [33 48],[22.97902098 39.02097902] ; [30.02097902 50.97902098],0
n4,1,0.302367,1.063723,[50 16] ; [71 15],[52.53947368 13.46052632] ; [68.46052632 17.53947368],0
d2,1,0.332082,0.940763,[28 37] ; [30 55],[25.13333333 39.86666667] ; [32.86666667 52.13333333],0
s1,1,0.455136,0.557829,[ 3 63] ; [ 2 83],[ 2.18543046 63.81456954] ; [ 2.81456954 82.18543046],0
u3,1,0.478983,0.501178,[ 7 20] ; [12 23],[ 8.27419355 18.72580645] ; [10.72580645 24.27419355],0
u2,1,0.514642,0.424618,[ 9 17] ; [15 20],[10.2295082 15.7704918] ; [13.7704918 21.2295082],0
a4,1,0.632116,0.229202,[21 44] ; [31 55],[22.38410596 42.61589404] ; [29.61589404 56.38410596],0
s4,1,0.688911,0.160267,[14 52] ; [16 70],[13.02631579 52.97368421] ; [16.97368421 69.02631579],0
p1,1,0.778272,0.079283,[ 6 60] ; [ 9 77],[ 6.51315789 59.48684211] ; [ 8.48684211 77.51315789],0
a5,1,0.830413,0.045869,[38 28] ; [51 35],[38.64473684 27.35526316] ; [50.35526316 35.64473684],0
a2,1,0.842948,0.039253,[ 7 59] ; [10 76],[ 7.38157895 58.61842105] ; [ 9.61842105 76.38157895],0
n1,1,0.920746,0.009899,[12 15] ; [11 13],[12.17647059 14.82352941] ; [10.82352941 13.17647059],0
b2,1,0.93248,0.007178,[14 26] ; [19 34],[14.19354839 25.80645161] ; [18.80645161 34.19354839],0
b3,1,0.93248,0.007178,[14 26] ; [19 34],[14.19354839 25.80645161] ; [18.80645161 34.19354839],0
a3,1,0.979027,0.000691,[39 27] ; [51 35],[39.07894737 26.92105263] ; [50.92105263 35.07894737],0
