Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,85.009699,[58 70] ; [379  68],[97.28 30.72] ; [339.72 107.28],1
p9,1,0.0,55.130486,[70 55] ; [388  62],[99.56521739 25.43478261] ; [358.43478261  91.56521739],1
r3,1,0.0,30.451102,[109  21] ; [438  14],[122.18213058   7.81786942] ; [424.81786942  27.18213058],1
p2,1,0.0,27.35035,[85 45] ; [385  64],[105.52677029  24.47322971] ; [364.47322971  84.52677029],1
r4,1,1e-06,24.672301,[99 32] ; [414  38],[115.27101201  15.72898799] ; [397.72898799  54.27101201],1
n4,1,2e-06,22.470218,[75 56] ; [352  99],[96.11168385 34.88831615] ; [330.88831615 120.11168385],1
p4,1,0.000409,12.490344,[52 77] ; [260 189],[69.63321799 59.36678201] ; [242.36678201 206.63321799],1
n6,1,0.000517,12.054732,[92 39] ; [378  73],[105.79037801  25.20962199] ; [364.20962199  86.79037801],1
p8,1,0.000603,11.766598,[45 84] ; [231 213],[62.13612565 66.86387435] ; [213.86387435 230.13612565],1
p7,1,0.000682,11.537794,[59 69] ; [276 163],[75.62610229 52.37389771] ; [259.37389771 179.62610229],1
s1,1,0.001081,10.682667,[  9 121] ; [  7 439],[  3.61111111 126.38888889] ; [ 12.38888889 433.61111111],0
v1,1,0.001687,9.861987,[47 83] ; [226 210],[62.70318021 67.29681979] ; [210.29681979 225.70318021],0
n5,1,0.001815,9.728137,[79 51] ; [335 113],[93.11418685 36.88581315] ; [320.88581315 127.11418685],0
b1,1,0.00194,9.605616,[66 65] ; [160 292],[50.78216123 80.21783877] ; [175.21783877 276.78216123],0
s8,1,0.006318,7.457431,[33 98] ; [172 279],[46.14261168 84.85738832] ; [158.85738832 292.14261168],0
p3,1,0.008099,7.011509,[43 86] ; [209 241],[56.14507772 72.85492228] ; [195.85492228 254.14507772],0
a5,1,0.009365,6.751919,[77 54] ; [320 132],[89.2058319 41.7941681] ; [307.7941681 144.2058319],0
