Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,5e-06,20.732609,[1 9] ; [21  2],[6.66666667 3.33333333] ; [15.33333333  7.66666667],1
p2,1,0.005378,7.747826,[4 6] ; [20  3],[7.27272727 2.72727273] ; [16.72727273  6.27272727],0
r3,1,0.007645,7.114787,[5 5] ; [21  2],[7.87878788 2.12121212] ; [18.12121212  4.87878788],0
r4,1,0.022688,5.192258,[1 9] ; [12 11],[3.93939394 6.06060606] ; [ 9.06060606 13.93939394],0
p11,1,0.032135,4.591304,[6 4] ; [21  2],[8.18181818 1.81818182] ; [18.81818182  4.18181818],0
v1,1,0.110175,2.551706,[6 4] ; [ 7 16],[3.93939394 6.06060606] ; [ 9.06060606 13.93939394],0
p6,1,0.141815,2.158152,[1 9] ; [ 8 15],[2.72727273 7.27272727] ; [ 6.27272727 16.72727273],0
a1,1,0.150608,2.066087,[2 8] ; [ 1 22],[0.90909091 9.09090909] ; [ 2.09090909 20.90909091],0
s4,1,0.163687,1.939826,[4 6] ; [ 4 19],[2.42424242 7.57575758] ; [ 5.57575758 17.42424242],0
n2,1,0.196706,1.666667,[3 1] ; [2 4],[2. 2.] ; [3. 3.],0
r1,1,0.19757,1.660248,[2 8] ; [10 13],[3.63636364 6.36363636] ; [ 8.36363636 14.63636364],0
p5,1,0.208082,1.584717,[1 9] ; [ 7 16],[2.42424242 7.57575758] ; [ 5.57575758 17.42424242],0
p8,1,0.239731,1.382174,[3 7] ; [12 11],[4.54545455 5.45454545] ; [10.45454545 12.54545455],0
b1,1,0.239731,1.382174,[7 3] ; [11 12],[5.45454545 4.54545455] ; [12.54545455 10.45454545],0
n1,1,0.259796,1.269841,[2 2] ; [1 5],[1.2 2.8] ; [1.8 4.2],0
b4,1,0.268509,1.224348,[4 6] ; [14  9],[5.45454545 4.54545455] ; [12.54545455 10.45454545],0
a5,1,0.268509,1.224348,[4 6] ; [14  9],[5.45454545 4.54545455] ; [12.54545455 10.45454545],0
d3,1,0.282932,1.15295,[5 5] ; [16  7],[6.36363636 3.63636364] ; [14.63636364  8.36363636],0
n5,1,0.282932,1.15295,[5 5] ; [16  7],[6.36363636 3.63636364] ; [14.63636364  8.36363636],0
p4,1,0.282932,1.15295,[5 5] ; [16  7],[6.36363636 3.63636364] ; [14.63636364  8.36363636],0
a3,1,0.382797,0.761701,[6 4] ; [10 13],[4.84848485 5.15151515] ; [11.15151515 11.84848485],0
a7,1,0.382797,0.761701,[4 6] ; [13 10],[5.15151515 4.84848485] ; [11.84848485 11.15151515],0
s5,1,0.395772,0.721134,[2 8] ; [ 8 15],[3.03030303 6.96969697] ; [ 6.96969697 16.03030303],0
p7,1,0.410966,0.676003,[5 5] ; [15  8],[6.06060606 3.93939394] ; [13.93939394  9.06060606],0
n4,1,0.424149,0.63879,[6 4] ; [17  6],[6.96969697 3.03030303] ; [16.03030303  6.96969697],0
u3,1,0.452209,0.56511,[3 1] ; [7 6],[2.35294118 1.64705882] ; [7.64705882 5.35294118],0
s7,1,0.492072,0.471992,[3 7] ; [ 9 12],[3.87096774 6.12903226] ; [ 8.12903226 12.87096774],0
p1,1,0.531725,0.391094,[1 9] ; [ 1 22],[0.60606061 9.39393939] ; [ 1.39393939 21.60606061],0
s1,1,0.531725,0.391094,[1 9] ; [ 1 22],[0.60606061 9.39393939] ; [ 1.39393939 21.60606061],0
a6,1,0.561496,0.33712,[5 5] ; [14  9],[5.75757576 4.24242424] ; [13.24242424  9.75757576],0
n6,1,0.592177,0.286957,[6 4] ; [16  7],[6.66666667 3.33333333] ; [15.33333333  7.66666667],0
v4,1,0.592177,0.286957,[6 4] ; [16  7],[6.66666667 3.33333333] ; [15.33333333  7.66666667],0
b3,1,0.601448,0.272817,[1 7] ; [ 3 11],[1.45454545 6.54545455] ; [ 2.54545455 11.45454545],0
b2,1,0.601448,0.272817,[1 7] ; [ 3 11],[1.45454545 6.54545455] ; [ 2.54545455 11.45454545],0
d4,1,0.610823,0.258978,[7 3] ; [18  5],[7.57575758 2.42424242] ; [17.42424242  5.57575758],0
d5,1,0.616311,0.251087,[7 3] ; [14  9],[6.36363636 3.63636364] ; [14.63636364  8.36363636],0
b5,1,0.616311,0.251087,[7 3] ; [14  9],[6.36363636 3.63636364] ; [14.63636364  8.36363636],0
v3,1,0.616311,0.251087,[3 7] ; [ 9 14],[3.63636364 6.36363636] ; [ 8.36363636 14.63636364],0
p3,1,0.616311,0.251087,[3 7] ; [ 9 14],[3.63636364 6.36363636] ; [ 8.36363636 14.63636364],0
a8,1,0.627072,0.236053,[1 8] ; [ 4 18],[1.4516129 7.5483871] ; [ 3.5483871 18.4516129],0
u2,1,0.659118,0.194597,[3 1] ; [11  2],[3.29411765 0.70588235] ; [10.70588235  2.29411765],0
s3,1,0.729507,0.119565,[5 5] ; [10 13],[4.54545455 5.45454545] ; [10.45454545 12.54545455],0
d2,1,0.774622,0.081988,[4 6] ; [ 8 15],[3.63636364 6.36363636] ; [ 8.36363636 14.63636364],0
d1,1,0.788821,0.071739,[3 7] ; [ 8 15],[3.33333333 6.66666667] ; [ 7.66666667 15.33333333],0
p12,1,0.805539,0.060607,[1 9] ; [ 3 20],[1.21212121 8.78787879] ; [ 2.78787879 20.21212121],0
a4,1,0.858282,0.031884,[2 8] ; [ 4 19],[1.81818182 8.18181818] ; [ 4.18181818 18.81818182],0
v2,1,0.908575,0.013187,[5 5] ; [11 12],[4.84848485 5.15151515] ; [11.15151515 11.84848485],0
s2,1,0.908575,0.013187,[5 5] ; [11 12],[4.84848485 5.15151515] ; [11.15151515 11.84848485],0
n3,1,1.0,0.0,[2 2] ; [3 3],[2. 2.] ; [3. 3.],0
