Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,98.442724,[144 204] ; [209  47],[203.38410596 144.61589404] ; [149.61589404 106.38410596],1
v1,1,0.0,37.555335,[158 191] ; [180  76],[194.9785124 154.0214876] ; [143.0214876 112.9785124],1
s7,1,5e-06,20.886527,[148 201] ; [150  94],[175.38279933 173.61720067] ; [122.61720067 121.38279933],1
s8,1,1.3e-05,18.971698,[136 221] ; [143 113],[162.48450245 194.51549755] ; [116.51549755 139.48450245],1
n5,1,0.000164,14.20168,[274  82] ; [230  29],[291.74634146  64.25365854] ; [212.25365854  46.74634146],1
a3,1,0.000224,13.621163,[239 119] ; [207  51],[259.2012987  98.7987013] ; [186.7987013  71.2012987],1
p12,1,0.000227,13.591012,[ 21 334] ; [ 38 218],[ 34.27986907 320.72013093] ; [ 24.72013093 231.27986907],1
p3,1,0.000272,13.25725,[167 190] ; [159  99],[189.23902439 167.76097561] ; [136.76097561 121.23902439],1
p5,1,0.0003,13.07159,[ 32 324] ; [ 49 209],[ 46.96416938 309.03583062] ; [ 34.03583062 223.96416938],1
d1,1,0.000706,11.472629,[191 167] ; [174  86],[211.44012945 146.55987055] ; [153.55987055 106.44012945],1
p7,1,0.000959,10.905066,[216 135] ; [186  64],[234.77870216 116.22129784] ; [167.22129784  82.77870216],1
n4,1,0.001719,9.827413,[282  76] ; [229  30],[296.49594814  61.50405186] ; [214.50405186  44.49594814],0
a1,1,0.005149,7.826421,[ 10 348] ; [ 20 240],[ 17.37864078 340.62135922] ; [ 12.62135922 247.37864078],0
s3,1,0.00652,7.40079,[181 175] ; [155  95],[197.38613861 158.61386139] ; [138.61386139 111.38613861],0
u4,1,0.007052,7.259746,[  2 356] ; [  9 251],[  6.37216828 351.62783172] ; [  4.62783172 255.37216828],0
p1,1,0.010926,6.477259,[ 23 333] ; [ 32 226],[ 31.88925081 324.11074919] ; [ 23.11074919 234.88925081],0
d2,1,0.010932,6.476271,[158 199] ; [141 117],[173.56585366 183.43414634] ; [125.43414634 132.56585366],0
r4,1,0.015751,5.830473,[319  39] ; [246  14],[327.29773463  30.70226537] ; [237.70226537  22.29773463],0
s4,1,0.021014,5.325634,[ 67 284] ; [ 31 225],[ 56.66886326 294.33113674] ; [ 41.33113674 214.66886326],0
a2,1,0.021068,5.321182,[ 72 286] ; [ 73 187],[ 83.99676375 274.00323625] ; [ 61.00323625 198.99676375],0
p8,1,0.024709,5.044185,[191 162] ; [160  93],[204.46039604 148.53960396] ; [146.53960396 106.46039604],0
p4,1,0.026998,4.890932,[209 148] ; [173  84],[222.10749186 134.89250814] ; [159.89250814  97.10749186],0
s2,1,0.029647,4.729621,[166 189] ; [142 113],[179.24590164 175.75409836] ; [128.75409836 126.24590164],0
v4,1,0.032846,4.553775,[336  21] ; [253   6],[341.35227273  15.64772727] ; [247.64772727  11.35227273],0
r1,1,0.033092,4.54103,[276  81] ; [219  41],[286.41004862  70.58995138] ; [208.58995138  51.41004862],0
d4,1,0.049741,3.850184,[286  72] ; [221  36],[295.13170732  62.86829268] ; [211.86829268  45.13170732],0
r3,1,0.06077,3.516241,[342  15] ; [254   4],[345.97073171  11.02926829] ; [250.02926829   7.97073171],0
p9,1,0.087337,2.922783,[310  45] ; [232  21],[316.46381579  38.53618421] ; [225.53618421  27.46381579],0
p10,1,0.092398,2.832087,[304  51] ; [230  25],[310.7704918  44.2295082] ; [223.2295082  31.7704918],0
d3,1,0.104121,2.641263,[235 123] ; [186  73],[244.27552674 113.72447326] ; [176.72447326  82.27552674],0
