Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.004403,8.109694,[2 6] ; [12  2],[5.09090909 2.90909091] ; [8.90909091 5.09090909],0
r1,1,0.005408,7.737816,[1 7] ; [11  4],[4.17391304 3.82608696] ; [7.82608696 7.17391304],0
p10,1,0.013954,6.043956,[2 6] ; [11  3],[4.72727273 3.27272727] ; [8.27272727 5.72727273],0
p9,1,0.054052,3.711097,[3 5] ; [11  3],[5.09090909 2.90909091] ; [8.90909091 5.09090909],0
s1,1,0.063155,3.452522,[3 5] ; [ 1 14],[1.39130435 6.60869565] ; [ 2.60869565 12.39130435],0
v3,1,0.093525,2.812632,[5 3] ; [ 4 11],[3.13043478 4.86956522] ; [5.86956522 9.13043478],0
p7,1,0.109504,2.561364,[2 6] ; [9 6],[3.82608696 4.17391304] ; [7.17391304 7.82608696],0
p4,1,0.109504,2.561364,[2 6] ; [9 6],[3.82608696 4.17391304] ; [7.17391304 7.82608696],0
n6,1,0.119467,2.424298,[3 5] ; [10  4],[4.72727273 3.27272727] ; [8.27272727 5.72727273],0
a5,1,0.136422,2.217857,[4 4] ; [12  3],[5.56521739 2.43478261] ; [10.43478261  4.56521739],0
n5,1,0.263128,1.252222,[4 4] ; [11  4],[5.2173913 2.7826087] ; [9.7826087 5.2173913],0
d4,1,0.263128,1.252222,[4 4] ; [11  4],[5.2173913 2.7826087] ; [9.7826087 5.2173913],0
s8,1,0.278493,1.174428,[1 7] ; [ 5 10],[2.08695652 5.91304348] ; [ 3.91304348 11.08695652],0
a7,1,0.303552,1.058523,[3 5] ; [9 6],[4.17391304 3.82608696] ; [7.82608696 7.17391304],0
d2,1,0.303552,1.058523,[5 3] ; [6 9],[3.82608696 4.17391304] ; [7.17391304 7.82608696],0
v2,1,0.303552,1.058523,[3 5] ; [9 6],[4.17391304 3.82608696] ; [7.82608696 7.17391304],0
s7,1,0.349575,0.875,[2 5] ; [7 7],[3. 4.] ; [6. 8.],0
b3,1,0.418222,0.655306,[2 3] ; [ 3 11],[1.31578947 3.68421053] ; [ 3.68421053 10.31578947],0
b2,1,0.418222,0.655306,[2 3] ; [ 3 11],[1.31578947 3.68421053] ; [ 3.68421053 10.31578947],0
b1,1,0.435366,0.608466,[4 4] ; [10  5],[4.86956522 3.13043478] ; [9.13043478 5.86956522],0
d5,1,0.435366,0.608466,[4 4] ; [10  5],[4.86956522 3.13043478] ; [9.13043478 5.86956522],0
p11,1,0.469064,0.524179,[3 5] ; [8 7],[3.82608696 4.17391304] ; [7.17391304 7.82608696],0
d3,1,0.469064,0.524179,[5 3] ; [7 8],[4.17391304 3.82608696] ; [7.82608696 7.17391304],0
s6,1,0.571107,0.320833,[3 5] ; [7 7],[3.63636364 4.36363636] ; [6.36363636 7.63636364],0
n4,1,0.590726,0.289211,[5 3] ; [11  4],[5.56521739 2.43478261] ; [10.43478261  4.56521739],0
d1,1,0.590726,0.289211,[3 5] ; [ 4 11],[2.43478261 5.56521739] ; [ 4.56521739 10.43478261],0
s3,1,0.603743,0.269388,[2 6] ; [5 9],[2.54545455 5.45454545] ; [4.45454545 9.54545455],0
a1,1,0.636302,0.223611,[1 7] ; [ 1 14],[0.69565217 7.30434783] ; [ 1.30434783 13.69565217],0
b4,1,0.644965,0.212308,[4 4] ; [9 6],[4.52173913 3.47826087] ; [8.47826087 6.52173913],0
b5,1,0.644965,0.212308,[4 4] ; [9 6],[4.52173913 3.47826087] ; [8.47826087 6.52173913],0
r2,1,0.644965,0.212308,[4 4] ; [9 6],[4.52173913 3.47826087] ; [8.47826087 6.52173913],0
a4,1,0.644965,0.212308,[4 4] ; [6 9],[3.47826087 4.52173913] ; [6.52173913 8.47826087],0
p3,1,0.672754,0.178397,[3 5] ; [7 8],[3.47826087 4.52173913] ; [6.52173913 8.47826087],0
u3,1,0.709388,0.138889,[1 1] ; [1 2],[0.8 1.2] ; [1.2 1.8],0
a3,1,0.781867,0.076667,[6 2] ; [12  3],[6.26086957 1.73913043] ; [11.73913043  3.26086957],0
s4,1,0.781867,0.076667,[2 6] ; [ 3 12],[1.73913043 6.26086957] ; [ 3.26086957 11.73913043],0
n2,1,0.80915,0.058333,[2 1] ; [3 1],[2.14285714 0.85714286] ; [2.85714286 1.14285714],0
p8,1,0.841616,0.039931,[3 5] ; [ 5 10],[2.7826087 5.2173913] ; [5.2173913 9.7826087],0
a6,1,0.878854,0.023232,[4 4] ; [8 7],[4.17391304 3.82608696] ; [7.82608696 7.17391304],0
a2,1,0.930912,0.007516,[2 6] ; [ 4 11],[2.08695652 5.91304348] ; [ 3.91304348 11.08695652],0
s2,1,0.933249,0.007015,[3 5] ; [5 9],[2.90909091 5.09090909] ; [5.09090909 8.90909091],0
