Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,7e-06,20.220794,[ 7 28] ; [19  5],[15.42372881 19.57627119] ; [10.57627119 13.42372881],1
p2,1,0.000435,12.377242,[ 8 29] ; [16  8],[14.55737705 22.44262295] ; [ 9.44262295 14.55737705],1
p8,1,0.000507,12.091429,[ 3 32] ; [12 13],[ 8.75 26.25] ; [ 6.25 18.75],1
s8,1,0.001551,10.017353,[ 1 35] ; [ 8 17],[ 5.31147541 30.68852459] ; [ 3.68852459 21.31147541],0
v4,1,0.002112,9.449392,[15 22] ; [20  5],[20.88709677 16.11290323] ; [14.11290323 10.88709677],0
b4,1,0.012914,6.180891,[18 19] ; [20  5],[22.67741935 14.32258065] ; [15.32258065  9.67741935],0
v1,1,0.01483,5.936527,[ 7 30] ; [12 13],[11.33870968 25.66129032] ; [ 7.66129032 17.33870968],0
p3,1,0.024349,5.069577,[ 7 30] ; [11 13],[10.91803279 26.08196721] ; [ 7.08196721 16.91803279],0
p4,1,0.027279,4.873054,[ 6 31] ; [10 14],[ 9.70491803 27.29508197] ; [ 6.29508197 17.70491803],0
r1,1,0.031747,4.612098,[12 25] ; [15 10],[16.11290323 20.88709677] ; [10.88709677 14.11290323],0
r2,1,0.041409,4.159178,[21 15] ; [20  4],[24.6 11.4] ; [16.4  7.6],0
s4,1,0.053334,3.733419,[ 8 29] ; [ 1 24],[ 5.37096774 31.62903226] ; [ 3.62903226 21.37096774],0
n6,1,0.053688,3.722385,[14 22] ; [16  9],[17.70491803 18.29508197] ; [12.29508197 12.70491803],0
p11,1,0.060803,3.51535,[ 8 29] ; [11 14],[11.33870968 25.66129032] ; [ 7.66129032 17.33870968],0
d3,1,0.08623,2.943376,[14 23] ; [15 10],[17.30645161 19.69354839] ; [11.69354839 13.30645161],0
d4,1,0.103976,2.643473,[19 18] ; [18  7],[22.08064516 14.91935484] ; [14.91935484 10.08064516],0
s7,1,0.107392,2.592189,[ 4 29] ; [ 7 17],[ 6.36842105 26.63157895] ; [ 4.63157895 19.36842105],0
a1,1,0.152568,2.046387,[ 8 29] ; [ 2 23],[ 5.96774194 31.03225806] ; [ 4.03225806 20.96774194],0
p5,1,0.159886,1.975309,[ 2 34] ; [ 4 20],[ 3.6 32.4] ; [ 2.4 21.6],0
r4,1,0.16602,1.91852,[ 4 33] ; [ 6 19],[ 5.96774194 31.03225806] ; [ 4.03225806 20.96774194],0
u3,1,0.202134,1.626891,[ 3 12] ; [4 5],[ 4.375 10.625] ; [2.625 6.375],0
s6,1,0.213441,1.547932,[ 9 27] ; [10 15],[11.21311475 24.78688525] ; [ 7.78688525 17.21311475],0
s1,1,0.213903,1.544813,[ 5 32] ; [ 1 24],[ 3.58064516 33.41935484] ; [ 2.41935484 22.58064516],0
d5,1,0.233456,1.419677,[18 19] ; [16  9],[20.29032258 16.70967742] ; [13.70967742 11.29032258],0
s5,1,0.289023,1.124166,[ 5 32] ; [ 6 19],[ 6.56451613 30.43548387] ; [ 4.43548387 20.56451613],0
p1,1,0.31365,1.015242,[ 4 33] ; [ 5 20],[ 5.37096774 31.62903226] ; [ 3.62903226 21.37096774],0
a4,1,0.336668,0.923077,[14 21] ; [ 7 18],[12.25 22.75] ; [ 8.75 16.25],0
u2,1,0.371093,0.8,[ 4 11] ; [4 5],[ 5. 10.] ; [3. 6.],0
d1,1,0.401919,0.702577,[11 26] ; [10 15],[12.53225806 24.46774194] ; [ 8.46774194 16.53225806],0
b2,1,0.482096,0.494118,[10 15] ; [ 5 12],[ 8.92857143 16.07142857] ; [ 6.07142857 10.92857143],0
b3,1,0.482096,0.494118,[10 15] ; [ 5 12],[ 8.92857143 16.07142857] ; [ 6.07142857 10.92857143],0
s2,1,0.495745,0.464033,[ 5 32] ; [ 5 20],[ 5.96774194 31.03225806] ; [ 4.03225806 20.96774194],0
s3,1,0.525578,0.402935,[ 9 26] ; [ 8 16],[10.08474576 24.91525424] ; [ 6.91525424 17.08474576],0
p7,1,0.531244,0.392012,[ 9 28] ; [ 7 15],[10.03389831 26.96610169] ; [ 5.96610169 16.03389831],0
n2,1,0.532723,0.389194,[ 9 12] ; [7 6],[ 9.88235294 11.11764706] ; [6.11764706 6.88235294],0
n1,1,0.601247,0.273119,[10 11] ; [5 8],[ 9.26470588 11.73529412] ; [5.73529412 7.26470588],0
n5,1,0.604389,0.268427,[26 11] ; [16  9],[25.06451613 11.93548387] ; [16.93548387  8.06451613],0
