Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.000688,11.522727,[8 3] ; [ 3 19],[3.66666667 7.33333333] ; [ 7.33333333 14.66666667],1
d1,1,0.00666,7.362374,[5 7] ; [ 1 21],[2.11764706 9.88235294] ; [ 3.88235294 18.11764706],0
n6,1,0.025718,4.974892,[8 4] ; [ 6 16],[4.94117647 7.05882353] ; [ 9.05882353 12.94117647],0
d4,1,0.0505,3.824774,[8 4] ; [ 7 15],[5.29411765 6.70588235] ; [ 9.70588235 12.29411765],0
b2,1,0.078593,3.09375,[1 7] ; [7 7],[2.90909091 5.09090909] ; [5.09090909 8.90909091],0
b3,1,0.078593,3.09375,[1 7] ; [7 7],[2.90909091 5.09090909] ; [5.09090909 8.90909091],0
b4,1,0.093229,2.817723,[10  2] ; [12 10],[7.76470588 4.23529412] ; [14.23529412  7.76470588],0
p11,1,0.12289,2.380099,[ 1 11] ; [ 7 15],[2.82352941 9.17647059] ; [ 5.17647059 16.82352941],0
s6,1,0.137987,2.200269,[5 7] ; [ 4 18],[3.17647059 8.82352941] ; [ 5.82352941 16.17647059],0
v4,1,0.156929,2.003571,[9 3] ; [11 11],[7.05882353 4.94117647] ; [12.94117647  9.05882353],0
d5,1,0.185099,1.756198,[6 6] ; [ 6 16],[4.23529412 7.76470588] ; [ 7.76470588 14.23529412],0
s8,1,0.210677,1.566771,[3 9] ; [ 2 20],[ 1.76470588 10.23529412] ; [ 3.23529412 18.76470588],0
s1,1,0.233724,1.418051,[ 2 10] ; [ 1 21],[ 1.05882353 10.94117647] ; [ 1.94117647 20.05882353],0
p2,1,0.236329,1.402357,[4 8] ; [12 10],[5.64705882 6.35294118] ; [10.35294118 11.64705882],0
a7,1,0.246762,1.34154,[5 7] ; [ 5 17],[3.52941176 8.47058824] ; [ 6.47058824 15.52941176],0
p8,1,0.246762,1.34154,[5 7] ; [ 5 17],[3.52941176 8.47058824] ; [ 6.47058824 15.52941176],0
b5,1,0.33068,0.946233,[7 5] ; [ 9 13],[5.64705882 6.35294118] ; [10.35294118 11.64705882],0
a6,1,0.338574,0.915825,[ 2 10] ; [ 7 15],[3.17647059 8.82352941] ; [ 5.82352941 16.17647059],0
p7,1,0.365241,0.819792,[2 9] ; [ 7 14],[3.09375 7.90625] ; [ 5.90625 15.09375],0
n2,1,0.371093,0.8,[6 4] ; [4 6],[5. 5.] ; [5. 5.],0
s7,1,0.371332,0.799201,[3 8] ; [ 3 18],[2.0625 8.9375] ; [ 3.9375 17.0625],0
u3,1,0.482016,0.494298,[2 2] ; [ 6 13],[1.39130435 2.60869565] ; [ 6.60869565 12.39130435],0
v1,1,0.485972,0.485431,[ 2 10] ; [ 6 16],[2.82352941 9.17647059] ; [ 5.17647059 16.82352941],0
d3,1,0.502927,0.448754,[4 8] ; [ 5 17],[3.17647059 8.82352941] ; [ 5.82352941 16.17647059],0
p10,1,0.505643,0.443072,[6 6] ; [ 8 13],[5.09090909 6.90909091] ; [ 8.90909091 12.09090909],0
v2,1,0.592948,0.285764,[3 8] ; [ 4 17],[2.40625 8.59375] ; [ 4.59375 16.40625],0
a4,1,0.60594,0.266129,[ 1 10] ; [ 1 21],[ 0.66666667 10.33333333] ; [ 1.33333333 20.66666667],0
p6,1,0.614271,0.254002,[ 1 11] ; [ 3 18],[ 1.45454545 10.54545455] ; [ 2.54545455 18.45454545],0
r2,1,0.618402,0.24812,[7 4] ; [12 10],[6.33333333 4.66666667] ; [12.66666667  9.33333333],0
p3,1,0.638447,0.220779,[3 9] ; [ 4 18],[2.47058824 9.52941176] ; [ 4.52941176 17.47058824],0
n1,1,0.639207,0.21978,[3 7] ; [4 6],[3.5 6.5] ; [3.5 6.5],0
b1,1,0.64177,0.216435,[7 5] ; [11 11],[6.35294118 5.64705882] ; [11.64705882 10.35294118],0
s5,1,0.64649,0.210354,[ 1 11] ; [ 3 19],[ 1.41176471 10.58823529] ; [ 2.58823529 19.41176471],0
p12,1,0.653729,0.201231,[ 1 11] ; [ 1 21],[ 0.70588235 11.29411765] ; [ 1.29411765 20.70588235],0
n5,1,0.664001,0.1887,[8 4] ; [13  9],[7.41176471 4.58823529] ; [13.58823529  8.41176471],0
v3,1,0.73137,0.117857,[2 9] ; [ 3 19],[1.66666667 9.33333333] ; [ 3.33333333 18.66666667],0
n4,1,0.799681,0.064394,[6 6] ; [12 10],[6.35294118 5.64705882] ; [11.64705882 10.35294118],0
s2,1,0.811555,0.056844,[ 2 10] ; [ 3 19],[ 1.76470588 10.23529412] ; [ 3.23529412 18.76470588],0
d2,1,0.885857,0.020606,[3 9] ; [ 6 16],[3.17647059 8.82352941] ; [ 5.82352941 16.17647059],0
s3,1,0.902425,0.01503,[2 9] ; [ 4 16],[2.12903226 8.87096774] ; [ 3.87096774 16.12903226],0
s4,1,0.911815,0.012266,[ 2 10] ; [ 4 18],[2.11764706 9.88235294] ; [ 3.88235294 18.11764706],0
p1,1,0.911815,0.012266,[ 2 10] ; [ 4 18],[2.11764706 9.88235294] ; [ 3.88235294 18.11764706],0
u2,1,0.923708,0.009171,[2 2] ; [ 9 10],[1.91304348 2.08695652] ; [9.08695652 9.91304348],0
p9,1,0.946929,0.004431,[5 7] ; [ 9 12],[5.09090909 6.90909091] ; [ 8.90909091 12.09090909],0
p4,1,1.0,0.0,[2 9] ; [ 4 18],[2. 9.] ; [ 4. 18.],0
n3,1,1.0,0.0,[5 5] ; [5 5],[5. 5.] ; [5. 5.],0
