Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.615302,[39  4] ; [51 58],[25.46052632 17.53947368] ; [64.53947368 44.46052632],1
s4,1,1.9e-05,18.275691,[17 25] ; [11 97],[ 7.84 34.16] ; [20.16 87.84],1
p12,1,4.3e-05,16.74877,[ 9 34] ; [  2 107],[ 3.11184211 39.88815789] ; [  7.88815789 101.11184211],1
s8,1,0.000612,11.740479,[25 17] ; [32 77],[15.85430464 26.14569536] ; [41.14569536 67.85430464],1
a5,1,0.002523,9.124102,[36  7] ; [63 46],[28.00657895 14.99342105] ; [70.99342105 38.00657895],0
p5,1,0.002951,8.837269,[ 7 36] ; [  3 103],[ 2.88590604 40.11409396] ; [ 7.11409396 98.88590604],0
s2,1,0.00428,8.160871,[28 15] ; [43 66],[20.08552632 22.91447368] ; [50.91447368 58.08552632],0
p6,1,0.004363,8.126008,[16 27] ; [17 90],[ 9.46 33.54] ; [23.54 83.46],0
p1,1,0.006883,7.303177,[ 7 36] ; [  4 105],[ 3.11184211 39.88815789] ; [  7.88815789 101.11184211],0
s7,1,0.007794,7.080103,[24 17] ; [35 67],[16.91608392 24.08391608] ; [42.08391608 59.91608392],0
u2,1,0.045856,3.986862,[4 9] ; [25 15],[7.11320755 5.88679245] ; [21.88679245 18.11320755],0
r2,1,0.047017,3.944795,[42  1] ; [93 14],[38.7  4.3] ; [96.3 10.7],0
v1,1,0.056196,3.646224,[22 21] ; [36 69],[16.85135135 26.14864865] ; [41.14864865 63.85135135],0
s3,1,0.067976,3.331223,[26 17] ; [48 61],[20.93421053 22.06578947] ; [53.06578947 55.93421053],0
n6,1,0.069977,3.283557,[36  6] ; [78 31],[31.70860927 10.29139073] ; [82.29139073 26.70860927],0
p10,1,0.092444,2.831289,[30 12] ; [61 47],[25.48 16.52] ; [65.52 42.48],0
r4,1,0.09894,2.722543,[40  3] ; [90 19],[36.77631579  6.22368421] ; [93.22368421 15.77631579],0
p3,1,0.122823,2.380952,[18 24] ; [32 76],[14. 28.] ; [36. 72.],0
p4,1,0.125157,2.351567,[18 23] ; [33 75],[14.03355705 26.96644295] ; [36.96644295 71.03355705],0
v2,1,0.129451,2.299082,[26 14] ; [53 51],[21.94444444 18.05555556] ; [57.05555556 46.94444444],0
p9,1,0.186198,1.747446,[30 12] ; [64 43],[26.4966443 15.5033557] ; [67.5033557 39.4966443],0
v4,1,0.195928,1.672468,[40  3] ; [93 16],[37.625  5.375] ; [95.375 13.625],0
