Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,29.906332,[ 2 52] ; [18 15],[12.4137931 41.5862069] ; [ 7.5862069 25.4137931],1
s3,1,3.3e-05,17.224608,[13 38] ; [23  9],[22.12048193 28.87951807] ; [13.87951807 18.12048193],1
s2,1,0.000494,12.13867,[11 42] ; [19 14],[18.48837209 34.51162791] ; [11.51162791 21.48837209],1
s6,1,0.004535,8.055995,[18 35] ; [21 11],[24.31764706 28.68235294] ; [14.68235294 17.31764706],0
p11,1,0.00758,7.130032,[27 27] ; [26  7],[32.89655172 21.10344828] ; [20.10344828 12.89655172],0
n2,1,0.009076,6.807828,[ 9 13] ; [14  3],[12.97435897  9.02564103] ; [10.02564103  6.97435897],0
p7,1,0.010523,6.544112,[14 36] ; [18 14],[19.51219512 30.48780488] ; [12.48780488 19.51219512],0
p6,1,0.012099,6.296335,[ 7 44] ; [12 20],[11.6746988 39.3253012] ; [ 7.3253012 24.6746988],0
p10,1,0.019147,5.488007,[25 26] ; [24  8],[30.10843373 20.89156627] ; [18.89156627 13.10843373],0
p9,1,0.035111,4.439761,[30 24] ; [25  7],[34.53488372 19.46511628] ; [20.46511628 11.53488372],0
p2,1,0.039343,4.246017,[25 25] ; [24  9],[29.51807229 20.48192771] ; [19.48192771 13.51807229],0
s5,1,0.043941,4.058814,[ 9 44] ; [11 19],[12.77108434 40.22891566] ; [ 7.22891566 22.77108434],0
r3,1,0.052528,3.758876,[28 24] ; [24  8],[32.19047619 19.80952381] ; [19.80952381 12.19047619],0
a1,1,0.052998,3.743979,[ 9 45] ; [ 1 32],[ 6.20689655 47.79310345] ; [ 3.79310345 29.20689655],0
p3,1,0.104586,2.634185,[13 38] ; [14 19],[16.39285714 34.60714286] ; [10.60714286 22.39285714],0
s4,1,0.114461,2.491524,[ 6 47] ; [ 8 25],[ 8.62790698 44.37209302] ; [ 5.37209302 27.62790698],0
n4,1,0.150478,2.067398,[31 23] ; [24  9],[34.13793103 19.86206897] ; [20.86206897 12.13793103],0
a3,1,0.150478,2.067398,[31 23] ; [24  9],[34.13793103 19.86206897] ; [20.86206897 12.13793103],0
p4,1,0.17324,1.854681,[19 33] ; [17 16],[22.02352941 29.97647059] ; [13.97647059 19.02352941],0
v1,1,0.186762,1.742978,[17 36] ; [14 16],[19.79518072 33.20481928] ; [11.20481928 18.79518072],0
u3,1,0.19271,1.69678,[ 9 13] ; [6 3],[10.64516129 11.35483871] ; [4.35483871 4.64516129],0
p8,1,0.203491,1.617138,[13 40] ; [12 20],[15.58823529 37.41176471] ; [ 9.41176471 22.58823529],0
d4,1,0.218366,1.515077,[43 10] ; [30  3],[44.98837209  8.01162791] ; [28.01162791  4.98837209],0
a7,1,0.286537,1.135824,[35 18] ; [18 15],[32.6627907 20.3372093] ; [20.3372093 12.6627907],0
b4,1,0.292817,1.106622,[34 20] ; [17 16],[31.65517241 22.34482759] ; [19.34482759 13.65517241],0
v4,1,0.299411,1.076814,[34 17] ; [24  7],[36.07317073 14.92682927] ; [21.92682927  9.07317073],0
v3,1,0.299597,1.075988,[12 40] ; [11 22],[14.07058824 37.92941176] ; [ 8.92941176 24.07058824],0
p12,1,0.304969,1.052337,[ 1 52] ; [ 2 31],[ 1.84883721 51.15116279] ; [ 1.15116279 31.84883721],0
b2,1,0.334191,0.932591,[ 7 21] ; [10 17],[ 8.65454545 19.34545455] ; [ 8.34545455 18.65454545],0
b3,1,0.334191,0.932591,[ 7 21] ; [10 17],[ 8.65454545 19.34545455] ; [ 8.34545455 18.65454545],0
a8,1,0.345779,0.888889,[ 2 46] ; [ 3 29],[ 3. 45.] ; [ 2. 30.],0
n1,1,0.361054,0.834225,[ 6 16] ; [ 7 10],[ 7.33333333 14.66666667] ; [ 5.66666667 11.33333333],0
a6,1,0.390429,0.737606,[31 23] ; [22 11],[32.89655172 21.10344828] ; [20.10344828 12.89655172],0
v2,1,0.397555,0.71571,[23 28] ; [18 15],[24.89285714 26.10714286] ; [16.10714286 16.89285714],0
n5,1,0.399489,0.709865,[31 22] ; [21 10],[32.80952381 20.19047619] ; [19.19047619 11.80952381],0
n3,1,0.44419,0.585434,[11 11] ; [ 6 10],[ 9.84210526 12.15789474] ; [7.15789474 8.84210526],0
d2,1,0.495265,0.465067,[26 26] ; [19 14],[27.52941176 24.47058824] ; [17.47058824 15.52941176],0
a2,1,0.507636,0.438937,[ 7 47] ; [ 6 27],[ 8.06896552 45.93103448] ; [ 4.93103448 28.06896552],0
d1,1,0.565358,0.330511,[31 23] ; [21 12],[32.27586207 21.72413793] ; [19.72413793 13.27586207],0
s1,1,0.585276,0.297782,[ 3 51] ; [ 1 32],[ 2.48275862 51.51724138] ; [ 1.51724138 31.48275862],0
u2,1,0.613195,0.255549,[12 11] ; [5 3],[12.61290323 10.38709677] ; [4.38709677 3.61290323],0
p5,1,0.628635,0.233916,[ 6 46] ; [ 5 28],[ 6.72941176 45.27058824] ; [ 4.27058824 28.72941176],0
a5,1,0.639271,0.219697,[35 19] ; [23 10],[36. 18.] ; [22. 11.],0
d3,1,0.682501,0.167324,[36 17] ; [21 12],[35.12790698 17.87209302] ; [21.87209302 11.12790698],0
r1,1,0.687934,0.161331,[16 37] ; [11 21],[16.83529412 36.16470588] ; [10.16470588 21.83529412],0
n6,1,0.706231,0.142071,[32 21] ; [20 11],[32.80952381 20.19047619] ; [19.19047619 11.80952381],0
b5,1,0.793979,0.068198,[31 23] ; [18 15],[30.4137931 23.5862069] ; [18.5862069 14.4137931],0
a4,1,0.851727,0.034937,[23 30] ; [15 18],[23.41860465 29.58139535] ; [14.58139535 18.41860465],0
u1,1,0.886031,0.020543,[ 6 48] ; [ 4 29],[ 6.20689655 47.79310345] ; [ 3.79310345 29.20689655],0
r2,1,0.963316,0.002115,[33 16] ; [19  9],[33.09090909 15.90909091] ; [18.90909091  9.09090909],0
b1,1,0.975672,0.00093,[26 28] ; [16 17],[26.06896552 27.93103448] ; [15.93103448 17.06896552],0
