Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,34.602938,[11 17] ; [92 10],[22.18461538  5.81538462] ; [80.81538462 21.18461538],1
p9,1,0.0,34.091835,[13 15] ; [95  7],[23.26153846  4.73846154] ; [84.73846154 17.26153846],1
n5,1,1.4e-05,18.868432,[12 15] ; [87 16],[20.56153846  6.43846154] ; [78.43846154 24.56153846],1
p2,1,0.000724,11.426642,[17 11] ; [90 12],[23.04615385  4.95384615] ; [83.95384615 18.04615385],1
s8,1,0.005171,7.818659,[10 18] ; [67 36],[16.45801527 11.54198473] ; [60.54198473 42.45801527],0
b4,1,0.009883,6.655813,[21  7] ; [49 54],[14.96183206 13.03816794] ; [55.03816794 47.96183206],0
p8,1,0.010072,6.622192,[12 16] ; [70 31],[17.79844961 10.20155039] ; [64.20155039 36.79844961],0
v1,1,0.010122,6.61331,[ 9 19] ; [59 40],[14.99212598 13.00787402] ; [53.00787402 45.99212598],0
n6,1,0.010622,6.52741,[18  9] ; [90 13],[22.43076923  4.56923077] ; [85.56923077 17.43076923],0
n4,1,0.010622,6.52741,[18  9] ; [90 13],[22.43076923  4.56923077] ; [85.56923077 17.43076923],0
r3,1,0.021584,5.279019,[23  5] ; [98  5],[25.86259542  2.13740458] ; [95.13740458  7.86259542],0
b1,1,0.031348,4.633787,[20  8] ; [50 53],[14.96183206 13.03816794] ; [55.03816794 47.96183206],0
a5,1,0.036843,4.357649,[18 10] ; [85 18],[22.01526718  5.98473282] ; [80.98473282 22.01526718],0
v4,1,0.038005,4.304816,[22  6] ; [95  8],[25.00763359  2.99236641] ; [91.99236641 11.00763359],0
r1,1,0.052675,3.754197,[17 11] ; [81 22],[20.94656489  7.05343511] ; [77.05343511 25.94656489],0
n1,1,0.05659,3.634615,[7 2] ; [ 7 11],[4.66666667 4.33333333] ; [9.33333333 8.66666667],0
a3,1,0.069559,3.29339,[17 11] ; [80 23],[20.73282443  7.26717557] ; [76.26717557 26.73282443],0
d2,1,0.151969,2.052379,[18 10] ; [50 52],[14.64615385 13.35384615] ; [53.35384615 48.64615385],0
s7,1,0.1528,2.044074,[12 12] ; [67 35],[15.04761905  8.95238095] ; [63.95238095 38.04761905],0
s1,1,0.154129,2.030901,[ 3 25] ; [ 4 99],[ 1.49618321 26.50381679] ; [ 5.50381679 97.49618321],0
r2,1,0.17197,1.865686,[23  5] ; [93  9],[24.98461538  3.01538462] ; [91.01538462 10.98461538],0
u2,1,0.180476,1.793698,[4 7] ; [14  9],[5.82352941 5.17647059] ; [12.17647059 10.82352941],0
p6,1,0.190458,1.714075,[ 9 19] ; [46 54],[12.03125 15.96875] ; [42.96875 57.03125],0
b2,1,0.195949,1.67231,[ 6 13] ; [37 40],[ 8.51041667 10.48958333] ; [34.48958333 42.51041667],0
b3,1,0.195949,1.67231,[ 6 13] ; [37 40],[ 8.51041667 10.48958333] ; [34.48958333 42.51041667],0
a6,1,0.200801,1.636537,[ 9 19] ; [47 56],[11.96946565 16.03053435] ; [44.03053435 58.96946565],0
p7,1,0.236418,1.401824,[18 10] ; [77 25],[20.46153846  7.53846154] ; [74.53846154 27.46153846],0
r4,1,0.240592,1.37712,[22  6] ; [90 13],[23.9389313  4.0610687] ; [88.0610687 14.9389313],0
p5,1,0.240637,1.376859,[ 3 25] ; [21 82],[ 5.12977099 22.87022901] ; [18.87022901 84.12977099],0
b5,1,0.264034,1.247481,[15 13] ; [43 60],[12.39694656 15.60305344] ; [45.60305344 57.39694656],0
v2,1,0.274401,1.194612,[12 16] ; [54 45],[14.5511811 13.4488189] ; [51.4488189 47.5511811],0
s4,1,0.283901,1.148322,[ 9 19] ; [23 80],[ 6.83969466 21.16030534] ; [25.16030534 77.83969466],0
a2,1,0.299129,1.078074,[ 1 27] ; [10 93],[ 2.35114504 25.64885496] ; [ 8.64885496 94.35114504],0
d3,1,0.306069,1.047563,[15 13] ; [44 59],[12.61068702 15.38931298] ; [46.38931298 56.61068702],0
n3,1,0.386476,0.75,[7 2] ; [11  7],[6. 3.] ; [12.  6.],0
p1,1,0.397001,0.717392,[ 5 23] ; [12 90],[ 3.66153846 24.33846154] ; [13.33846154 88.66153846],0
p12,1,0.417867,0.656305,[ 1 27] ; [ 8 92],[ 1.96875 26.03125] ; [ 7.03125 92.96875],0
d4,1,0.453526,0.561825,[24  4] ; [81 21],[22.61538462  5.38461538] ; [82.38461538 19.61538462],0
s2,1,0.490215,0.476054,[17 11] ; [55 48],[15.38931298 12.61068702] ; [56.61068702 46.38931298],0
p4,1,0.533159,0.388367,[19  9] ; [76 27],[20.30534351  7.69465649] ; [74.69465649 28.30534351],0
d1,1,0.593069,0.285577,[16 12] ; [53 50],[14.7480916 13.2519084] ; [54.2519084 48.7480916],0
d5,1,0.699252,0.149251,[21  7] ; [80 22],[21.75384615  6.24615385] ; [79.24615385 22.75384615],0
s3,1,0.807364,0.059452,[18 10] ; [63 39],[17.44615385 10.55384615] ; [63.55384615 38.44615385],0
a8,1,0.838616,0.041479,[ 3 25] ; [12 87],[ 3.30708661 24.69291339] ; [11.69291339 87.30708661],0
a4,1,0.864758,0.029009,[12 16] ; [46 57],[12.39694656 15.60305344] ; [45.60305344 57.39694656],0
s5,1,0.889663,0.019246,[13 15] ; [46 50],[13.32258065 14.67741935] ; [45.67741935 50.32258065],0
s6,1,0.893,0.018093,[21  7] ; [73 26],[20.72440945  7.27559055] ; [73.27559055 25.72440945],0
u3,1,0.896876,0.016798,[5 6] ; [11 12],[5.17647059 5.82352941] ; [10.82352941 12.17647059],0
u4,1,0.939085,0.00584,[ 1 27] ; [ 4 99],[ 1.06870229 26.93129771] ; [ 3.93129771 99.06870229],0
a1,1,0.948717,0.004137,[ 2 26] ; [ 7 96],[ 1.92366412 26.07633588] ; [ 7.07633588 95.92366412],0
v3,1,0.955644,0.003094,[12 14] ; [46 55],[11.87401575 14.12598425] ; [46.12598425 54.87401575],0
n2,1,1.0,0.0,[6 3] ; [12  6],[6. 3.] ; [12.  6.],0
