Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,37.022222,[20 31] ; [205  50],[37.5 13.5] ; [187.5  67.5],1
v4,1,0.0,33.650105,[35 15] ; [246  12],[45.61688312  4.38311688] ; [235.38311688  22.61688312],1
n5,1,0.0,30.428808,[30 21] ; [230  27],[43.05194805  7.94805195] ; [216.94805195  40.05194805],1
r3,1,0.0,26.132005,[34 17] ; [236  20],[44.8534202  6.1465798] ; [225.1465798  30.8534202],1
r4,1,2e-06,23.015959,[32 19] ; [230  28],[43.24271845  7.75728155] ; [218.75728155  39.24271845],1
p8,1,2e-06,22.405128,[ 9 42] ; [138 118],[24.42019544 26.57980456] ; [122.57980456 133.42019544],1
p9,1,5e-06,20.889623,[27 24] ; [209  45],[39.46229508 11.53770492] ; [196.53770492  57.46229508],1
s6,1,8e-06,19.823656,[19 32] ; [175  75],[32.87043189 18.12956811] ; [161.12956811  88.87043189],1
p4,1,1.2e-05,19.192721,[15 36] ; [161  96],[29.14285714 21.85714286] ; [146.85714286 110.14285714],1
p11,1,5.1e-05,16.424981,[26 25] ; [202  56],[37.63106796 13.36893204] ; [190.36893204  67.63106796],1
p6,1,0.000176,14.072469,[ 6 44] ; [102 155],[17.58957655 32.41042345] ; [ 90.41042345 166.58957655],1
p2,1,0.000369,12.685343,[30 20] ; [212  45],[39.41368078 10.58631922] ; [202.58631922  54.41368078],1
s8,1,0.000633,11.6756,[ 9 42] ; [111 146],[19.87012987 31.12987013] ; [100.12987013 156.87012987],1
a1,1,0.001255,10.40745,[ 7 44] ; [  8 250],[ 2.47572816 48.52427184] ; [ 12.52427184 245.47572816],0
s7,1,0.001335,10.293076,[12 35] ; [126 121],[22.06122449 24.93877551] ; [115.93877551 131.06122449],0
s2,1,0.001693,9.856084,[13 37] ; [129 128],[23.12703583 26.87296417] ; [118.87296417 138.12703583],0
p7,1,0.00191,9.634471,[18 32] ; [152 102],[27.96052632 22.03947368] ; [142.03947368 111.96052632],0
n3,1,0.002461,9.169567,[ 5 11] ; [42 16],[10.16216216  5.83783784] ; [36.83783784 21.16216216],0
s5,1,0.00689,7.301374,[ 7 42] ; [ 84 165],[14.96308725 34.03691275] ; [ 76.03691275 172.96308725],0
p3,1,0.011014,6.463082,[15 36] ; [125 131],[23.25732899 27.74267101] ; [116.74267101 139.25732899],0
d1,1,0.015274,5.884634,[19 32] ; [144 114],[26.90291262 24.09708738] ; [136.09708738 121.90291262],0
d5,1,0.046271,3.97171,[33 17] ; [203  54],[38.43648208 11.56351792] ; [197.56351792  59.43648208],0
b1,1,0.055068,3.680035,[29 22] ; [109 149],[22.77669903 28.22330097] ; [115.22330097 142.77669903],0
p5,1,0.073231,3.209076,[ 3 48] ; [ 39 215],[ 7.02295082 43.97704918] ; [ 34.97704918 219.02295082],0
u1,1,0.076814,3.131047,[ 4 47] ; [ 46 212],[ 8.25242718 42.74757282] ; [ 41.74757282 216.25242718],0
d4,1,0.08519,2.962986,[33 17] ; [199  58],[37.78501629 12.21498371] ; [194.21498371  62.78501629],0
r1,1,0.116405,2.465038,[34 17] ; [198  59],[38.41558442 12.58441558] ; [193.58441558  63.41558442],0
s3,1,0.15141,2.057986,[23 26] ; [148 107],[27.5625 21.4375] ; [143.4375 111.5625],0
a8,1,0.182698,1.775541,[10 39] ; [ 31 206],[ 7.02447552 41.97552448] ; [ 33.97552448 203.02447552],0
v1,1,0.249078,1.328466,[16 34] ; [103 150],[19.6369637 30.3630363] ; [ 99.3630363 153.6369637],0
p1,1,0.263233,1.251677,[ 3 47] ; [ 29 228],[ 5.21172638 44.78827362] ; [ 26.78827362 230.21172638],0
a7,1,0.282056,1.157158,[30 21] ; [172  86],[33.33980583 17.66019417] ; [168.66019417  89.33980583],0
b4,1,0.335199,0.928706,[32 19] ; [143 115],[28.88349515 22.11650485] ; [146.11650485 111.88349515],0
r2,1,0.34555,0.889733,[45  5] ; [238  16],[46.54605263  3.45394737] ; [236.45394737  17.54605263],0
u2,1,0.444439,0.584795,[11  8] ; [39 42],[9.5 9.5] ; [40.5 40.5],0
a3,1,0.474897,0.510558,[32 18] ; [177  79],[34.1503268 15.8496732] ; [174.8496732  81.1503268],0
n2,1,0.478474,0.50234,[11  7] ; [42 18],[12.23076923  5.76923077] ; [40.76923077 19.23076923],0
a6,1,0.483409,0.491163,[34 16] ; [162  96],[31.81818182 18.18181818] ; [164.18181818  93.81818182],0
