Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1.8e-05,18.362691,[69 45] ; [ 6 27],[58.16326531 55.83673469] ; [16.83673469 16.16326531],1
p7,1,7.3e-05,15.732269,[84 30] ; [12 21],[74.44897959 39.55102041] ; [21.55102041 11.44897959],1
p4,1,0.0017,9.848485,[78 39] ; [12 21],[70.2 46.8] ; [19.8 13.2],0
n5,1,0.008947,6.833407,[85 32] ; [16 17],[78.78 38.22] ; [22.22 10.78],0
a6,1,0.015813,5.823602,[80 37] ; [15 18],[74.1 42.9] ; [20.9 12.1],0
a2,1,0.028809,4.77902,[27 90] ; [ 2 31],[22.62 94.38] ; [ 6.38 26.62],0
v2,1,0.041274,4.16474,[50 64] ; [20 11],[55.03448276 58.96551724] ; [14.96551724 16.03448276],0
p3,1,0.041776,4.144253,[66 51] ; [12 21],[60.84 56.16] ; [17.16 15.84],0
s3,1,0.050411,3.827734,[89 27] ; [19 13],[84.64864865 31.35135135] ; [23.35135135  8.64864865],0
p11,1,0.061204,3.50445,[90 27] ; [20 13],[85.8 31.2] ; [24.2  8.8],0
p6,1,0.070366,3.274465,[52 64] ; [ 9 24],[47.48993289 68.51006711] ; [13.51006711 19.48993289],0
s1,1,0.082442,3.016084,[  3 114] ; [ 3 29],[  4.7114094 112.2885906] ; [ 1.2885906 30.7114094],0
v4,1,0.09352,2.812715,[113   3] ; [30  3],[111.32885906   4.67114094] ; [31.67114094  1.32885906],0
d5,1,0.098742,2.725751,[96 20] ; [23 10],[92.6442953 23.3557047] ; [26.3557047  6.6442953],0
s7,1,0.105631,2.618395,[73 43] ; [14 16],[69.12328767 46.87671233] ; [17.87671233 12.12328767],0
a7,1,0.127397,2.323934,[83 33] ; [19 14],[79.40939597 36.59060403] ; [22.59060403 10.40939597],0
d3,1,0.131275,2.277364,[89 27] ; [21 12],[85.63758389 30.36241611] ; [24.36241611  8.63758389],0
p12,1,0.139725,2.180991,[  6 111] ; [ 4 28],[  7.85234899 109.14765101] ; [ 2.14765101 29.85234899],0
p5,1,0.192551,1.697993,[ 12 105] ; [ 1 32],[ 10.14 106.86] ; [ 2.86 30.14],0
n4,1,0.200132,1.641414,[78 39] ; [18 15],[74.88 42.12] ; [21.12 11.88],0
u1,1,0.274547,1.193888,[24 93] ; [ 4 29],[21.84 95.16] ; [ 6.16 26.84],0
u2,1,0.277129,1.181114,[19 18] ; [4 8],[17.36734694 19.63265306] ; [5.63265306 6.36734694],0
d1,1,0.282844,1.153372,[69 48] ; [16 17],[66.3 50.7] ; [18.7 14.3],0
d4,1,0.288608,1.126103,[95 22] ; [24  9],[92.82 24.18] ; [26.18  6.82],0
p10,1,0.316534,1.003216,[100  17] ; [25  7],[98.15436242 18.84563758] ; [26.84563758  5.15436242],0
s5,1,0.332361,0.939678,[55 54] ; [17 11],[57.28467153 51.71532847] ; [14.71532847 13.28467153],0
r1,1,0.337083,0.921496,[91 26] ; [23 10],[88.92 28.08] ; [25.08  7.92],0
s2,1,0.390534,0.73728,[84 32] ; [20 11],[82.06802721 33.93197279] ; [21.93197279  9.06802721],0
n1,1,0.432768,0.615385,[ 7 18] ; [6 9],[ 8.125 16.875] ; [ 4.875 10.125],0
b4,1,0.468939,0.524476,[72 45] ; [18 15],[70.2 46.8] ; [19.8 13.2],0
r2,1,0.504982,0.44445,[110   7] ; [32  1],[110.76   6.24] ; [31.24  1.76],0
p1,1,0.533046,0.388582,[ 10 107] ; [ 4 29],[ 10.92 106.08] ; [ 3.08 29.92],0
r4,1,0.533046,0.388582,[107  10] ; [29  4],[106.08  10.92] ; [29.92  3.08],0
a8,1,0.546294,0.363998,[  6 100] ; [ 1 32],[  5.3381295 100.6618705] ; [ 1.6618705 31.3381295],0
v3,1,0.553801,0.350552,[36 79] ; [ 8 23],[34.65753425 80.34246575] ; [ 9.34246575 21.65753425],0
b1,1,0.580575,0.305306,[40 77] ; [13 20],[41.34 75.66] ; [11.66 21.34],0
a3,1,0.608141,0.262891,[80 37] ; [21 12],[78.78 38.22] ; [22.22 10.78],0
n2,1,0.624967,0.238949,[20  5] ; [11  4],[19.375  5.625] ; [11.625  3.375],0
b2,1,0.65909,0.19463,[14 45] ; [ 4 17],[13.275 45.725] ; [ 4.725 16.275],0
b3,1,0.65909,0.19463,[14 45] ; [ 4 17],[13.275 45.725] ; [ 4.725 16.275],0
b5,1,0.680657,0.169387,[72 45] ; [19 14],[70.98 46.02] ; [20.02 12.98],0
v1,1,0.708697,0.139582,[57 59] ; [15 18],[56.05369128 59.94630872] ; [15.94630872 17.05369128],0
d2,1,0.745718,0.105164,[53 64] ; [16 17],[53.82 63.18] ; [15.18 17.82],0
s8,1,0.776521,0.080574,[60 57] ; [16 17],[59.28 57.72] ; [16.72 16.28],0
n6,1,0.776812,0.080359,[96 20] ; [28  5],[96.53691275 19.46308725] ; [27.46308725  5.53691275],0
u3,1,0.778505,0.079111,[23 14] ; [8 4],[23.40816327 13.59183673] ; [7.59183673 4.40816327],0
a5,1,0.779128,0.078655,[81 36] ; [22 11],[80.34 36.66] ; [22.66 10.34],0
s6,1,0.783114,0.07577,[97 16] ; [26  5],[96.52083333 16.47916667] ; [26.47916667  4.52083333],0
n3,1,0.850436,0.035556,[19  6] ; [11  4],[18.75  6.25] ; [11.25  3.75],0
