Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.050294,3.83164,[50 10] ; [3 3],[48.18181818 11.81818182] ; [4.81818182 1.18181818],0
n6,1,0.07507,3.16853,[48 11] ; [3 3],[46.29230769 12.70769231] ; [4.70769231 1.29230769],0
s8,1,0.079468,3.075739,[32 27] ; [1 5],[29.95384615 29.04615385] ; [3.04615385 2.95384615],0
r4,1,0.094977,2.787931,[54  6] ; [4 2],[52.72727273  7.27272727] ; [5.27272727 0.72727273],0
p8,1,0.118792,2.43318,[30 30] ; [1 5],[28.18181818 31.81818182] ; [2.81818182 3.18181818],0
s7,1,0.134381,2.241147,[39 15] ; [2 3],[37.52542373 16.47457627] ; [3.47457627 1.52542373],0
d3,1,0.137395,2.206897,[45 13] ; [3 3],[43.5 14.5] ; [4.5 1.5],0
s3,1,0.180601,1.792669,[33 27] ; [5 1],[34.54545455 25.45454545] ; [3.45454545 2.54545455],0
v2,1,0.205258,1.604558,[34 26] ; [5 1],[35.45454545 24.54545455] ; [3.54545455 2.45454545],0
n5,1,0.240377,1.378379,[43 16] ; [3 3],[41.75384615 17.24615385] ; [4.24615385 1.75384615],0
p10,1,0.270859,1.212391,[43 17] ; [3 3],[41.81818182 18.18181818] ; [4.18181818 1.81818182],0
p4,1,0.292834,1.106548,[37 23] ; [5 1],[38.18181818 21.81818182] ; [3.81818182 2.18181818],0
b4,1,0.310625,1.028018,[33 27] ; [2 4],[31.81818182 28.18181818] ; [3.18181818 2.81818182],0
d2,1,0.363722,0.825,[39 21] ; [5 1],[40. 20.] ; [4. 2.],0
n3,1,0.363823,0.824653,[14  2] ; [2 1],[13.47368421  2.52631579] ; [2.52631579 0.47368421],0
s1,1,0.377442,0.779016,[ 4 56] ; [1 5],[ 4.54545455 55.45454545] ; [0.45454545 5.54545455],0
d5,1,0.39144,0.734463,[48 11] ; [4 2],[47.2 11.8] ; [4.8 1.2],0
d1,1,0.41398,0.667341,[40 20] ; [3 3],[39.09090909 20.90909091] ; [3.90909091 2.09090909],0
p2,1,0.446226,0.58022,[48 12] ; [4 2],[47.27272727 12.72727273] ; [4.72727273 1.27272727],0
d4,1,0.446226,0.58022,[48 12] ; [4 2],[47.27272727 12.72727273] ; [4.72727273 1.27272727],0
n1,1,0.465693,0.532176,[9 7] ; [1 2],[8.42105263 7.57894737] ; [1.57894737 1.42105263],0
s2,1,0.466457,0.530357,[39 21] ; [3 3],[38.18181818 21.81818182] ; [3.81818182 2.18181818],0
v3,1,0.480899,0.496823,[21 38] ; [1 4],[20.28125 38.71875] ; [1.71875 3.28125],0
b1,1,0.482717,0.492719,[31 29] ; [4 2],[31.81818182 28.18181818] ; [3.18181818 2.81818182],0
p9,1,0.51557,0.422745,[47 13] ; [4 2],[46.36363636 13.63636364] ; [4.63636364 1.36363636],0
n4,1,0.585769,0.297,[46 14] ; [4 2],[45.45454545 14.54545455] ; [4.54545455 1.45454545],0
s4,1,0.593291,0.285234,[16 44] ; [1 5],[15.45454545 44.54545455] ; [1.54545455 4.45454545],0
s6,1,0.605964,0.266095,[40 18] ; [4 1],[40.50793651 17.49206349] ; [3.49206349 1.50793651],0
p5,1,0.613097,0.25569,[ 6 54] ; [1 5],[ 6.36363636 53.63636364] ; [0.63636364 5.36363636],0
u2,1,0.639207,0.21978,[12  6] ; [1 1],[11.7  6.3] ; [1.3 0.7],0
p7,1,0.674472,0.176415,[44 15] ; [4 2],[43.56923077 15.43076923] ; [4.43076923 1.56923077],0
a7,1,0.674472,0.176415,[44 15] ; [4 2],[43.56923077 15.43076923] ; [4.43076923 1.56923077],0
a8,1,0.729308,0.119748,[ 6 45] ; [1 5],[ 6.26315789 44.73684211] ; [0.73684211 5.26315789],0
p1,1,0.733005,0.116371,[ 7 52] ; [1 5],[ 7.26153846 51.73846154] ; [0.73846154 5.26153846],0
p3,1,0.749991,0.101538,[36 24] ; [4 2],[36.36363636 23.63636364] ; [3.63636364 2.36363636],0
b2,1,0.759046,0.094086,[13 18] ; [2 2],[13.28571429 17.71428571] ; [1.71428571 2.28571429],0
b3,1,0.759046,0.094086,[13 18] ; [2 2],[13.28571429 17.71428571] ; [1.71428571 2.28571429],0
u3,1,0.760907,0.092593,[11  7] ; [1 1],[10.8  7.2] ; [1.2 0.8],0
a5,1,0.796477,0.066517,[43 17] ; [4 2],[42.72727273 17.27272727] ; [4.27272727 1.72727273],0
a4,1,0.814581,0.055,[33 27] ; [3 3],[32.72727273 27.27272727] ; [3.27272727 2.72727273],0
a3,1,0.816608,0.053782,[42 17] ; [4 2],[41.75384615 17.24615385] ; [4.24615385 1.75384615],0
s5,1,0.848129,0.036674,[24 30] ; [2 3],[23.79661017 30.20338983] ; [2.20338983 2.79661017],0
b5,1,0.865484,0.028696,[42 18] ; [4 2],[41.81818182 18.18181818] ; [4.18181818 1.81818182],0
a2,1,0.933397,0.006984,[19 41] ; [2 4],[19.09090909 40.90909091] ; [1.90909091 4.09090909],0
v1,1,0.937919,0.006066,[29 31] ; [3 3],[29.09090909 30.90909091] ; [2.90909091 3.09090909],0
a6,1,1.0,0.0,[40 20] ; [4 2],[40. 20.] ; [4. 2.],0
