Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,2.1e-05,18.062397,[46 10] ; [12 20],[36.90909091 19.09090909] ; [21.09090909 10.90909091],1
r4,1,0.008907,6.841379,[56  2] ; [28  7],[52.38709677  5.61290323] ; [31.61290323  3.38709677],0
s2,1,0.017431,5.652426,[49  9] ; [22 13],[44.27956989 13.72043011] ; [26.72043011  8.27956989],0
u1,1,0.022485,5.207854,[21 37] ; [ 5 30],[16.21505376 41.78494624] ; [ 9.78494624 25.21505376],0
s5,1,0.023653,5.119869,[35 17] ; [14 19],[29.97647059 22.02352941] ; [19.02352941 13.97647059],0
u2,1,0.026895,4.897517,[8 3] ; [1 5],[5.82352941 5.17647059] ; [3.17647059 2.82352941],0
p9,1,0.028513,4.796759,[53  4] ; [27  8],[49.56521739  7.43478261] ; [30.43478261  4.56521739],0
s3,1,0.031156,4.644337,[48 10] ; [22 13],[43.65591398 14.34408602] ; [26.34408602  8.65591398],0
r3,1,0.049324,3.864292,[56  2] ; [29  5],[53.58695652  4.41304348] ; [31.41304348  2.58695652],0
v3,1,0.050991,3.808563,[24 34] ; [ 7 26],[19.75824176 38.24175824] ; [11.24175824 21.75824176],0
p1,1,0.056216,3.645651,[ 9 49] ; [ 1 34],[ 6.23655914 51.76344086] ; [ 3.76344086 31.23655914],0
p10,1,0.06242,3.471896,[53  4] ; [28  7],[50.18478261  6.81521739] ; [30.81521739  4.18478261],0
v1,1,0.064906,3.407375,[33 25] ; [13 22],[28.68817204 29.31182796] ; [17.31182796 17.68817204],0
s6,1,0.066919,3.357012,[53  3] ; [29  6],[50.46153846  5.53846154] ; [31.53846154  3.46153846],0
n5,1,0.07462,3.178357,[42 16] ; [19 16],[38.04301075 19.95698925] ; [22.95698925 12.04301075],0
p6,1,0.082943,3.006278,[35 22] ; [15 20],[30.97826087 26.02173913] ; [19.02173913 15.97826087],0
p7,1,0.112595,2.517418,[41 15] ; [20 15],[37.53846154 18.46153846] ; [23.46153846 11.53846154],0
