Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2.4e-05,17.824037,[16 26] ; [67 21],[26.81538462 15.18461538] ; [56.18461538 31.81538462],1
d3,1,0.001413,10.18933,[19 23] ; [65 23],[27.13846154 14.86153846] ; [56.86153846 31.13846154],0
a2,1,0.005809,7.608487,[ 3 39] ; [25 63],[ 9.04615385 32.95384615] ; [18.95384615 69.04615385],0
b5,1,0.006054,7.534304,[17 25] ; [58 30],[24.23076923 17.76923077] ; [50.76923077 37.23076923],0
u1,1,0.020389,5.378296,[ 2 40] ; [18 70],[ 6.46153846 35.53846154] ; [13.53846154 74.46153846],0
d4,1,0.031702,4.614522,[31 11] ; [78 10],[35.21538462  6.78461538] ; [73.78461538 14.21538462],0
r4,1,0.032329,4.580959,[26 16] ; [70 18],[31.01538462 10.98461538] ; [64.98461538 23.01538462],0
p2,1,0.062705,3.464362,[20 22] ; [57 31],[24.87692308 17.12307692] ; [52.12307692 35.87692308],0
a3,1,0.07861,3.093399,[23 19] ; [62 26],[27.46153846 14.53846154] ; [57.53846154 30.46153846],0
d1,1,0.082327,3.018344,[21 21] ; [58 30],[25.52307692 16.47692308] ; [53.47692308 34.52307692],0
p7,1,0.093855,2.806981,[21 20] ; [31 56],[16.65625 24.34375] ; [35.34375 51.65625],0
b1,1,0.115586,2.476135,[29 13] ; [48 40],[24.87692308 17.12307692] ; [52.12307692 35.87692308],0
p4,1,0.117044,2.456433,[14 27] ; [43 45],[18.11627907 22.88372093] ; [38.88372093 49.11627907],0
s1,1,0.126874,2.330343,[ 5 37] ; [ 4 83],[ 2.93023256 39.06976744] ; [ 6.06976744 80.93023256],0
r3,1,0.128716,2.30792,[33  9] ; [78 10],[35.86153846  6.13846154] ; [75.13846154 12.86153846],0
r2,1,0.170372,1.879667,[33  7] ; [80  8],[35.3125  4.6875] ; [77.6875 10.3125],0
b4,1,0.174727,1.841908,[23 19] ; [59 29],[26.49230769 15.50769231] ; [55.50769231 32.49230769],0
n3,1,0.174862,1.840756,[ 6 10] ; [17 12],[8.17777778 7.82222222] ; [14.82222222 14.17777778],0
r1,1,0.198158,1.655897,[28 14] ; [68 20],[31.01538462 10.98461538] ; [64.98461538 23.01538462],0
s2,1,0.211119,1.563738,[17 24] ; [26 60],[13.88188976 27.11811024] ; [29.11811024 56.88188976],0
p1,1,0.211265,1.562739,[ 1 41] ; [ 7 80],[ 2.60465116 39.39534884] ; [ 5.39534884 81.60465116],0
s5,1,0.220251,1.502736,[11 30] ; [15 71],[ 8.39370079 32.60629921] ; [17.60629921 68.39370079],0
u3,1,0.256641,1.286786,[10  9] ; [18  8],[11.82222222  7.17777778] ; [16.17777778  9.82222222],0
p6,1,0.268961,1.222037,[ 9 32] ; [12 73],[ 6.83333333 34.16666667] ; [14.16666667 70.83333333],0
s6,1,0.335538,0.927404,[17 24] ; [44 43],[19.5390625 21.4609375] ; [41.4609375 45.5390625],0
b2,1,0.416128,0.661224,[ 5 20] ; [16 40],[ 6.48148148 18.51851852] ; [14.51851852 41.48148148],0
b3,1,0.416128,0.661224,[ 5 20] ; [16 40],[ 6.48148148 18.51851852] ; [14.51851852 41.48148148],0
n6,1,0.427395,0.629892,[25 17] ; [58 29],[27.02325581 14.97674419] ; [55.97674419 31.02325581],0
n5,1,0.465258,0.533215,[21 21] ; [50 38],[22.93846154 19.06153846] ; [48.06153846 39.93846154],0
n4,1,0.479365,0.500307,[26 16] ; [60 28],[27.78461538 14.21538462] ; [58.21538462 29.78461538],0
s3,1,0.513578,0.42677,[19 22] ; [35 52],[17.296875 23.703125] ; [36.703125 50.296875],0
s4,1,0.532962,0.38874,[ 8 33] ; [13 73],[ 6.77952756 34.22047244] ; [14.22047244 71.77952756],0
u2,1,0.539715,0.376068,[10  8] ; [12 14],[9. 9.] ; [13. 13.],0
a8,1,0.570293,0.322193,[ 2 38] ; [ 6 71],[ 2.73504274 37.26495726] ; [ 5.26495726 71.73504274],0
v2,1,0.601827,0.272249,[17 25] ; [39 47],[18.375 23.625] ; [37.625 48.375],0
v4,1,0.60804,0.263039,[34  7] ; [76 12],[34.96124031  6.03875969] ; [75.03875969 12.96124031],0
p5,1,0.707593,0.140693,[ 2 40] ; [ 3 85],[ 1.61538462 40.38461538] ; [ 3.38461538 84.61538462],0
s8,1,0.742832,0.107653,[11 30] ; [21 66],[10.25 30.75] ; [21.75 65.25],0
a5,1,0.755817,0.096708,[27 15] ; [59 29],[27.78461538 14.21538462] ; [58.21538462 29.78461538],0
a4,1,0.760664,0.092787,[17 24] ; [39 49],[17.79844961 23.20155039] ; [38.20155039 49.79844961],0
n2,1,0.770816,0.08486,[9 7] ; [15 14],[8.53333333 7.46666667] ; [15.46666667 13.53333333],0
s7,1,0.78536,0.074169,[13 25] ; [26 56],[12.35 25.65] ; [26.65 55.35],0
p3,1,0.825375,0.048681,[14 28] ; [27 59],[13.453125 28.546875] ; [27.546875 58.453125],0
v1,1,0.831897,0.045058,[14 28] ; [31 57],[14.53846154 27.46153846] ; [30.46153846 57.53846154],0
p8,1,0.862845,0.029844,[14 28] ; [28 60],[13.56923077 28.43076923] ; [28.43076923 59.56923077],0
n1,1,0.876673,0.024083,[ 5 10] ; [ 9 20],[ 4.77272727 10.22727273] ; [ 9.22727273 19.77272727],0
p11,1,0.894362,0.017632,[20 22] ; [43 45],[20.35384615 21.64615385] ; [42.64615385 45.35384615],0
a1,1,0.945628,0.004651,[ 3 39] ; [ 6 82],[ 2.90769231 39.09230769] ; [ 6.09230769 81.90769231],0
d2,1,0.950248,0.003893,[24 17] ; [51 37],[23.8372093 17.1627907] ; [51.1627907 36.8372093],0
p10,1,0.984695,0.000368,[12 30] ; [25 63],[11.95384615 30.04615385] ; [25.04615385 62.95384615],0
v3,1,0.989516,0.000173,[12 28] ; [26 61],[11.96850394 28.03149606] ; [26.03149606 60.96850394],0
