Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,61.208936,[146  32] ; [153 178],[104.56188605  73.43811395] ; [194.43811395 136.56188605],1
p4,1,0.0,58.709074,[139  41] ; [141 195],[97.6744186 82.3255814] ; [182.3255814 153.6744186],1
p8,1,0.0,29.943744,[115  65] ; [129 205],[85.44747082 94.55252918] ; [158.55252918 175.44747082],1
p3,1,0.0,29.768428,[108  72] ; [118 219],[ 78.68471954 101.31528046] ; [147.31528046 189.68471954],1
s8,1,0.0,26.238879,[93 86] ; [ 98 239],[ 66.25775194 112.74224806] ; [124.74224806 212.25775194],1
s7,1,4e-06,21.238107,[98 75] ; [114 210],[73.79476861 99.20523139] ; [138.20523139 185.79476861],1
s2,1,5e-06,20.794017,[108  71] ; [132 204],[83.41747573 95.58252427] ; [156.58252427 179.41747573],1
s5,1,2.6e-05,17.697759,[75 96] ; [ 83 244],[ 54.25301205 116.74698795] ; [103.74698795 223.25301205],1
s6,1,3.6e-05,17.05482,[133  42] ; [192 142],[111.73870334  63.26129666] ; [213.26129666 120.73870334],1
p5,1,0.001027,10.779042,[ 23 157] ; [ 16 320],[ 13.60465116 166.39534884] ; [ 25.39534884 310.60465116],0
p2,1,0.001027,10.77871,[159  21] ; [258  80],[144.9034749  35.0965251] ; [272.0965251  65.9034749],0
p1,1,0.001132,10.597824,[ 22 158] ; [ 15 321],[ 12.90697674 167.09302326] ; [ 24.09302326 311.90697674],0
b2,1,0.006951,7.285714,[53 66] ; [ 55 132],[42. 77.] ; [ 66. 121.],0
b3,1,0.006951,7.285714,[53 66] ; [ 55 132],[42. 77.] ; [ 66. 121.],0
v1,1,0.007131,7.239769,[91 87] ; [127 201],[ 76.68774704 101.31225296] ; [141.31225296 186.68774704],0
d1,1,0.007842,7.069109,[112  68] ; [169 169],[97.64478764 82.35521236] ; [183.35521236 154.64478764],0
n6,1,0.008434,6.938861,[157  23] ; [261  75],[145.81395349  34.18604651] ; [272.18604651  63.81395349],0
p9,1,0.01185,6.333225,[155  25] ; [255  77],[144.140625  35.859375] ; [265.859375  66.140625],0
d3,1,0.013126,6.152021,[129  49] ; [208 130],[116.25193798  61.74806202] ; [220.74806202 117.25193798],0
r3,1,0.014593,5.964992,[173   6] ; [307  31],[166.18955513  12.81044487] ; [313.81044487  24.18955513],0
p10,1,0.022495,5.207112,[147  32] ; [245  90],[136.51361868  42.48638132] ; [255.48638132  79.51361868],0
a4,1,0.022706,5.190882,[89 90] ; [132 204],[ 76.81359223 102.18640777] ; [144.18640777 191.81359223],0
n4,1,0.025269,5.005323,[139  41] ; [228 108],[128.02325581  51.97674419] ; [238.97674419  97.02325581],0
d2,1,0.027193,4.87849,[96 84] ; [145 191],[84.06976744 95.93023256] ; [156.93023256 179.06976744],0
s4,1,0.034428,4.473343,[ 44 131] ; [ 58 278],[ 34.93150685 140.06849315] ; [ 67.06849315 268.93150685],0
u1,1,0.036262,4.384756,[ 36 144] ; [ 44 294],[ 27.7992278 152.2007722] ; [ 52.2007722 285.7992278],0
d4,1,0.042807,4.10299,[151  29] ; [257  80],[142.05029014  37.94970986] ; [265.94970986  71.05029014],0
r1,1,0.055641,3.662776,[149  31] ; [252  82],[140.42801556  39.57198444] ; [260.57198444  73.42801556],0
s3,1,0.063278,3.449318,[107  73] ; [171 165],[96.97674419 83.02325581] ; [181.02325581 154.97674419],0
r4,1,0.06715,3.351342,[167  13] ; [296  42],[160.88803089  19.11196911] ; [302.11196911  35.88803089],0
u2,1,0.069287,3.299826,[32 21] ; [54 65],[26.5 26.5] ; [59.5 59.5],0
