Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,80.31344,[64 41] ; [325  18],[91.171875 13.828125] ; [297.828125  45.171875],1
a5,1,0.0,31.569868,[48 57] ; [257  86],[71.484375 33.515625] ; [233.515625 109.484375],1
r2,1,0.0,27.882656,[83 20] ; [327  13],[95.32731377  7.67268623] ; [314.67268623  25.32731377],1
d1,1,6.1e-05,16.066636,[35 70] ; [191 152],[52.96875 52.03125] ; [173.03125 169.96875],1
d3,1,0.000226,13.603063,[52 52] ; [239 104],[67.70469799 36.29530201] ; [223.29530201 119.70469799],1
d4,1,0.000288,13.144152,[66 39] ; [274  68],[79.86577181 25.13422819] ; [260.13422819  81.86577181],1
v2,1,0.000518,12.051123,[39 65] ; [187 141],[54.40740741 49.59259259] ; [171.59259259 156.40740741],1
a6,1,0.001212,10.471375,[59 46] ; [250  93],[72.421875 32.578125] ; [236.578125 106.421875],0
v1,1,0.002206,9.369989,[35 68] ; [172 164],[48.56719818 54.43280182] ; [158.43280182 177.56719818],0
u1,1,0.002515,9.129773,[  4 101] ; [ 51 292],[12.890625 92.109375] ; [ 42.109375 300.890625],0
s8,1,0.003158,8.713942,[14 91] ; [ 93 246],[25.30405405 79.69594595] ; [ 81.69594595 257.30405405],0
r3,1,0.00326,8.656139,[90 15] ; [322  19],[96.9955157  8.0044843] ; [315.0044843  25.9955157],0
a7,1,0.005014,7.874556,[62 43] ; [251  91],[73.52348993 31.47651007] ; [239.47651007 102.52348993],0
p10,1,0.005615,7.669887,[64 37] ; [260  77],[74.71232877 26.28767123] ; [249.28767123  87.71232877],0
a2,1,0.005637,7.662904,[10 95] ; [ 74 269],[19.6875 85.3125] ; [ 64.3125 278.6875],0
u3,1,0.008139,7.002708,[15 29] ; [64 47],[22.42580645 21.57419355] ; [56.57419355 54.42580645],0
n4,1,0.01738,5.657551,[66 39] ; [255  86],[75.57174888 29.42825112] ; [245.42825112  95.57174888],0
d5,1,0.01886,5.514428,[72 33] ; [273  70],[80.859375 24.140625] ; [264.140625  78.859375],0
s5,1,0.027198,4.878202,[11 91] ; [ 68 265],[18.52413793 83.47586207] ; [ 60.47586207 272.52413793],0
p8,1,0.035533,4.419382,[43 60] ; [179 155],[52.32494279 50.67505721] ; [169.67505721 164.32494279],0
p4,1,0.037183,4.342007,[44 59] ; [184 154],[53.25170068 49.74829932] ; [174.74829932 163.25170068],0
p11,1,0.037231,4.339806,[73 32] ; [272  71],[80.859375 24.140625] ; [264.140625  78.859375],0
v3,1,0.050652,3.819757,[29 76] ; [125 203],[37.34411085 67.65588915] ; [116.65588915 211.34411085],0
a3,1,0.051905,3.778824,[60 44] ; [232 109],[68.24269663 35.75730337] ; [223.75730337 117.24269663],0
p7,1,0.06495,3.406244,[53 50] ; [206 128],[61.04576659 41.95423341] ; [197.95423341 136.04576659],0
s6,1,0.074483,3.181364,[39 65] ; [159 176],[46.90660592 57.09339408] ; [151.09339408 183.90660592],0
a4,1,0.085627,2.954721,[34 71] ; [142 198],[41.52808989 63.47191011] ; [134.47191011 205.52808989],0
p3,1,0.099424,2.714751,[39 64] ; [161 181],[46.29213483 56.70786517] ; [153.70786517 188.29213483],0
a8,1,0.102009,2.673858,[ 6 93] ; [ 36 268],[10.31761787 88.68238213] ; [ 31.68238213 272.31761787],0
b4,1,0.179635,1.800639,[55 50] ; [205 138],[60.9375 44.0625] ; [199.0625 143.9375],0
p2,1,0.191987,1.702307,[79 25] ; [278  62],[83.62162162 20.37837838] ; [273.37837838  66.62162162],0
s7,1,0.238722,1.388125,[21 77] ; [ 89 236],[25.48463357 72.51536643] ; [ 84.51536643 240.48463357],0
b3,1,0.26938,1.219901,[24 33] ; [ 69 133],[20.46718147 36.53281853] ; [ 72.53281853 129.46718147],0
b2,1,0.26938,1.219901,[24 33] ; [ 69 133],[20.46718147 36.53281853] ; [ 72.53281853 129.46718147],0
d2,1,0.295966,1.092282,[39 65] ; [148 194],[43.60538117 60.39461883] ; [143.39461883 198.60538117],0
b1,1,0.344452,0.893791,[43 62] ; [123 220],[38.90625 66.09375] ; [127.09375 215.90625],0
p9,1,0.413664,0.668245,[77 25] ; [268  70],[79.97727273 22.02272727] ; [265.02272727  72.97727273],0
p12,1,0.425515,0.635034,[  3 100] ; [ 16 322],[ 4.43764172 98.56235828] ; [ 14.56235828 323.43764172],0
s3,1,0.477293,0.505042,[26 77] ; [ 74 264],[23.35600907 79.64399093] ; [ 76.64399093 261.35600907],0
n5,1,0.491342,0.473586,[69 35] ; [237 102],[71.83747178 32.16252822] ; [234.16252822 104.83747178],0
n3,1,0.500477,0.453925,[28  9] ; [55 24],[26.47413793 10.52586207] ; [56.52586207 22.47413793],0
n6,1,0.610685,0.259178,[83 22] ; [278  64],[84.79865772 20.20134228] ; [276.20134228  65.79865772],0
u4,1,0.684755,0.164823,[  1 104] ; [  2 341],[  0.703125 104.296875] ; [  2.296875 340.703125],0
u2,1,0.720166,0.128333,[23 21] ; [61 49],[24. 20.] ; [60. 50.],0
s4,1,0.760383,0.093011,[11 94] ; [ 32 306],[10.19187359 94.80812641] ; [ 32.80812641 305.19187359],0
s1,1,0.790127,0.070833,[  2 102] ; [  8 330],[  2.35294118 101.64705882] ; [  7.64705882 330.35294118],0
n2,1,0.829199,0.046539,[26 11] ; [56 26],[25.49579832 11.50420168] ; [56.50420168 25.49579832],0
a1,1,0.880568,0.022575,[  4 101] ; [ 12 331],[  3.75 101.25] ; [ 12.25 330.75],0
p1,1,0.927522,0.008274,[ 8 97] ; [ 25 315],[ 7.78651685 97.21348315] ; [ 25.21348315 314.78651685],0
b5,1,0.937778,0.006094,[62 43] ; [204 139],[62.34375 42.65625] ; [203.65625 139.34375],0
p5,1,0.955982,0.003047,[10 95] ; [ 33 307],[10.14606742 94.85393258] ; [ 32.85393258 307.14606742],0
p6,1,0.987637,0.00024,[29 71] ; [ 98 239],[29.0617849 70.9382151] ; [ 97.9382151 239.0617849],0
n1,1,1.0,0.0,[12 24] ; [27 54],[12. 24.] ; [27. 54.],0
