Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,99.822458,[233  38] ; [55 88],[188.52173913  82.47826087] ; [99.47826087 43.52173913],1
n6,1,0.0,31.286172,[240  31] ; [94 49],[218.63285024  52.36714976] ; [115.36714976  27.63285024],1
s7,1,3.8e-05,16.971498,[131 127] ; [40 97],[111.69113924 146.30886076] ; [59.30886076 77.69113924],1
a4,1,0.000298,13.084813,[125 145] ; [ 40 103],[107.86924939 162.13075061] ; [57.13075061 85.86924939],1
p11,1,0.002917,8.858853,[208  63] ; [90 53],[195.06763285  75.93236715] ; [102.93236715  40.06763285],0
p9,1,0.004515,8.064227,[213  51] ; [96 45],[201.42222222  62.57777778] ; [107.57777778  33.42222222],0
s6,1,0.004902,7.915313,[172  94] ; [72 71],[158.68948655 107.31051345] ; [85.31051345 57.68948655],0
b3,1,0.007504,7.148075,[53 99] ; [14 64],[ 44.27826087 107.72173913] ; [22.72173913 55.27826087],0
b2,1,0.007504,7.148075,[53 99] ; [14 64],[ 44.27826087 107.72173913] ; [22.72173913 55.27826087],0
s3,1,0.009874,6.657527,[150 118] ; [60 81],[137.60391198 130.39608802] ; [72.39608802 68.60391198],0
a8,1,0.013472,6.106032,[ 33 216] ; [  7 128],[ 25.9375 223.0625] ; [ 14.0625 120.9375],0
a2,1,0.016619,5.736191,[ 65 206] ; [ 20 123],[ 55.64009662 215.35990338] ; [ 29.35990338 113.64009662],0
p10,1,0.029783,4.721765,[206  62] ; [95 47],[196.75121951  71.24878049] ; [104.24878049  37.75121951],0
n1,1,0.030554,4.67784,[30 46] ; [10 38],[24.51612903 51.48387097] ; [15.48387097 32.51612903],0
a5,1,0.030723,4.668381,[189  81] ; [85 58],[179.1283293  90.8716707] ; [94.8716707 48.1283293],0
s8,1,0.038637,4.276756,[103 167] ; [ 40 103],[ 93.48668281 176.51331719] ; [49.51331719 93.48668281],0
d2,1,0.043878,4.061246,[129 139] ; [54 89],[119.32846715 148.67153285] ; [63.67153285 79.32846715],0
