Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.3e-05,17.935716,[10  3] ; [13 55],[3.69135802 9.30864198] ; [19.30864198 48.69135802],1
p4,1,0.000925,10.971429,[10  4] ; [18 52],[4.66666667 9.33333333] ; [23.33333333 46.66666667],1
p2,1,0.006226,7.483636,[12  2] ; [32 38],[7.33333333 6.66666667] ; [36.66666667 33.33333333],0
p8,1,0.008562,6.912074,[8 6] ; [16 55],[ 3.95294118 10.04705882] ; [20.04705882 50.95294118],0
p11,1,0.027778,4.841783,[10  4] ; [28 43],[6.25882353 7.74117647] ; [31.74117647 39.25882353],0
v2,1,0.031422,4.629733,[8 5] ; [21 48],[4.59756098 8.40243902] ; [24.40243902 44.59756098],0
v4,1,0.035894,4.402139,[12  2] ; [39 31],[8.5 5.5] ; [42.5 27.5],0
p3,1,0.047394,3.931336,[6 8] ; [13 57],[ 3.16666667 10.83333333] ; [15.83333333 54.16666667],0
p9,1,0.069664,3.290928,[10  4] ; [30 37],[6.91358025 7.08641975] ; [33.08641975 33.91358025],0
d5,1,0.082977,3.00561,[11  3] ; [38 33],[8.07058824 5.92941176] ; [40.92941176 30.07058824],0
n5,1,0.089781,2.878297,[11  2] ; [42 28],[8.30120482 4.69879518] ; [44.69879518 25.30120482],0
p10,1,0.098325,2.732499,[9 4] ; [31 39],[6.26506024 6.73493976] ; [33.73493976 36.26506024],0
s7,1,0.107052,2.59721,[4 7] ; [11 58],[2.0625 8.9375] ; [12.9375 56.0625],0
v1,1,0.125948,2.341754,[7 7] ; [20 49],[4.55421687 9.44578313] ; [22.44578313 46.55421687],0
b1,1,0.129428,2.299352,[10  4] ; [35 36],[7.41176471 6.58823529] ; [37.58823529 33.41176471],0
p5,1,0.148845,2.084051,[ 2 12] ; [ 3 67],[ 0.83333333 13.16666667] ; [ 4.16666667 65.83333333],0
s8,1,0.149197,2.080443,[ 3 11] ; [ 6 65],[ 1.48235294 12.51764706] ; [ 7.51764706 63.48235294],0
r3,1,0.168817,1.893417,[9 5] ; [30 38],[6.65853659 7.34146341] ; [32.34146341 35.65853659],0
u2,1,0.176287,1.828648,[4 3] ; [10 23],[2.45 4.55] ; [11.55 21.45],0
n3,1,0.216269,1.528958,[5 2] ; [17 20],[3.5 3.5] ; [18.5 18.5],0
a4,1,0.240413,1.378169,[6 8] ; [19 51],[4.16666667 9.83333333] ; [20.83333333 49.16666667],0
d2,1,0.244857,1.35241,[ 3 11] ; [26 43],[4.89156627 9.10843373] ; [24.10843373 44.89156627],0
u1,1,0.248043,1.334293,[ 2 12] ; [ 4 67],[ 0.98823529 13.01176471] ; [ 5.01176471 65.98823529],0
a6,1,0.260965,1.263629,[8 6] ; [29 42],[6.09411765 7.90588235] ; [30.90588235 40.09411765],0
a7,1,0.261381,1.261427,[9 5] ; [33 36],[7.08433735 6.91566265] ; [34.91566265 34.08433735],0
b5,1,0.304962,1.05237,[9 5] ; [35 36],[7.24705882 6.75294118] ; [36.75294118 34.24705882],0
n2,1,0.32794,0.957014,[5 2] ; [19 18],[3.81818182 3.18181818] ; [20.18181818 16.81818182],0
u3,1,0.36911,0.806659,[1 5] ; [12 22],[1.95 4.05] ; [11.05 22.95],0
n6,1,0.37861,0.77521,[10  4] ; [40 28],[8.53658537 5.46341463] ; [41.46341463 26.53658537],0
n1,1,0.399901,0.708624,[3 4] ; [10 27],[2.06818182 4.93181818] ; [10.93181818 26.06818182],0
d4,1,0.426451,0.632471,[7 7] ; [43 27],[8.33333333 5.66666667] ; [41.66666667 28.33333333],0
d1,1,0.450448,0.569526,[6 8] ; [23 48],[4.77647059 9.22352941] ; [24.22352941 46.77647059],0
r2,1,0.475787,0.508504,[8 5] ; [34 33],[6.825 6.175] ; [35.175 31.825],0
b4,1,0.593134,0.285477,[7 7] ; [41 30],[7.90588235 6.09411765] ; [40.09411765 30.90588235],0
a2,1,0.622739,0.242037,[ 2 12] ; [ 7 64],[ 1.48235294 12.51764706] ; [ 7.51764706 63.48235294],0
s5,1,0.646644,0.210157,[ 1 13] ; [ 8 63],[ 1.48235294 12.51764706] ; [ 7.51764706 63.48235294],0
a5,1,0.659478,0.194158,[8 6] ; [36 35],[7.24705882 6.75294118] ; [36.75294118 34.24705882],0
s2,1,0.748713,0.102616,[ 2 12] ; [ 8 63],[ 1.64705882 12.35294118] ; [ 8.35294118 62.64705882],0
s6,1,0.755735,0.096775,[ 3 11] ; [18 53],[ 3.45882353 10.54117647] ; [17.54117647 53.45882353],0
b2,1,0.788823,0.071738,[2 4] ; [16 25],[2.29787234 3.70212766] ; [15.70212766 25.29787234],0
b3,1,0.788823,0.071738,[2 4] ; [16 25],[2.29787234 3.70212766] ; [15.70212766 25.29787234],0
r1,1,0.824344,0.049267,[ 4 10] ; [18 52],[ 3.66666667 10.33333333] ; [18.33333333 51.66666667],0
d3,1,0.834949,0.043413,[6 7] ; [35 36],[6.3452381 6.6547619] ; [34.6547619 36.3452381],0
a3,1,0.845078,0.038182,[7 7] ; [37 33],[7.33333333 6.66666667] ; [36.66666667 33.33333333],0
v3,1,0.907151,0.013603,[ 3 11] ; [16 54],[ 3.16666667 10.83333333] ; [15.83333333 54.16666667],0
n4,1,0.921703,0.009661,[8 6] ; [39 31],[7.83333333 6.16666667] ; [39.16666667 30.83333333],0
s4,1,0.984235,0.00039,[ 2 12] ; [10 61],[ 1.97647059 12.02352941] ; [10.02352941 60.97647059],0
