Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.00132,10.314939,[ 4 44] ; [13 22],[ 9.8313253 38.1686747] ; [ 7.1686747 27.8313253],0
d1,1,0.0017,9.84831,[ 9 39] ; [18 17],[15.61445783 32.38554217] ; [11.38554217 23.61445783],0
v1,1,0.002054,9.501016,[12 34] ; [20 13],[18.63291139 27.36708861] ; [13.36708861 19.63291139],0
s6,1,0.002429,9.193601,[17 31] ; [23 10],[23.7037037 24.2962963] ; [16.2962963 16.7037037],0
d5,1,0.005268,7.785112,[24 24] ; [28  7],[30.07228916 17.92771084] ; [21.92771084 13.07228916],0
r3,1,0.006975,7.279355,[26 21] ; [27  5],[31.53164557 15.46835443] ; [21.46835443 10.53164557],0
a2,1,0.014765,5.944266,[ 1 47] ; [ 6 29],[ 4.04819277 43.95180723] ; [ 2.95180723 32.04819277],0
a4,1,0.030793,4.664491,[10 38] ; [15 20],[14.45783133 33.54216867] ; [10.54216867 24.45783133],0
n3,1,0.030987,4.653678,[10 11] ; [11  2],[12.97058824  8.02941176] ; [8.02941176 4.97058824],0
n4,1,0.032191,4.58832,[23 25] ; [25 10],[27.75903614 20.24096386] ; [20.24096386 14.75903614],0
s8,1,0.076807,3.131204,[11 37] ; [14 20],[14.63414634 33.36585366] ; [10.36585366 23.63414634],0
p6,1,0.076807,3.131204,[11 37] ; [14 20],[14.63414634 33.36585366] ; [10.36585366 23.63414634],0
s4,1,0.080951,3.045702,[13 35] ; [ 4 31],[ 9.8313253 38.1686747] ; [ 7.1686747 27.8313253],0
p11,1,0.08614,2.945069,[30 18] ; [28  7],[33.54216867 14.45783133] ; [24.45783133 10.54216867],0
d4,1,0.087947,2.911557,[28 20] ; [26  8],[31.6097561 16.3902439] ; [22.3902439 11.6097561],0
s2,1,0.101764,2.677686,[16 32] ; [17 16],[19.55555556 28.44444444] ; [13.44444444 19.55555556],0
a3,1,0.103069,2.657402,[21 26] ; [22 13],[24.64634146 22.35365854] ; [18.35365854 16.64634146],0
d2,1,0.145383,2.120039,[10 38] ; [12 22],[12.87804878 35.12195122] ; [ 9.12195122 24.87804878],0
d3,1,0.149448,2.077876,[22 25] ; [22 13],[25.2195122 21.7804878] ; [18.7804878 16.2195122],0
a7,1,0.15469,2.025384,[22 26] ; [21 13],[25.17073171 22.82926829] ; [17.82926829 16.17073171],0
a5,1,0.163482,1.941722,[20 28] ; [20 15],[23.13253012 24.86746988] ; [16.86746988 18.13253012],0
a6,1,0.184294,1.762652,[19 29] ; [19 16],[21.97590361 26.02409639] ; [16.02409639 18.97590361],0
u1,1,0.207091,1.591646,[ 2 46] ; [ 4 31],[ 3.46987952 44.53012048] ; [ 2.53012048 32.46987952],0
b5,1,0.214296,1.542164,[25 23] ; [23 12],[27.75903614 20.24096386] ; [20.24096386 14.75903614],0
s5,1,0.216681,1.52622,[ 9 38] ; [10 22],[11.30379747 35.69620253] ; [ 7.69620253 24.30379747],0
r1,1,0.219012,1.510833,[11 37] ; [12 22],[13.46341463 34.53658537] ; [ 9.53658537 24.46341463],0
p5,1,0.220568,1.50067,[ 3 45] ; [ 5 30],[ 4.62650602 43.37349398] ; [ 3.37349398 31.62650602],0
s3,1,0.245836,1.346812,[18 29] ; [16 15],[20.48717949 26.51282051] ; [13.51282051 17.48717949],0
b4,1,0.328048,0.956589,[25 23] ; [22 13],[27.18072289 20.81927711] ; [19.81927711 15.18072289],0
n2,1,0.362999,0.827491,[13  8] ; [10  3],[14.20588235  6.79411765] ; [8.79411765 4.20588235],0
p10,1,0.371027,0.800223,[33 14] ; [20 13],[31.1375 15.8625] ; [21.8625 11.1375],0
a1,1,0.381464,0.76598,[ 1 47] ; [ 2 33],[ 1.73493976 46.26506024] ; [ 1.26506024 33.73493976],0
n5,1,0.404681,0.694372,[27 20] ; [22 11],[28.7875 18.2125] ; [20.2125 12.7875],0
p7,1,0.405798,0.691079,[22 24] ; [20 15],[23.85185185 22.14814815] ; [18.14814815 16.85185185],0
b1,1,0.406135,0.690087,[23 25] ; [20 15],[24.86746988 23.13253012] ; [18.13253012 16.86746988],0
b2,1,0.449195,0.572682,[ 6 21] ; [ 7 15],[ 7.16326531 19.83673469] ; [ 5.83673469 16.16326531],0
b3,1,0.449195,0.572682,[ 6 21] ; [ 7 15],[ 7.16326531 19.83673469] ; [ 5.83673469 16.16326531],0
s7,1,0.502389,0.449886,[19 28] ; [14 15],[20.40789474 26.59210526] ; [12.59210526 16.40789474],0
r2,1,0.502413,0.449836,[24 22] ; [18 12],[25.42105263 20.57894737] ; [16.57894737 13.42105263],0
n1,1,0.523579,0.406838,[ 7 14] ; [ 3 10],[ 6.17647059 14.82352941] ; [3.82352941 9.17647059],0
p8,1,0.560027,0.339657,[20 28] ; [12 22],[18.73170732 29.26829268] ; [13.26829268 20.73170732],0
p9,1,0.570302,0.322178,[34 14] ; [26  8],[35.12195122 12.87804878] ; [24.87804878  9.12195122],0
p3,1,0.622217,0.242764,[19 29] ; [12 23],[17.92771084 30.07228916] ; [13.07228916 21.92771084],0
a8,1,0.700158,0.148307,[ 2 43] ; [ 2 29],[ 2.36842105 42.63157895] ; [ 1.63157895 29.36842105],0
u2,1,0.720571,0.127946,[13 14] ; [6 5],[13.5 13.5] ; [5.5 5.5],0
p1,1,0.745107,0.105689,[ 2 46] ; [ 2 33],[ 2.31325301 45.68674699] ; [ 1.68674699 33.31325301],0
p4,1,0.751984,0.099871,[25 23] ; [17 18],[24.28915663 23.71084337] ; [17.71084337 17.28915663],0
s1,1,0.820406,0.05154,[ 1 47] ; [ 1 34],[ 1.15662651 46.84337349] ; [ 0.84337349 34.15662651],0
n6,1,0.878305,0.023445,[32 15] ; [23 10],[32.3125 14.6875] ; [22.6875 10.3125],0
v4,1,0.966107,0.001806,[37 11] ; [23  7],[36.92307692 11.07692308] ; [23.07692308  6.92307692],0
u3,1,1.0,0.0,[10 16] ; [5 8],[10. 16.] ; [5. 8.],0
