Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,118.969512,[111 173] ; [239  47],[174.38596491 109.61403509] ; [175.61403509 110.38596491],1
p7,1,0.0,47.557898,[129 143] ; [214  68],[168.40433213 103.59566787] ; [174.59566787 107.40433213],1
p6,1,0.0,39.991127,[ 63 218] ; [135 147],[ 98.82415631 182.17584369] ; [ 99.17584369 182.82415631],1
p8,1,0.0,35.779056,[109 168] ; [184 101],[144.41459075 132.58540925] ; [148.58540925 136.41459075],1
v1,1,0.0,27.089295,[119 159] ; [179  97],[149.53790614 128.46209386] ; [148.46209386 127.53790614],1
p5,1,1e-06,24.161265,[ 12 271] ; [ 48 235],[ 30. 253.] ; [ 30. 253.],1
p10,1,6e-06,20.41316,[206  73] ; [251  32],[226.87366548  52.12633452] ; [230.12633452  52.87366548],1
p9,1,8.4e-05,15.454853,[216  59] ; [258  27],[232.76785714  42.23214286] ; [241.23214286  43.76785714],1
u1,1,0.000119,14.811354,[ 51 234] ; [ 91 195],[ 70.87565674 214.12434326] ; [ 71.12434326 214.87565674],1
n5,1,0.000182,14.004502,[186  96] ; [227  57],[205.77031802  76.22968198] ; [207.22968198  76.77031802],1
p2,1,0.000193,13.898682,[224  60] ; [257  28],[240.07732865  43.92267135] ; [240.92267135  44.07732865],1
n4,1,0.000444,12.336384,[200  84] ; [237  49],[217.73333333  66.26666667] ; [219.26666667  66.73333333],1
p11,1,0.001539,10.031139,[201  84] ; [234  52],[217.11908932  67.88091068] ; [217.88091068  68.11908932],0
n6,1,0.002109,9.452298,[221  61] ; [250  34],[234.66784452  47.33215548] ; [236.33215548  47.66784452],0
s7,1,0.002498,9.142005,[112 165] ; [141 123],[129.53974122 147.46025878] ; [123.46025878 140.53974122],0
s8,1,0.002688,9.007779,[106 178] ; [141 142],[123.71781305 160.28218695] ; [123.28218695 159.71781305],0
p1,1,0.003418,8.569965,[ 13 269] ; [ 32 252],[ 22.4204947 259.5795053] ; [ 22.5795053 261.4204947],0
v4,1,0.003862,8.347404,[259  22] ; [277   7],[266.57699115  14.42300885] ; [269.42300885  14.57699115],0
r4,1,0.007666,7.109814,[247  38] ; [267  19],[256.54991243  28.45008757] ; [257.45008757  28.54991243],0
v3,1,0.007703,7.101277,[ 89 182] ; [120 153],[104.11580882 166.88419118] ; [104.88419118 168.11580882],0
p12,1,0.013333,6.12444,[ 14 269] ; [ 30 256],[ 21.88400703 261.11599297] ; [ 22.11599297 263.88400703],0
b1,1,0.015036,5.912286,[ 85 200] ; [113 173],[ 98.82661996 186.17338004] ; [ 99.17338004 186.82661996],0
a2,1,0.016733,5.724141,[ 78 207] ; [105 181],[ 91.33975482 193.66024518] ; [ 91.66024518 194.33975482],0
s6,1,0.027779,4.841736,[178 103] ; [201  78],[190.17678571  90.82321429] ; [188.82321429  90.17678571],0
s5,1,0.02807,4.823753,[ 76 199] ; [ 99 173],[ 87.97989031 187.02010969] ; [ 87.02010969 184.97989031],0
r2,1,0.04173,4.146117,[261  18] ; [274   8],[266.06951872  12.93048128] ; [268.93048128  13.06951872],0
v2,1,0.071041,3.258795,[148 119] ; [174 102],[158.33149171 108.66850829] ; [163.66850829 112.33149171],0
a4,1,0.078428,3.097177,[128 157] ; [149 136],[138.5 146.5] ; [138.5 146.5],0
d2,1,0.078862,3.088207,[140 144] ; [162 124],[150.47017544 133.52982456] ; [151.52982456 134.47017544],0
s3,1,0.083713,2.991304,[140 138] ; [162 119],[150.18962433 127.81037567] ; [151.81037567 129.18962433],0
n2,1,0.085229,2.962257,[52 29] ; [37 10],[56.3203125 24.6796875] ; [32.6796875 14.3203125],0
n3,1,0.085336,2.960222,[54 27] ; [38  9],[58.21875 22.78125] ; [33.78125 13.21875],0
d1,1,0.088492,2.901603,[196  89] ; [215  71],[205.14010508  79.85989492] ; [205.85989492  80.14010508],0
s2,1,0.092061,2.837957,[132 151] ; [151 130],[142.00177305 140.99822695] ; [140.99822695 140.00177305],0
