Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,61.705039,[229  64] ; [41 70],[195.81683168  97.18316832] ; [74.18316832 36.81683168],1
d3,1,0.0,50.441294,[236  58] ; [49 62],[206.88888889  87.11111111] ; [78.11111111 32.88888889],1
a2,1,1e-06,23.511021,[ 93 202] ; [  9 102],[ 74.11330049 220.88669951] ; [27.88669951 83.11330049],1
u1,1,5e-06,20.737328,[ 76 219] ; [  6 105],[ 59.58128079 235.41871921] ; [22.41871921 88.58128079],1
b5,1,6e-05,16.107034,[202  93] ; [52 59],[184.55665025 110.44334975] ; [69.44334975 41.55665025],1
d1,1,0.000421,12.434394,[202  93] ; [55 56],[186.7364532 108.2635468] ; [70.2635468 40.7364532],1
r4,1,0.000483,12.178522,[282  13] ; [95 16],[273.92857143  21.07142857] ; [103.07142857   7.92857143],1
p4,1,0.003938,8.311992,[215  78] ; [65 46],[203.06930693  89.93069307] ; [76.93069307 34.06930693],0
b3,1,0.010377,6.568965,[ 71 113] ; [42 33],[ 80.27799228 103.72200772] ; [32.72200772 42.27799228],0
b2,1,0.010377,6.568965,[ 71 113] ; [42 33],[ 80.27799228 103.72200772] ; [32.72200772 42.27799228],0
a5,1,0.011792,6.341804,[239  56] ; [77 34],[229.60591133  65.39408867] ; [86.39408867 24.60591133],0
r2,1,0.013195,6.14272,[286   8] ; [99  9],[281.56716418  12.43283582] ; [103.43283582   4.56716418],0
n6,1,0.017666,5.628962,[266  26] ; [91 19],[259.31343284  32.68656716] ; [97.68656716 12.31343284],0
p6,1,0.018246,5.57235,[142 149] ; [38 69],[131.6080402 159.3919598] ; [48.3919598 58.6080402],0
b1,1,0.023028,5.166359,[ 97 198] ; [50 61],[106.81034483 188.18965517] ; [40.18965517 70.81034483],0
v4,1,0.027523,4.857712,[287   6] ; [102   7],[283.52487562   9.47512438] ; [105.47512438   3.52487562],0
p12,1,0.032657,4.563673,[ 38 257] ; [  6 104],[ 32.04938272 262.95061728] ; [11.95061728 98.04938272],0
a1,1,0.036118,4.391532,[ 13 282] ; [ 11 100],[ 17.43842365 277.56157635] ; [  6.56157635 104.43842365],0
u2,1,0.058892,3.568304,[50 29] ; [ 8 12],[46.28282828 32.71717172] ; [11.71717172  8.28282828],0
p3,1,0.061129,3.506486,[180 114] ; [56 54],[171.74257426 122.25742574] ; [64.25742574 45.74257426],0
r3,1,0.063471,3.44429,[285   9] ; [103   8],[281.65925926  12.34074074] ; [106.34074074   4.65925926],0
a3,1,0.082664,3.01173,[216  77] ; [91 20],[222.6509901  70.3490099] ; [84.3490099 26.6509901],0
p1,1,0.104301,2.638515,[ 35 259] ; [  7 103],[ 30.56435644 263.43564356] ; [11.43564356 98.56435644],0
d5,1,0.106785,2.601161,[252  42] ; [87 23],[246.6980198  47.3019802] ; [92.3019802 17.6980198],0
p8,1,0.109757,2.557713,[185 105] ; [60 49],[178.07017544 111.92982456] ; [66.92982456 42.07017544],0
u3,1,0.155852,2.014014,[53 26] ; [10 10],[50.27272727 28.72727273] ; [12.72727273  7.27272727],0
r1,1,0.164454,1.932789,[250  44] ; [88 23],[245.36296296  48.63703704] ; [92.63703704 18.36296296],0
a8,1,0.174597,1.843026,[ 41 220] ; [11 96],[ 36.88043478 224.11956522] ; [15.11956522 91.88043478],0
p2,1,0.205325,1.604087,[265  30] ; [93 16],[261.41089109  33.58910891] ; [96.58910891 12.41089109],0
s8,1,0.210445,1.568364,[148 144] ; [64 47],[153.60794045 138.39205955] ; [58.39205955 52.60794045],0
p9,1,0.260934,1.263797,[287   7] ; [106   5],[285.28888889   8.71111111] ; [107.71111111   3.28888889],0
s6,1,0.271914,1.207067,[214  74] ; [75 34],[209.65239295  78.34760705] ; [79.34760705 29.65239295],0
s3,1,0.273938,1.19692,[159 129] ; [68 43],[163.84962406 124.15037594] ; [63.15037594 47.84962406],0
n1,1,0.312568,1.019792,[17 26] ; [14 13],[19.04285714 23.95714286] ; [11.95714286 15.04285714],0
