Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,131.26361,[201  80] ; [ 53 193],[135.4345351 145.5654649] ; [118.5654649 127.4345351],1
s2,1,0.0,98.914667,[208  74] ; [ 75 171],[151.14772727 130.85227273] ; [131.85227273 114.14772727],1
s3,1,0.0,70.94626,[213  68] ; [ 96 147],[165.70419847 115.29580153] ; [143.29580153  99.70419847],1
s6,1,0.0,55.15498,[234  45] ; [130 111],[195.3  83.7] ; [168.7  72.3],1
s5,1,0.0,29.578239,[134 140] ; [ 62 180],[104.07751938 169.92248062] ; [ 91.92248062 150.07751938],1
a3,1,3e-06,21.856236,[230  51] ; [157  89],[206.35104364  74.64895636] ; [180.64895636  65.35104364],1
p10,1,3.1e-05,17.351727,[254  26] ; [190  55],[236.8  43.2] ; [207.2  37.8],1
p6,1,5.1e-05,16.408538,[158 122] ; [ 94 149],[134.91395793 145.08604207] ; [117.08604207 125.91395793],1
p5,1,6.7e-05,15.885247,[ 54 227] ; [ 18 229],[ 38.31818182 242.68181818] ; [ 33.68181818 213.31818182],1
p3,1,0.000109,14.97613,[190  92] ; [125 121],[168.23863636 113.76136364] ; [146.76136364  99.23863636],1
v3,1,0.000182,14.004496,[137 138] ; [ 80 159],[116.09922179 158.90077821] ; [100.90077821 138.09922179],1
p4,1,0.000193,13.897273,[213  69] ; [148  97],[193.17267552  88.82732448] ; [167.82732448  77.17267552],1
p9,1,0.000221,13.647572,[258  24] ; [197  48],[243.47248577  38.52751423] ; [211.52751423  33.47248577],1
n4,1,0.000268,13.283279,[238  43] ; [177  70],[220.86174242  60.13825758] ; [194.13825758  52.86174242],1
n5,1,0.000323,12.92947,[232  49] ; [171  76],[214.47537879  66.52462121] ; [188.52462121  58.47537879],1
u1,1,0.000999,10.82917,[ 67 216] ; [ 31 216],[ 52.32830189 230.67169811] ; [ 45.67169811 201.32830189],1
a5,1,0.003566,8.49245,[224  59] ; [168  79],[209.31320755  73.68679245] ; [182.68679245  64.31320755],0
p12,1,0.007295,7.198755,[ 32 250] ; [ 12 234],[ 23.5 258.5] ; [ 20.5 225.5],0
s4,1,0.009151,6.793176,[ 62 220] ; [ 32 210],[ 50.58778626 231.41221374] ; [ 43.41221374 198.58778626],0
u2,1,0.011458,6.392936,[36 17] ; [40 47],[28.77142857 24.22857143] ; [47.22857143 39.77142857],0
u4,1,0.011723,6.352285,[ 10 273] ; [  1 246],[  5.87358491 277.12641509] ; [  5.12641509 241.87358491],0
a8,1,0.013921,6.048093,[ 51 207] ; [ 26 199],[ 41.13043478 216.86956522] ; [ 35.86956522 189.13043478],0
b3,1,0.01602,5.800637,[ 86 111] ; [43 97],[ 75.40949555 121.59050445] ; [53.59050445 86.40949555],0
b2,1,0.01602,5.800637,[ 86 111] ; [43 97],[ 75.40949555 121.59050445] ; [53.59050445 86.40949555],0
n6,1,0.017727,5.622887,[251  29] ; [203  43],[241.6730038  38.3269962] ; [212.3269962  33.6730038],0
b5,1,0.023496,5.131471,[150 133] ; [155  92],[162.85849057 120.14150943] ; [142.14150943 104.85849057],0
r1,1,0.025084,5.0181,[243  39] ; [193  52],[233.30550285  48.69449715] ; [202.69449715  42.30550285],0
u3,1,0.0272,4.878039,[36 17] ; [43 45],[29.69503546 23.30496454] ; [49.30496454 38.69503546],0
s1,1,0.037684,4.319249,[ 12 269] ; [  3 240],[  8.04389313 272.95610687] ; [  6.95610687 236.04389313],0
n1,1,0.038041,4.303184,[24 31] ; [11 35],[19.05940594 35.94059406] ; [15.94059406 30.05940594],0
d3,1,0.04916,3.869898,[210  71] ; [164  81],[199.79847909  81.20152091] ; [174.20152091  70.79847909],0
a1,1,0.060524,3.522971,[ 21 262] ; [  9 238],[ 16.01886792 266.98113208] ; [ 13.98113208 233.01886792],0
a2,1,0.082312,3.018644,[ 78 205] ; [ 52 195],[ 69.41509434 213.58490566] ; [ 60.58490566 186.41509434],0
v2,1,0.092937,2.822753,[174 103] ; [131 105],[164.68810916 112.31189084] ; [140.31189084  95.68810916],0
a4,1,0.093128,2.819462,[134 148] ; [ 99 147],[124.44318182 157.55681818] ; [108.55681818 137.44318182],0
n2,1,0.09334,2.815811,[48  8] ; [34 13],[44.58252427 11.41747573] ; [37.41747573  9.58252427],0
p11,1,0.101732,2.678185,[242  41] ; [198  49],[234.94339623  48.05660377] ; [205.05660377  41.94339623],0
r2,1,0.103109,2.656787,[272   8] ; [231  14],[268.26666667  11.73333333] ; [234.73333333  10.26666667],0
p1,1,0.106673,2.602825,[ 31 251] ; [ 17 228],[ 25.68500949 256.31499051] ; [ 22.31499051 222.68500949],0
d2,1,0.123559,2.371621,[144 137] ; [110 137],[135.1780303 145.8219697] ; [118.8219697 128.1780303],0
d4,1,0.142551,2.150204,[238  42] ; [198  49],[231.65085389  48.34914611] ; [204.34914611  42.65085389],0
d1,1,0.144982,2.124266,[178 105] ; [140 107],[169.8 113.2] ; [148.2  98.8],0
v1,1,0.148846,2.08404,[167 112] ; [128 111],[158.88996139 120.11003861] ; [136.11003861 102.88996139],0
n3,1,0.167243,1.907481,[40 16] ; [39  8],[42.95145631 13.04854369] ; [36.04854369 10.95145631],0
r3,1,0.178906,1.806685,[278   5] ; [238   9],[275.5245283   7.4754717] ; [240.4754717   6.5245283],0
p2,1,0.257496,1.282169,[260  23] ; [218  27],[256.20075758  26.79924242] ; [221.79924242  23.20075758],0
b4,1,0.294373,1.099511,[151 132] ; [143 104],[156.98490566 126.01509434] ; [137.01509434 109.98490566],0
p8,1,0.359013,0.841341,[194  88] ; [158  85],[189.07428571  92.92571429] ; [162.92571429  80.07428571],0
a7,1,0.373174,0.793069,[198  85] ; [180  65],[202.60227273  80.39772727] ; [175.39772727  69.60227273],0
r4,1,0.559183,0.341121,[267  16] ; [230  17],[265.37924528  17.62075472] ; [231.62075472  15.37924528],0
d5,1,0.642022,0.216108,[232  48] ; [200  46],[229.96197719  50.03802281] ; [202.03802281  43.96197719],0
b1,1,0.766955,0.08783,[111 172] ; [100 147],[112.66603774 170.33396226] ; [ 98.33396226 148.66603774],0
a6,1,0.942831,0.005143,[189  91] ; [166  81],[188.61480076  91.38519924] ; [166.38519924  80.61480076],0
