Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.000527,12.018047,[24 38] ; [27  9],[32.26530612 29.73469388] ; [18.73469388 17.26530612],1
v2,1,0.001802,9.741061,[14 45] ; [19 15],[20.93548387 38.06451613] ; [12.06451613 21.93548387],0
a2,1,0.0136,6.089286,[ 1 62] ; [ 5 31],[ 3.81818182 59.18181818] ; [ 2.18181818 33.81818182],0
p10,1,0.027215,4.877118,[27 35] ; [24 12],[32.26530612 29.73469388] ; [18.73469388 17.26530612],0
a4,1,0.030924,4.657158,[12 51] ; [14 22],[16.54545455 46.45454545] ; [ 9.45454545 26.54545455],0
p11,1,0.038458,4.284651,[34 29] ; [27  9],[38.81818182 24.18181818] ; [22.18181818 13.81818182],0
n5,1,0.041292,4.163982,[33 29] ; [26  9],[37.71134021 24.28865979] ; [21.28865979 13.71134021],0
u3,1,0.04495,4.020513,[12 27] ; [6 3],[14.625 24.375] ; [3.375 5.625],0
r1,1,0.047231,3.937146,[32 31] ; [25 10],[36.64285714 26.35714286] ; [20.35714286 14.64285714],0
p4,1,0.085571,2.955778,[17 45] ; [16 20],[20.87755102 41.12244898] ; [12.12244898 23.87755102],0
r3,1,0.09241,2.831875,[44 19] ; [29  5],[47.41237113 15.58762887] ; [25.58762887  8.41237113],0
p12,1,0.101043,2.689004,[ 1 62] ; [ 3 33],[ 2.54545455 60.45454545] ; [ 1.45454545 34.54545455],0
a5,1,0.115106,2.48268,[23 40] ; [19 17],[26.72727273 36.27272727] ; [15.27272727 20.72727273],0
b2,1,0.154942,2.022906,[13 25] ; [14 13],[15.78461538 22.21538462] ; [11.21538462 15.78461538],0
b3,1,0.154942,2.022906,[13 25] ; [14 13],[15.78461538 22.21538462] ; [11.21538462 15.78461538],0
v3,1,0.163265,1.943724,[13 48] ; [12 23],[15.88541667 45.11458333] ; [ 9.11458333 25.88541667],0
p9,1,0.181537,1.784994,[34 27] ; [25 11],[37.10309278 23.89690722] ; [21.89690722 14.10309278],0
d2,1,0.192143,1.701107,[12 51] ; [11 25],[14.63636364 48.36363636] ; [ 8.36363636 27.63636364],0
n3,1,0.208082,1.584717,[16  9] ; [7 1],[17.42424242  7.57575758] ; [5.57575758 2.42424242],0
s1,1,0.219492,1.507692,[ 3 60] ; [ 4 31],[ 4.5 58.5] ; [ 2.5 32.5],0
r4,1,0.226003,1.465842,[36 27] ; [25 11],[38.81818182 24.18181818] ; [22.18181818 13.81818182],0
s2,1,0.22706,1.459184,[11 52] ; [10 26],[13.36363636 49.63636364] ; [ 7.63636364 28.36363636],0
n6,1,0.248911,1.329404,[39 24] ; [25  9],[41.56701031 21.43298969] ; [22.43298969 11.56701031],0
s4,1,0.256572,1.287159,[ 8 55] ; [ 2 34],[ 6.36363636 56.63636364] ; [ 3.63636364 32.36363636],0
n4,1,0.258695,1.275729,[34 29] ; [23 12],[36.64285714 26.35714286] ; [20.35714286 14.64285714],0
d1,1,0.259513,1.271353,[ 2 61] ; [ 3 33],[ 3.18181818 59.81818182] ; [ 1.81818182 34.18181818],0
v4,1,0.327815,0.957511,[46 16] ; [29  6],[47.93814433 14.06185567] ; [27.06185567  7.93814433],0
n2,1,0.330232,0.947986,[19  8] ; [7 1],[20.05714286  6.94285714] ; [5.94285714 2.05714286],0
a6,1,0.341069,0.906407,[27 36] ; [19 17],[29.27272727 33.72727273] ; [16.72727273 19.27272727],0
r2,1,0.348068,0.880489,[47 16] ; [29  6],[48.85714286 14.14285714] ; [27.14285714  7.85714286],0
a7,1,0.350096,0.87311,[28 35] ; [19 16],[30.21428571 32.78571429] ; [16.78571429 18.21428571],0
a8,1,0.368797,0.807715,[ 7 52] ; [ 2 31],[ 5.77173913 53.22826087] ; [ 3.22826087 29.77173913],0
p1,1,0.506176,0.441964,[ 6 57] ; [ 5 31],[ 7. 56.] ; [ 4. 32.],0
p8,1,0.513339,0.427255,[19 43] ; [13 22],[20.45360825 41.54639175] ; [11.54639175 23.45360825],0
b1,1,0.518232,0.417411,[29 34] ; [19 17],[30.54545455 32.45454545] ; [17.45454545 18.54545455],0
u1,1,0.562752,0.334962,[ 2 61] ; [ 2 34],[ 2.54545455 60.45454545] ; [ 1.45454545 34.54545455],0
p7,1,0.601851,0.272213,[28 33] ; [18 17],[29.22916667 31.77083333] ; [16.77083333 18.22916667],0
p2,1,0.613328,0.255357,[37 26] ; [23 13],[38.18181818 24.81818182] ; [21.81818182 14.18181818],0
s8,1,0.65036,0.205447,[10 53] ; [ 7 29],[10.81818182 52.18181818] ; [ 6.18181818 29.81818182],0
p5,1,0.678775,0.171509,[ 1 61] ; [ 1 34],[ 1.27835052 60.72164948] ; [ 0.72164948 34.27835052],0
p6,1,0.690798,0.158223,[16 46] ; [ 8 28],[15.18367347 46.81632653] ; [ 8.81632653 27.18367347],0
s7,1,0.703412,0.144947,[12 47] ; [ 6 29],[11.29787234 47.70212766] ; [ 6.70212766 28.29787234],0
b4,1,0.703683,0.144669,[34 29] ; [18 18],[33.09090909 29.90909091] ; [18.90909091 17.09090909],0
n1,1,0.727383,0.121528,[12 15] ; [3 5],[11.57142857 15.42857143] ; [3.42857143 4.57142857],0
d4,1,0.767366,0.087511,[26 36] ; [14 22],[25.30612245 36.69387755] ; [14.69387755 21.30612245],0
u2,1,0.774537,0.082051,[15 24] ; [3 6],[14.625 24.375] ; [3.375 5.625],0
p3,1,0.834706,0.043543,[18 45] ; [11 25],[18.45454545 44.54545455] ; [10.54545455 25.45454545],0
b5,1,0.87873,0.02328,[34 29] ; [20 16],[34.36363636 28.63636364] ; [19.63636364 16.36363636],0
s5,1,0.884892,0.020958,[ 4 58] ; [ 2 33],[ 3.83505155 58.16494845] ; [ 2.16494845 32.83505155],0
a1,1,0.94444,0.004857,[ 5 58] ; [ 3 33],[ 5.09090909 57.90909091] ; [ 2.90909091 33.09090909],0
s3,1,0.956703,0.002948,[21 41] ; [12 24],[20.87755102 41.12244898] ; [12.12244898 23.87755102],0
d3,1,0.968505,0.001559,[23 40] ; [13 23],[22.90909091 40.09090909] ; [13.09090909 22.90909091],0
