Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,52.772634,[44 78] ; [203  70],[76.28860759 45.71139241] ; [170.71139241 102.28860759],1
a6,1,0.0,40.790857,[50 72] ; [203  70],[78.14177215 43.85822785] ; [174.85822785  98.14177215],1
d5,1,2e-06,23.034589,[69 53] ; [218  55],[88.64303797 33.35696203] ; [198.35696203  74.64303797],1
d4,1,5e-06,20.987286,[75 46] ; [227  46],[92.74619289 28.25380711] ; [209.25380711  63.74619289],1
r3,1,1.9e-05,18.330494,[96 26] ; [254  18],[108.37563452  13.62436548] ; [241.62436548  30.37563452],1
r4,1,3.2e-05,17.303296,[79 43] ; [229  45],[94.88888889 27.11111111] ; [213.11111111  60.88888889],1
r1,1,5.3e-05,16.337928,[73 49] ; [215  56],[89.40458015 32.59541985] ; [198.59541985  72.40458015],1
d1,1,7.7e-05,15.626781,[41 81] ; [151 123],[59.15151515 62.84848485] ; [132.84848485 141.15151515],1
s6,1,0.00012,14.791605,[47 72] ; [163 106],[64.40721649 54.59278351] ; [145.59278351 123.40721649],1
a2,1,0.000153,14.337294,[  9 113] ; [ 64 210],[22.48989899 99.51010101] ; [ 50.51010101 223.48989899],1
a5,1,0.000405,12.510334,[63 59] ; [192  82],[78.56060606 43.43939394] ; [176.43939394  97.56060606],1
b5,1,0.000644,11.643027,[57 65] ; [178  96],[72.3989899 49.6010101] ; [162.6010101 111.3989899],1
u1,1,0.001216,10.465942,[  4 118] ; [ 39 235],[ 13.24747475 108.75252525] ; [ 29.75252525 244.24747475],0
p8,1,0.001786,9.757498,[25 97] ; [ 97 170],[38.2622108 83.7377892] ; [ 83.7377892 183.2622108],0
r2,1,0.0022,9.37506,[95 23] ; [246  23],[103.97416021  14.02583979] ; [237.02583979  31.97416021],0
p2,1,0.002216,9.361767,[71 51] ; [201  72],[84.01012658 37.98987342] ; [187.98987342  85.01012658],0
p10,1,0.003704,8.423414,[70 50] ; [196  72],[82.26804124 37.73195876] ; [183.73195876  84.26804124],0
v2,1,0.008076,7.016485,[42 74] ; [132 127],[53.824 62.176] ; [120.176 138.824],0
p9,1,0.009883,6.655873,[75 43] ; [203  63],[85.42708333 32.57291667] ; [192.57291667  73.42708333],0
v4,1,0.010075,6.621621,[97 22] ; [245  25],[104.62210797  14.37789203] ; [237.37789203  32.62210797],0
u3,1,0.011908,6.324573,[16 31] ; [51 39],[22.98540146 24.01459854] ; [44.01459854 45.98540146],0
s2,1,0.026986,4.891683,[38 82] ; [118 153],[47.87723785 72.12276215] ; [108.12276215 162.87723785],0
v3,1,0.027256,4.874501,[26 90] ; [ 89 175],[35.10526316 80.89473684] ; [ 79.89473684 184.10526316],0
a8,1,0.04318,4.088335,[  9 103] ; [ 40 212],[15.07692308 96.92307692] ; [ 33.92307692 218.07692308],0
b1,1,0.050695,3.818335,[53 69] ; [ 91 183],[44.36363636 77.63636364] ; [ 99.63636364 174.36363636],0
n6,1,0.100172,2.702807,[83 38] ; [208  64],[89.59541985 31.40458015] ; [201.40458015  70.59541985],0
p4,1,0.114578,2.489918,[27 93] ; [ 82 189],[33.45268542 86.54731458] ; [ 75.54731458 195.45268542],0
s8,1,0.155011,2.022235,[29 93] ; [ 84 189],[34.90126582 87.09873418] ; [ 78.09873418 194.90126582],0
b4,1,0.221205,1.49654,[65 57] ; [164 110],[70.55050505 51.44949495] ; [158.44949495 115.55050505],0
n4,1,0.228777,1.448449,[74 48] ; [182  90],[79.26903553 42.73096447] ; [176.73096447  95.26903553],0
s3,1,0.2379,1.392997,[52 68] ; [133 134],[57.36434109 62.63565891] ; [127.63565891 139.36434109],0
b3,1,0.251869,1.312909,[27 47] ; [ 44 108],[23.24778761 50.75221239] ; [ 47.75221239 104.24778761],0
b2,1,0.251869,1.312909,[27 47] ; [ 44 108],[23.24778761 50.75221239] ; [ 47.75221239 104.24778761],0
s7,1,0.275157,1.190854,[35 80] ; [ 96 169],[39.64473684 75.35526316] ; [ 91.35526316 173.64473684],0
s5,1,0.287499,1.131297,[23 95] ; [ 65 201],[27.04166667 90.95833333] ; [ 60.95833333 205.04166667],0
n5,1,0.32371,0.973897,[82 39] ; [169 101],[77.67519182 43.32480818] ; [173.32480818  96.67519182],0
u2,1,0.334558,0.931176,[20 26] ; [47 43],[22.66176471 23.33823529] ; [44.33823529 45.66176471],0
p7,1,0.336349,0.924299,[42 78] ; [106 158],[46.25 73.75] ; [101.75 162.25],0
a3,1,0.343101,0.89881,[75 46] ; [182  90],[79.12722646 41.87277354] ; [177.87277354  94.12722646],0
p5,1,0.36316,0.826937,[  3 117] ; [ 12 260],[  4.59183673 115.40816327] ; [ 10.40816327 261.59183673],0
p12,1,0.434937,0.609603,[  6 115] ; [  9 262],[  4.63010204 116.36989796] ; [ 10.36989796 260.63010204],0
s1,1,0.447896,0.575972,[  6 115] ; [  9 259],[  4.66580977 116.33419023] ; [ 10.33419023 257.66580977],0
