Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,37.875647,[ 1 26] ; [65 27],[14.97478992 12.02521008] ; [51.02521008 40.97478992],1
d2,1,1e-06,24.433041,[ 4 23] ; [63 29],[15.20168067 11.79831933] ; [51.79831933 40.20168067],1
d3,1,3.5e-05,17.098473,[ 9 18] ; [70 22],[17.92436975  9.07563025] ; [61.07563025 30.92436975],1
d5,1,3.6e-05,17.056634,[12 15] ; [77 15],[20.19327731  6.80672269] ; [68.80672269 23.19327731],1
u2,1,0.005929,7.571633,[ 2 12] ; [16 11],[6.14634146 7.85365854] ; [11.85365854 15.14634146],0
a4,1,0.008583,6.907674,[ 5 22] ; [43 49],[10.8907563 16.1092437] ; [37.1092437 54.8907563],0
a2,1,0.015314,5.879926,[ 1 26] ; [23 69],[ 5.44537815 21.55462185] ; [18.55462185 73.44537815],0
p4,1,0.039058,4.258365,[19  8] ; [44 48],[14.29411765 12.70588235] ; [48.70588235 43.29411765],0
a3,1,0.044509,4.037137,[13 14] ; [63 28],[17.38983051  9.61016949] ; [58.61016949 32.38983051],0
r1,1,0.045516,3.999421,[16 10] ; [74 18],[19.83050847  6.16949153] ; [70.16949153 21.83050847],0
b3,1,0.047357,3.932663,[ 1 12] ; [17 30],[3.9 9.1] ; [14.1 32.9],0
b2,1,0.047357,3.932663,[ 1 12] ; [17 30],[3.9 9.1] ; [14.1 32.9],0
r2,1,0.061131,3.506422,[23  4] ; [86  4],[25.15384615  1.84615385] ; [83.84615385  6.15384615],0
n1,1,0.086931,2.930301,[2 7] ; [21 18],[4.3125 4.6875] ; [18.6875 20.3125],0
v3,1,0.087321,2.923077,[11 15] ; [22 66],[ 7.52631579 18.47368421] ; [25.47368421 62.52631579],0
n6,1,0.115821,2.472942,[22  5] ; [59 31],[18.69230769  8.30769231] ; [62.30769231 27.69230769],0
b4,1,0.122164,2.389355,[11 16] ; [53 39],[14.5210084 12.4789916] ; [49.4789916 42.5210084],0
s6,1,0.124909,2.354657,[16  9] ; [71 19],[18.91304348  6.08695652] ; [68.08695652 21.91304348],0
a6,1,0.135245,2.231239,[13 14] ; [59 33],[16.33613445 10.66386555] ; [55.66386555 36.33613445],0
p9,1,0.183372,1.770082,[16 11] ; [64 24],[18.7826087  8.2173913] ; [61.2173913 26.7826087],0
p6,1,0.194437,1.683678,[ 6 21] ; [32 58],[ 8.76923077 18.23076923] ; [29.23076923 60.76923077],0
p7,1,0.19915,1.648595,[17 10] ; [44 46],[14.07692308 12.92307692] ; [46.92307692 43.07692308],0
v4,1,0.215422,1.534608,[22  5] ; [83  9],[23.82352941  3.17647059] ; [81.17647059 10.82352941],0
a5,1,0.257822,1.280413,[15 12] ; [62 30],[17.47058824  9.52941176] ; [59.52941176 32.47058824],0
s4,1,0.264476,1.245176,[ 5 22] ; [27 65],[ 7.2605042 19.7394958] ; [24.7394958 67.2605042],0
n3,1,0.292667,1.107314,[7 1] ; [27 12],[5.78723404 2.21276596] ; [28.21276596 10.78723404],0
s5,1,0.29936,1.077043,[ 8 18] ; [35 48],[10.25688073 15.74311927] ; [32.74311927 50.25688073],0
n5,1,0.300113,1.073693,[19  8] ; [54 37],[16.70338983 10.29661017] ; [56.29661017 34.70338983],0
a7,1,0.32267,0.978093,[17 10] ; [67 25],[19.05882353  7.94117647] ; [64.94117647 27.05882353],0
s7,1,0.347755,0.881633,[12 12] ; [51 33],[14. 10.] ; [49. 35.],0
p8,1,0.375872,0.78416,[ 7 19] ; [33 58],[ 8.88888889 17.11111111] ; [31.11111111 59.88888889],0
a8,1,0.378858,0.774406,[ 5 20] ; [11 74],[ 3.63636364 21.36363636] ; [12.36363636 72.63636364],0
s2,1,0.390515,0.737338,[18  9] ; [69 23],[19.7394958  7.2605042] ; [67.2605042 24.7394958],0
b1,1,0.397094,0.717108,[16 11] ; [46 46],[14.06722689 12.93277311] ; [47.93277311 44.06722689],0
s8,1,0.442228,0.590493,[14 13] ; [40 52],[12.25210084 14.74789916] ; [41.74789916 50.25210084],0
n4,1,0.473081,0.514771,[18  8] ; [56 35],[16.44444444  9.55555556] ; [57.55555556 33.44444444],0
b5,1,0.482343,0.493561,[15 12] ; [58 34],[16.56302521 10.43697479] ; [56.43697479 35.56302521],0
r3,1,0.485045,0.4875,[23  4] ; [81  9],[24.  3.] ; [80. 10.],0
p1,1,0.488418,0.480009,[ 5 22] ; [12 79],[ 3.88983051 23.11016949] ; [13.11016949 77.88983051],0
s1,1,0.536156,0.38271,[ 3 23] ; [ 7 84],[ 2.22222222 23.77777778] ; [ 7.77777778 83.22222222],0
p3,1,0.589918,0.290472,[10 17] ; [39 52],[11.21186441 15.78813559] ; [37.78813559 53.21186441],0
p10,1,0.677753,0.172666,[14 12] ; [52 37],[14.92173913 11.07826087] ; [51.07826087 37.92173913],0
v2,1,0.769219,0.086082,[12 15] ; [41 45],[12.66371681 14.33628319] ; [40.33628319 45.66371681],0
p5,1,0.793663,0.068412,[ 3 23] ; [ 9 83],[ 2.6440678 23.3559322] ; [ 9.3559322 82.6440678],0
n2,1,0.830934,0.045584,[7 2] ; [29 10],[6.75 2.25] ; [29.25  9.75],0
v1,1,0.839018,0.04127,[12 15] ; [42 48],[12.46153846 14.53846154] ; [41.53846154 48.46153846],0
r4,1,0.892538,0.01825,[22  5] ; [76 16],[22.23529412  4.76470588] ; [75.76470588 16.23529412],0
u4,1,0.91062,0.012602,[ 1 26] ; [ 3 89],[ 0.90756303 26.09243697] ; [ 3.09243697 88.90756303],0
u3,1,0.922633,0.009432,[8 6] ; [15 12],[7.85365854 6.14634146] ; [15.14634146 11.85365854],0
p2,1,0.977457,0.000798,[19  8] ; [65 27],[19.05882353  7.94117647] ; [64.94117647 27.05882353],0
