Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,35.770388,[69  2] ; [36 31],[54.02173913 16.97826087] ; [50.97826087 16.02173913],1
d2,1,0.0,34.979031,[43 28] ; [ 8 59],[26.23913043 44.76086957] ; [24.76086957 42.23913043],1
d3,1,0.0,34.208717,[66  5] ; [32 35],[50.42028986 20.57971014] ; [47.57971014 19.42028986],1
a5,1,6.6e-05,15.919905,[57 14] ; [32 35],[45.78985507 25.21014493] ; [43.21014493 23.78985507],1
a4,1,0.000101,15.119113,[35 36] ; [12 55],[24.18115942 46.81884058] ; [22.81884058 44.18115942],1
a2,1,0.000585,11.823816,[20 51] ; [ 4 63],[12.34782609 58.65217391] ; [11.65217391 55.34782609],1
b5,1,0.017929,5.603051,[50 21] ; [34 33],[43.2173913 27.7826087] ; [40.7826087 26.2173913],0
a3,1,0.018145,5.582128,[49 22] ; [33 34],[42.1884058 28.8115942] ; [39.8115942 27.1884058],0
u3,1,0.030048,4.706545,[18  4] ; [17 15],[14.25925926  7.74074074] ; [20.74074074 11.25925926],0
u1,1,0.03219,4.588374,[11 60] ; [ 3 64],[ 7.20289855 63.79710145] ; [ 6.79710145 60.20289855],0
r2,1,0.036446,4.376103,[69  2] ; [58  8],[65.81751825  5.18248175] ; [61.18248175  4.81751825],0
n5,1,0.054322,3.702784,[20 51] ; [29 37],[25.39416058 45.60583942] ; [23.60583942 42.39416058],0
u2,1,0.059064,3.56348,[16  6] ; [15 17],[12.62962963  9.37037037] ; [18.37037037 13.62962963],0
s5,1,0.078211,3.101688,[35 33] ; [24 42],[29.94029851 38.05970149] ; [29.05970149 36.94029851],0
a7,1,0.112168,2.523407,[58 13] ; [47 20],[54.02173913 16.97826087] ; [50.97826087 16.02173913],0
v2,1,0.151979,2.052277,[38 25] ; [31 34],[33.9609375 29.0390625] ; [35.0390625 29.9609375],0
b3,1,0.157622,1.996897,[16 25] ; [ 5 18],[13.453125 27.546875] ; [ 7.546875 15.453125],0
b2,1,0.157622,1.996897,[16 25] ; [ 5 18],[13.453125 27.546875] ; [ 7.546875 15.453125],0
a8,1,0.160184,1.972484,[ 1 64] ; [ 4 59],[ 2.5390625 62.4609375] ; [ 2.4609375 60.5390625],0
n2,1,0.167361,1.906422,[21 10] ; [17  3],[23.09803922  7.90196078] ; [14.90196078  5.09803922],0
s8,1,0.214932,1.537894,[35 36] ; [26 41],[31.38405797 39.61594203] ; [29.61594203 37.38405797],0
n1,1,0.236077,1.403871,[11 20] ; [ 4 16],[ 9.11764706 21.88235294] ; [ 5.88235294 14.11764706],0
p4,1,0.236855,1.399213,[40 31] ; [31 36],[36.52898551 34.47101449] ; [34.47101449 32.52898551],0
b4,1,0.252431,1.309798,[47 24] ; [38 29],[43.73188406 27.26811594] ; [41.26811594 25.73188406],0
p3,1,0.282125,1.156825,[34 37] ; [26 41],[30.86956522 40.13043478] ; [29.13043478 37.86956522],0
s3,1,0.331737,0.942105,[49 21] ; [41 25],[46.32352941 23.67647059] ; [43.67647059 22.32352941],0
p2,1,0.347916,0.881045,[55 15] ; [48 19],[52.62773723 17.37226277] ; [50.37226277 16.62773723],0
p12,1,0.363971,0.824144,[ 2 69] ; [ 4 63],[ 3.08695652 67.91304348] ; [ 2.91304348 64.08695652],0
a1,1,0.363971,0.824144,[ 2 69] ; [ 4 63],[ 3.08695652 67.91304348] ; [ 2.91304348 64.08695652],0
p5,1,0.373438,0.792193,[ 2 68] ; [ 4 63],[ 3.06569343 66.93430657] ; [ 2.93430657 64.06569343],0
