Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.002134,9.43091,[2 1] ; [ 8 77],[0.34090909 2.65909091] ; [ 9.65909091 75.34090909],0
v3,1,0.169087,1.89102,[2 1] ; [25 60],[0.92045455 2.07954545] ; [26.07954545 58.92045455],0
p1,1,0.19506,1.678981,[1 2] ; [ 9 82],[0.31914894 2.68085106] ; [ 9.68085106 81.31914894],0
a3,1,0.219303,1.508926,[1 2] ; [60 29],[1.98913043 1.01086957] ; [59.01086957 29.98913043],0
s3,1,0.299163,1.077923,[2 1] ; [33 56],[1.14130435 1.85869565] ; [33.85869565 55.14130435],0
p4,1,0.29992,1.074549,[1 1] ; [18 72],[0.41304348 1.58695652] ; [18.58695652 71.41304348],0
s6,1,0.364362,0.822802,[2 1] ; [36 53],[1.23913043 1.76086957] ; [36.76086957 52.23913043],0
r2,1,0.473522,0.513747,[2 1] ; [72 15],[2.46666667 0.53333333] ; [71.53333333 15.46666667],0
s8,1,0.533313,0.388074,[1 2] ; [17 73],[0.58064516 2.41935484] ; [17.41935484 72.58064516],0
d2,1,0.557204,0.344569,[2 1] ; [44 45],[1.5 1.5] ; [44.5 44.5],0
s5,1,0.565273,0.330655,[1 2] ; [17 69],[0.60674157 2.39325843] ; [17.39325843 68.60674157],0
b4,1,0.60841,0.262497,[1 2] ; [44 47],[1.43617021 1.56382979] ; [43.56382979 47.43617021],0
d1,1,0.60841,0.262497,[1 2] ; [44 47],[1.43617021 1.56382979] ; [43.56382979 47.43617021],0
p10,1,0.613102,0.255682,[1 1] ; [29 59],[0.66666667 1.33333333] ; [29.33333333 58.66666667],0
a6,1,0.62205,0.242996,[2 1] ; [47 43],[1.58064516 1.41935484] ; [47.41935484 42.58064516],0
d3,1,0.648633,0.207628,[2 1] ; [48 42],[1.61290323 1.38709677] ; [48.38709677 41.61290323],0
p3,1,0.650694,0.205026,[1 2] ; [20 70],[0.67741935 2.32258065] ; [20.32258065 69.67741935],0
b1,1,0.660979,0.192337,[2 1] ; [49 42],[1.62765957 1.37234043] ; [49.37234043 41.62765957],0
r4,1,0.687834,0.161441,[2 1] ; [50 41],[1.65957447 1.34042553] ; [50.34042553 40.65957447],0
a4,1,0.718561,0.129876,[1 2] ; [39 50],[1.30434783 1.69565217] ; [38.69565217 50.30434783],0
b5,1,0.742709,0.10776,[2 1] ; [52 39],[1.72340426 1.27659574] ; [52.27659574 38.72340426],0
p7,1,0.771351,0.084453,[1 2] ; [23 66],[0.7826087 2.2173913] ; [23.2173913 65.7826087],0
b2,1,0.790384,0.070656,[1 2] ; [23 33],[1.22033898 1.77966102] ; [22.77966102 33.22033898],0
b3,1,0.790384,0.070656,[1 2] ; [23 33],[1.22033898 1.77966102] ; [22.77966102 33.22033898],0
s7,1,0.813859,0.055437,[1 2] ; [22 59],[0.82142857 2.17857143] ; [22.17857143 58.82142857],0
a7,1,0.816476,0.053861,[2 1] ; [54 36],[1.80645161 1.19354839] ; [54.19354839 35.80645161],0
u3,1,0.823021,0.050024,[1 1] ; [13 18],[0.84848485 1.15151515] ; [13.15151515 17.84848485],0
d5,1,0.832946,0.044489,[2 1] ; [65 25],[2.16129032 0.83870968] ; [64.83870968 25.16129032],0
d4,1,0.832946,0.044489,[2 1] ; [65 25],[2.16129032 0.83870968] ; [64.83870968 25.16129032],0
p9,1,0.87944,0.023007,[1 2] ; [32 53],[1.125 1.875] ; [31.875 53.125],0
r3,1,0.90612,0.013908,[2 1] ; [57 33],[1.90322581 1.09677419] ; [57.09677419 32.90322581],0
a5,1,0.947861,0.004276,[2 1] ; [59 32],[1.94680851 1.05319149] ; [59.05319149 31.94680851],0
