Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,23.50025,[34 50] ; [34  5],[46.43902439 37.56097561] ; [21.56097561 17.43902439],1
d4,1,0.13119,2.27837,[62 21] ; [33  5],[65.16528926 17.83471074] ; [29.83471074  8.16528926],0
p8,1,0.168204,1.898877,[18 65] ; [13 26],[21.09016393 61.90983607] ; [ 9.90983607 29.09016393],0
a2,1,0.183439,1.76954,[27 57] ; [ 8 31],[23.90243902 60.09756098] ; [11.09756098 27.90243902],0
u2,1,0.187039,1.740789,[10  9] ; [2 6],[ 8.44444444 10.55555556] ; [3.55555556 4.44444444],0
u1,1,0.230577,1.4373,[21 63] ; [ 6 33],[18.43902439 65.56097561] ; [ 8.56097561 30.43902439],0
p3,1,0.247632,1.336611,[26 57] ; [16 22],[28.80991736 54.19008264] ; [13.19008264 24.80991736],0
d3,1,0.267307,1.230515,[48 35] ; [26 12],[50.76033058 32.23966942] ; [23.23966942 14.76033058],0
p11,1,0.293696,1.102599,[41 43] ; [23 16],[43.70731707 40.29268293] ; [20.29268293 18.70731707],0
n2,1,0.393347,0.728571,[22 13] ; [12  4],[23.33333333 11.66666667] ; [10.66666667  5.33333333],0
v3,1,0.411758,0.67372,[28 49] ; [16 20],[29.98230088 47.01769912] ; [14.01769912 21.98230088],0
d1,1,0.448063,0.575548,[50 34] ; [26 13],[51.90243902 32.09756098] ; [24.09756098 14.90243902],0
b4,1,0.480045,0.498762,[46 38] ; [24 15],[47.80487805 36.19512195] ; [22.19512195 16.80487805],0
d5,1,0.486469,0.484326,[63 20] ; [31  7],[64.47933884 18.52066116] ; [29.52066116  8.47933884],0
a7,1,0.520196,0.413505,[56 27] ; [24 15],[54.42622951 28.57377049] ; [25.57377049 13.42622951],0
n4,1,0.523418,0.407153,[58 25] ; [25 14],[56.46721311 26.53278689] ; [26.53278689 12.46721311],0
n5,1,0.525423,0.403236,[60 23] ; [26 13],[58.50819672 24.49180328] ; [27.49180328 11.50819672],0
d2,1,0.527161,0.399862,[49 33] ; [25 13],[50.56666667 31.43333333] ; [23.43333333 14.56666667],0
u4,1,0.565722,0.329894,[ 4 80] ; [ 1 38],[ 3.41463415 80.58536585] ; [ 1.58536585 37.41463415],0
b5,1,0.676672,0.173896,[44 40] ; [22 17],[45.07317073 38.92682927] ; [20.92682927 18.07317073],0
a8,1,0.686486,0.162916,[ 9 71] ; [ 5 31],[ 9.65517241 70.34482759] ; [ 4.34482759 31.65517241],0
n3,1,0.696161,0.152496,[19 13] ; [8 7],[18.38297872 13.61702128] ; [8.61702128 6.38297872],0
a1,1,0.732157,0.11714,[ 9 75] ; [ 5 34],[ 9.56097561 74.43902439] ; [ 4.43902439 34.56097561],0
b2,1,0.759839,0.093448,[26 32] ; [12 17],[25.33333333 32.66666667] ; [12.66666667 16.33333333],0
b3,1,0.759839,0.093448,[26 32] ; [12 17],[25.33333333 32.66666667] ; [12.66666667 16.33333333],0
n1,1,0.829672,0.046278,[17 17] ; [7 8],[16.65306122 17.34693878] ; [7.34693878 7.65306122],0
a3,1,0.863048,0.029755,[65 18] ; [30  9],[64.63114754 18.36885246] ; [30.36885246  8.63114754],0
u3,1,0.884799,0.020993,[10  9] ; [5 4],[10.17857143  8.82142857] ; [4.82142857 4.17857143],0
b1,1,0.894721,0.017512,[42 42] ; [20 19],[42.34146341 41.65853659] ; [19.65853659 19.34146341],0
s1,1,0.927243,0.008338,[ 6 77] ; [ 3 36],[ 6.12295082 76.87704918] ; [ 2.87704918 36.12295082],0
a4,1,0.994837,4.2e-05,[49 34] ; [23 16],[48.98360656 34.01639344] ; [23.01639344 15.98360656],0
