Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,30.750584,[18 28] ; [191  51],[33.38194444 12.61805556] ; [175.61805556  66.38194444],1
s3,1,0.0,29.721169,[20 26] ; [196  45],[34.62020906 11.37979094] ; [181.37979094  59.62020906],1
s5,1,3e-06,21.888144,[ 8 38] ; [130 106],[22.5106383 23.4893617] ; [115.4893617 120.5106383],1
s8,1,0.000147,14.410383,[22 24] ; [182  59],[32.69686411 13.30313589] ; [171.30313589  69.69686411],1
r3,1,0.000614,11.733488,[42  4] ; [240   2],[45.04166667  0.95833333] ; [236.95833333   5.04166667],1
p9,1,0.004231,8.181898,[37  9] ; [226  16],[42.00694444  3.99305556] ; [220.99305556  21.00694444],0
s4,1,0.043339,4.082131,[ 5 41] ; [ 59 183],[10.22222222 35.77777778] ; [ 53.77777778 188.22222222],0
n5,1,0.053017,3.743388,[33 13] ; [201  39],[37.63636364  8.36363636] ; [196.36363636  43.63636364],0
d1,1,0.068983,3.307058,[23 23] ; [156  87],[28.49134948 17.50865052] ; [150.50865052  92.49134948],0
a5,1,0.077721,3.111924,[32 14] ; [197  46],[36.44982699  9.55017301] ; [192.55017301  50.44982699],0
d5,1,0.093489,2.813247,[34 12] ; [202  38],[37.95804196  8.04195804] ; [198.04195804  41.95804196],0
n6,1,0.12125,2.401096,[38  8] ; [216  23],[40.99649123  5.00350877] ; [213.00350877  25.99649123],0
p5,1,0.13501,2.233932,[ 5 40] ; [ 50 192],[ 8.62369338 36.37630662] ; [ 46.37630662 195.62369338],0
a8,1,0.154753,2.02476,[11 29] ; [ 40 184],[ 7.72727273 32.27272727] ; [ 43.27272727 180.72727273],0
b3,1,0.162431,1.951448,[19 16] ; [70 99],[15.26960784 19.73039216] ; [73.73039216 95.26960784],0
b2,1,0.162431,1.951448,[19 16] ; [70 99],[15.26960784 19.73039216] ; [73.73039216 95.26960784],0
d4,1,0.164903,1.928677,[36 10] ; [207  33],[39.08391608  6.91608392] ; [203.91608392  36.08391608],0
a2,1,0.197201,1.662984,[ 9 37] ; [ 70 173],[12.57439446 33.42560554] ; [ 66.42560554 176.57439446],0
u2,1,0.200132,1.641414,[4 4] ; [32 12],[5.53846154 2.46153846] ; [30.46153846 13.53846154],0
v1,1,0.203306,1.618462,[23 22] ; [147  93],[26.84210526 18.15789474] ; [143.15789474  96.84210526],0
a4,1,0.230427,1.438223,[18 28] ; [118 124],[21.72222222 24.27777778] ; [114.27777778 127.72222222],0
p11,1,0.244403,1.355014,[42  4] ; [206  37],[39.47404844  6.52595156] ; [208.52595156  34.47404844],0
