Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,58.060607,[ 41 196] ; [56 38],[ 69.45317221 167.54682779] ; [27.54682779 66.45317221],1
s6,1,7e-06,20.247167,[100 146] ; [65 31],[118.68421053 127.31578947] ; [46.31578947 49.68421053],1
p7,1,0.008096,7.012189,[146 100] ; [71 24],[156.54545455  89.45454545] ; [60.45454545 34.54545455],0
r1,1,0.008821,6.858753,[187  64] ; [84 12],[196.0259366  54.9740634] ; [74.9740634 21.0259366],0
p6,1,0.009192,6.785106,[ 64 183] ; [39 58],[ 73.95639535 173.04360465] ; [29.04360465 67.95639535],0
d2,1,0.01357,6.093231,[ 95 155] ; [51 46],[105.18731988 144.81268012] ; [40.81268012 56.18731988],0
v3,1,0.016522,5.746472,[ 79 165] ; [44 51],[ 88.53097345 155.46902655] ; [34.46902655 60.53097345],0
s5,1,0.017506,5.644901,[ 43 202] ; [28 68],[ 51.01173021 193.98826979] ; [19.98826979 76.01173021],0
s3,1,0.018112,5.585291,[ 48 200] ; [30 66],[ 56.23255814 191.76744186] ; [21.76744186 74.23255814],0
n4,1,0.022737,5.188483,[180  71] ; [81 16],[188.25  62.75] ; [72.75 24.25],0
p12,1,0.030325,4.690779,[  9 241] ; [ 9 87],[ 13.00578035 236.99421965] ; [ 4.99421965 91.00578035],0
a8,1,0.039089,4.257013,[ 20 208] ; [15 74],[ 25.17350158 202.82649842] ; [ 9.82649842 79.17350158],0
p5,1,0.05375,3.72044,[ 25 225] ; [17 80],[ 30.25936599 219.74063401] ; [11.74063401 85.25936599],0
a5,1,0.107443,2.591436,[175  76] ; [76 21],[181.03735632  69.96264368] ; [69.96264368 27.03735632],0
n3,1,0.128097,2.31541,[36 10] ; [16 10],[33.22222222 12.77777778] ; [18.77777778  7.22222222],0
b1,1,0.133118,2.255766,[ 82 169] ; [40 57],[ 87.99425287 163.00574713] ; [34.00574713 62.99425287],0
a6,1,0.13539,2.229585,[181  70] ; [62 35],[175.26724138  75.73275862] ; [67.73275862 29.26724138],0
b3,1,0.15247,2.047363,[45 86] ; [30 37],[49.62121212 81.37878788] ; [25.37878788 41.62121212],0
b2,1,0.15247,2.047363,[45 86] ; [30 37],[49.62121212 81.37878788] ; [25.37878788 41.62121212],0
r2,1,0.164681,1.930709,[230  17] ; [85 11],[226.83673469  20.16326531] ; [88.16326531  7.83673469],0
u1,1,0.179001,1.805902,[ 28 223] ; [16 81],[ 31.73563218 219.26436782] ; [12.26436782 84.73563218],0
r4,1,0.206799,1.593693,[215  36] ; [88  9],[218.54310345  32.45689655] ; [84.45689655 12.54310345],0
p3,1,0.239214,1.385218,[119 131] ; [53 44],[123.91930836 126.08069164] ; [48.08069164 48.91930836],0
a3,1,0.241547,1.371543,[164  86] ; [70 27],[168.58789625  81.41210375] ; [65.41210375 31.58789625],0
u2,1,0.246316,1.344081,[47 40] ; [18  9],[49.60526316 37.39473684] ; [15.39473684 11.60526316],0
p8,1,0.268918,1.222257,[135 113] ; [58 37],[139.5451895 108.4548105] ; [53.4548105 41.5451895],0
a2,1,0.285524,1.140609,[ 42 209] ; [21 76],[ 45.43965517 205.56034483] ; [17.56034483 79.43965517],0
b5,1,0.345468,0.890035,[146 105] ; [51 46],[142.08908046 108.91091954] ; [54.91091954 42.08908046],0
d1,1,0.373897,0.790673,[129 122] ; [55 42],[132.71264368 118.28735632] ; [51.28735632 45.71264368],0
b4,1,0.383766,0.758603,[145 106] ; [61 36],[148.58045977 102.41954023] ; [57.41954023 39.58045977],0
r3,1,0.420434,0.649103,[231  19] ; [92  5],[232.70893372  17.29106628] ; [90.29106628  6.70893372],0
n5,1,0.426651,0.631922,[185  65] ; [75 21],[187.86127168  62.13872832] ; [72.13872832 23.86127168],0
p4,1,0.461045,0.543357,[138 111] ; [58 39],[141.05202312 107.94797688] ; [54.94797688 42.05202312],0
v1,1,0.482642,0.492889,[123 123] ; [51 43],[125.89411765 120.10588235] ; [48.10588235 45.89411765],0
u4,1,0.483991,0.489857,[  1 250] ; [ 1 96],[  1.44252874 249.55747126] ; [ 0.55747126 96.44252874],0
s1,1,0.534584,0.38567,[  3 248] ; [ 2 94],[  3.6167147 247.3832853] ; [ 1.3832853 94.6167147],0
d3,1,0.561611,0.336923,[168  82] ; [62 35],[165.70605187  84.29394813] ; [64.29394813 32.70605187],0
