Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,31.095728,[ 17 115] ; [48 58],[36.05042017 95.94957983] ; [28.94957983 77.05042017],1
s3,1,0.0,27.437288,[ 29 102] ; [58 47],[48.29237288 82.70762712] ; [38.70762712 66.29237288],1
s8,1,0.0,27.103001,[  7 127] ; [32 74],[ 21.775 112.225] ; [17.225 88.775],1
r4,1,5e-06,20.665518,[86 48] ; [95 11],[101.05833333  32.94166667] ; [79.94166667 26.05833333],1
s5,1,6e-06,20.345564,[ 13 119] ; [35 69],[ 26.84745763 105.15254237] ; [21.15254237 82.84745763],1
v4,1,0.000172,14.115011,[104  29] ; [101   5],[114.07949791  18.92050209] ; [90.92050209 15.07949791],1
p2,1,0.00023,13.565611,[82 50] ; [88 17],[94.6835443 37.3164557] ; [75.3164557 29.6835443],1
r1,1,0.000718,11.441668,[68 65] ; [77 29],[80.69037657 52.30962343] ; [64.30962343 41.69037657],1
p4,1,0.001184,10.515682,[42 91] ; [55 50],[54.20588235 78.79411765] ; [42.79411765 62.20588235],0
p8,1,0.001279,10.372794,[39 93] ; [53 53],[51.02521008 80.97478992] ; [40.97478992 65.02521008],0
p10,1,0.001673,9.878139,[71 61] ; [76 27],[82.57021277 49.42978723] ; [64.42978723 38.57021277],0
p11,1,0.00211,9.451043,[77 57] ; [81 25],[88.21666667 45.78333333] ; [69.78333333 36.21666667],0
n6,1,0.002316,9.280163,[84 49] ; [86 20],[94.60251046 38.39748954] ; [75.39748954 30.60251046],0
s4,1,0.003105,8.744528,[ 10 124] ; [21 81],[ 17.60169492 116.39830508] ; [13.39830508 88.60169492],0
r3,1,0.004704,7.989674,[102  31] ; [96 10],[110.18410042  22.81589958] ; [87.81589958 18.18410042],0
p7,1,0.007222,7.216846,[53 79] ; [59 43],[63.17948718 68.82051282] ; [48.82051282 53.17948718],0
p9,1,0.0084,6.946112,[80 51] ; [81 24],[89.36864407 41.63135593] ; [71.63135593 33.36864407],0
d4,1,0.010772,6.502512,[86 48] ; [84 22],[94.91666667 39.08333333] ; [75.08333333 30.91666667],0
v1,1,0.013097,6.155894,[34 98] ; [43 62],[42.88607595 89.11392405] ; [34.11392405 70.88607595],0
p6,1,0.018459,5.552087,[ 21 111] ; [30 75],[ 28.40506329 103.59493671] ; [22.59493671 82.40506329],0
n3,1,0.021062,5.321622,[24 20] ; [22  5],[28.50704225 15.49295775] ; [17.49295775  9.50704225],0
a5,1,0.0313,4.63644,[70 64] ; [70 36],[78.16666667 55.83333333] ; [61.83333333 44.16666667],0
n4,1,0.03384,4.502755,[77 57] ; [75 31],[84.86666667 49.13333333] ; [67.13333333 38.86666667],0
r2,1,0.05072,3.817487,[109  23] ; [95  9],[114.10169492  17.89830508] ; [89.89830508 14.10169492],0
p5,1,0.051969,3.776769,[  3 129] ; [ 8 97],[  6.12658228 125.87341772] ; [  4.87341772 100.12658228],0
n2,1,0.075639,3.156191,[25 21] ; [21  7],[28.59459459 17.40540541] ; [17.40540541 10.59459459],0
d5,1,0.11057,2.546056,[85 48] ; [78 28],[90.70711297 42.29288703] ; [72.29288703 33.70711297],0
s1,1,0.113903,2.499218,[  8 124] ; [  2 103],[  5.56962025 126.43037975] ; [  4.43037975 100.56962025],0
u3,1,0.129987,2.292662,[27 36] ; [27 20],[30.92727273 32.07272727] ; [23.07272727 23.92727273],0
p3,1,0.205659,1.601724,[37 97] ; [37 68],[41.48953975 92.51046025] ; [32.51046025 72.48953975],0
p12,1,0.261018,1.263349,[  2 132] ; [  4 102],[  3.35 130.65] ; [  2.65 103.35],0
a7,1,0.263752,1.248958,[85 48] ; [75 31],[89.0376569 43.9623431] ; [70.9623431 35.0376569],0
d3,1,0.2827,1.154063,[68 64] ; [62 44],[72.10084034 59.89915966] ; [57.89915966 48.10084034],0
d1,1,0.312158,1.021523,[52 82] ; [48 58],[55.83333333 78.16666667] ; [44.16666667 61.83333333],0
a1,1,0.317208,1.000424,[  9 125] ; [  4 102],[  7.25833333 126.74166667] ; [  5.74166667 100.25833333],0
n5,1,0.321694,0.982048,[83 50] ; [72 33],[86.61764706 46.38235294] ; [68.38235294 36.61764706],0
n1,1,0.355065,0.855273,[12 33] ; [10 17],[13.75 31.25] ; [ 8.25 18.75],0
u1,1,0.427463,0.629706,[ 10 124] ; [11 95],[ 11.725 122.275] ; [ 9.275 96.725],0
b5,1,0.460286,0.545199,[81 53] ; [69 37],[83.75 50.25] ; [66.25 39.75],0
d2,1,0.463694,0.536964,[56 76] ; [40 66],[53.24369748 78.75630252] ; [42.75630252 63.24369748],0
b2,1,0.522687,0.408588,[27 53] ; [16 40],[25.29411765 54.70588235] ; [17.70588235 38.29411765],0
b3,1,0.522687,0.408588,[27 53] ; [16 40],[25.29411765 54.70588235] ; [17.70588235 38.29411765],0
b4,1,0.528881,0.396541,[80 54] ; [59 47],[77.60833333 56.39166667] ; [61.39166667 44.60833333],0
v3,1,0.533959,0.386852,[ 16 114] ; [16 90],[ 17.62711864 112.37288136] ; [14.37288136 91.62711864],0
a6,1,0.567114,0.327535,[85 49] ; [71 35],[87.1 46.9] ; [68.9 37.1],0
u2,1,0.641182,0.217199,[30 33] ; [25 23],[31.21621622 31.78378378] ; [23.78378378 24.21621622],0
p1,1,0.64215,0.215942,[ 11 122] ; [ 7 98],[ 10.05882353 122.94117647] ; [ 7.94117647 97.05882353],0
a8,1,0.700138,0.148329,[ 14 111] ; [13 88],[ 14.93362832 110.06637168] ; [12.06637168 88.93362832],0
b1,1,0.782474,0.076229,[58 76] ; [44 62],[56.95 77.05] ; [45.05 60.95],0
a4,1,0.804434,0.061312,[44 89] ; [36 68],[44.89451477 88.10548523] ; [35.10548523 68.89451477],0
a3,1,0.939111,0.005835,[71 61] ; [57 48],[71.29113924 60.70886076] ; [56.70886076 48.29113924],0
a2,1,0.995043,3.9e-05,[ 19 115] ; [15 91],[ 18.98333333 115.01666667] ; [15.01666667 90.98333333],0
