Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3.9e-05,16.936741,[15  2] ; [10 26],[8.01886792 8.98113208] ; [16.98113208 19.01886792],1
p7,1,0.002899,8.870232,[12  4] ; [11 25],[7.07692308 8.92307692] ; [15.92307692 20.07692308],0
p2,1,0.015802,5.824825,[14  4] ; [16 21],[9.81818182 8.18181818] ; [20.18181818 16.81818182],0
a4,1,0.051791,3.7825,[ 3 15] ; [16 21],[ 6.21818182 11.78181818] ; [12.78181818 24.21818182],0
u3,1,0.070826,3.263776,[3 5] ; [10  3],[4.95238095 3.04761905] ; [8.04761905 4.95238095],0
v2,1,0.075656,3.155844,[14  4] ; [19 17],[11.  7.] ; [22. 14.],0
p6,1,0.095428,2.780342,[ 4 12] ; [ 3 34],[ 2.11320755 13.88679245] ; [ 4.88679245 32.11320755],0
d3,1,0.128353,2.312312,[14  4] ; [21 16],[11.45454545  6.54545455] ; [23.54545455 13.45454545],0
n5,1,0.208287,1.583295,[9 9] ; [25 12],[11.12727273  6.87272727] ; [22.87272727 14.12727273],0
r1,1,0.250355,1.321321,[16  2] ; [28  9],[14.4  3.6] ; [29.6  7.4],0
d5,1,0.264467,1.245224,[11  7] ; [28  9],[12.76363636  5.23636364] ; [26.23636364 10.76363636],0
p3,1,0.291027,1.114865,[9 9] ; [13 24],[ 7.2 10.8] ; [14.8 22.2],0
p10,1,0.292039,1.110197,[ 7 11] ; [ 9 27],[ 5.33333333 12.66666667] ; [10.66666667 25.33333333],0
b1,1,0.294025,1.101101,[ 8 10] ; [22 15],[9.81818182 8.18181818] ; [20.18181818 16.81818182],0
s2,1,0.335314,0.928266,[9 8] ; [14 22],[7.37735849 9.62264151] ; [15.62264151 20.37735849],0
d2,1,0.335592,0.927198,[ 7 11] ; [19 17],[8.66666667 9.33333333] ; [17.33333333 18.66666667],0
a2,1,0.342988,0.899233,[ 2 16] ; [ 8 29],[ 3.27272727 14.72727273] ; [ 6.72727273 30.27272727],0
u2,1,0.36131,0.833333,[3 5] ; [7 5],[4. 4.] ; [6. 6.],0
u1,1,0.374394,0.789029,[ 1 17] ; [ 5 32],[ 1.96363636 16.03636364] ; [ 4.03636364 32.96363636],0
r2,1,0.407253,0.686804,[15  2] ; [35  2],[15.74074074  1.25925926] ; [34.25925926  2.74074074],0
a6,1,0.481486,0.495495,[12  6] ; [21 16],[10.8  7.2] ; [22.2 14.8],0
a3,1,0.504909,0.444604,[10  8] ; [24 13],[11.12727273  6.87272727] ; [22.87272727 14.12727273],0
b3,1,0.528708,0.396873,[ 2 10] ; [ 6 17],[2.74285714 9.25714286] ; [ 5.25714286 17.74285714],0
