Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,28.977882,[61 18] ; [31 56],[43.78313253 35.21686747] ; [48.21686747 38.78313253],1
a4,1,1.3e-05,19.044166,[36 43] ; [13 75],[23.17964072 55.82035928] ; [25.82035928 62.17964072],1
a6,1,6e-05,16.11401,[60 19] ; [40 48],[47.30538922 31.69461078] ; [52.69461078 35.30538922],1
d2,1,0.00056,11.902822,[37 42] ; [19 69],[26.49101796 52.50898204] ; [29.50898204 58.49101796],1
d1,1,0.000633,11.677227,[43 36] ; [25 63],[32.16766467 46.83233533] ; [35.83233533 52.16766467],1
s6,1,0.005315,7.76897,[46 32] ; [32 54],[37.09756098 40.90243902] ; [40.90243902 45.09756098],0
d5,1,0.006953,7.285104,[61 18] ; [50 37],[52.8253012 26.1746988] ; [58.1746988 28.8253012],0
v1,1,0.007222,7.216825,[36 43] ; [22 64],[27.76969697 51.23030303] ; [30.23030303 55.76969697],0
u1,1,0.009468,6.732373,[10 69] ; [ 2 86],[ 5.67664671 73.32335329] ; [ 6.32335329 81.67664671],0
d4,1,0.012487,6.240318,[66 13] ; [58 29],[59.01204819 19.98795181] ; [64.98795181 22.01204819],0
r1,1,0.013922,6.04798,[60 19] ; [51 37],[52.50898204 26.49101796] ; [58.49101796 29.50898204],0
v2,1,0.027826,4.838795,[39 34] ; [31 55],[32.13836478 40.86163522] ; [37.86163522 48.13836478],0
p4,1,0.052018,3.775202,[28 51] ; [19 68],[22.36746988 56.63253012] ; [24.63253012 62.36746988],0
r4,1,0.06474,3.411582,[63 16] ; [59 29],[57.71257485 21.28742515] ; [64.28742515 23.71257485],0
p6,1,0.072639,3.222356,[ 9 70] ; [19 68],[13.3253012 65.6746988] ; [14.6746988 72.3253012],0
n2,1,0.08736,2.922352,[29 10] ; [20 16],[25.48 13.52] ; [23.52 12.48],0
d3,1,0.092821,2.82476,[55 24] ; [49 37],[49.79393939 29.20606061] ; [54.20606061 31.79393939],0
a7,1,0.119061,2.429625,[58 21] ; [54 33],[53.30120482 25.69879518] ; [58.69879518 28.30120482],0
p10,1,0.128442,2.31123,[56 23] ; [50 34],[51.37423313 27.62576687] ; [54.62576687 29.37423313],0
r3,1,0.161595,1.959238,[72  7] ; [73 14],[69.0060241  9.9939759] ; [75.9939759 11.0060241],0
v3,1,0.198443,1.653794,[21 55] ; [16 68],[17.575 58.425] ; [19.425 64.575],0
n6,1,0.202223,1.626248,[53 26] ; [50 37],[49.01807229 29.98192771] ; [53.98192771 33.01807229],0
p8,1,0.203285,1.618612,[30 48] ; [25 61],[26.15853659 51.84146341] ; [28.84146341 57.15853659],0
p9,1,0.218749,1.51256,[58 20] ; [55 29],[54.40740741 23.59259259] ; [58.59259259 25.40740741],0
p5,1,0.255118,1.295059,[ 3 74] ; [ 1 86],[ 1.87804878 75.12195122] ; [ 2.12195122 84.87804878],0
s2,1,0.270596,1.213724,[34 44] ; [31 57],[30.54216867 47.45783133] ; [34.45783133 53.54216867],0
b4,1,0.278667,1.173581,[41 38] ; [53 35],[44.46706587 34.53293413] ; [49.53293413 38.46706587],0
s7,1,0.292853,1.106458,[22 53] ; [19 67],[19.09937888 55.90062112] ; [21.90062112 64.09937888],0
s1,1,0.303246,1.059866,[ 2 77] ; [ 5 82],[ 3.3313253 75.6686747] ; [ 3.6686747 83.3313253],0
