Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,7e-05,15.807823,[ 3 11] ; [25  5],[8.90909091 5.09090909] ; [19.09090909 10.90909091],1
p11,1,0.006127,7.512702,[6 8] ; [25  5],[9.86363636 4.13636364] ; [21.13636364  8.86363636],0
a5,1,0.014139,6.020676,[ 2 12] ; [16 14],[5.72727273 8.27272727] ; [12.27272727 17.72727273],0
n5,1,0.031203,4.641758,[5 9] ; [21  9],[8.27272727 5.72727273] ; [17.72727273 12.27272727],0
r4,1,0.072591,3.223443,[ 3 11] ; [15 15],[5.72727273 8.27272727] ; [12.27272727 17.72727273],0
p8,1,0.124432,2.360635,[ 4 10] ; [16 14],[6.36363636 7.63636364] ; [13.63636364 16.36363636],0
d3,1,0.134611,2.238502,[6 8] ; [20 10],[8.27272727 5.72727273] ; [17.72727273 12.27272727],0
p2,1,0.160237,1.971989,[9 5] ; [25  5],[10.81818182  3.18181818] ; [23.18181818  6.81818182],0
a3,1,0.181357,1.786466,[ 4 10] ; [15 15],[6.04545455 7.95454545] ; [12.95454545 17.04545455],0
n3,1,0.197796,1.658574,[6 2] ; [5 6],[4.63157895 3.36842105] ; [6.36842105 4.63157895],0
n6,1,0.198959,1.65,[7 7] ; [21  9],[8.90909091 5.09090909] ; [19.09090909 10.90909091],0
p7,1,0.201537,1.631198,[6 8] ; [19 11],[7.95454545 6.04545455] ; [17.04545455 12.95454545],0
p4,1,0.201537,1.631198,[6 8] ; [19 11],[7.95454545 6.04545455] ; [17.04545455 12.95454545],0
r3,1,0.222225,1.489947,[10  4] ; [26  4],[11.45454545  2.54545455] ; [24.54545455  5.45454545],0
v1,1,0.226101,1.465222,[ 3 11] ; [12 18],[4.77272727 9.22727273] ; [10.22727273 19.77272727],0
s7,1,0.228328,1.451247,[ 2 10] ; [10 18],[3.6 8.4] ; [ 8.4 19.6],0
s8,1,0.262193,1.257143,[ 2 12] ; [ 9 21],[ 3.5 10.5] ; [ 7.5 22.5],0
v3,1,0.262193,1.257143,[ 2 12] ; [ 9 21],[ 3.5 10.5] ; [ 7.5 22.5],0
p5,1,0.277462,1.179482,[ 1 13] ; [ 6 24],[ 2.22727273 11.77272727] ; [ 4.77272727 25.22727273],0
b5,1,0.287471,1.131429,[6 8] ; [18 12],[7.63636364 6.36363636] ; [16.36363636 13.63636364],0
a4,1,0.361359,0.833165,[ 2 12] ; [ 8 22],[ 3.18181818 10.81818182] ; [ 6.81818182 23.18181818],0
b4,1,0.392998,0.729646,[8 6] ; [13 17],[6.68181818 7.31818182] ; [14.31818182 15.68181818],0
a8,1,0.407885,0.684957,[ 2 11] ; [ 2 26],[ 1.26829268 11.73170732] ; [ 2.73170732 25.26829268],0
p6,1,0.442663,0.589371,[4 9] ; [ 6 24],[3.02325581 9.97674419] ; [ 6.97674419 23.02325581],0
b1,1,0.462941,0.538776,[10  4] ; [18 12],[8.90909091 5.09090909] ; [19.09090909 10.90909091],0
d5,1,0.462941,0.538776,[10  4] ; [18 12],[8.90909091 5.09090909] ; [19.09090909 10.90909091],0
s5,1,0.488313,0.480242,[ 2 12] ; [ 7 23],[ 2.86363636 11.13636364] ; [ 6.13636364 23.86363636],0
s4,1,0.527437,0.399328,[ 4 10] ; [ 6 24],[ 3.18181818 10.81818182] ; [ 6.81818182 23.18181818],0
s3,1,0.540089,0.375375,[5 9] ; [ 8 22],[4.13636364 9.86363636] ; [ 8.86363636 21.13636364],0
d1,1,0.540089,0.375375,[5 9] ; [ 8 22],[4.13636364 9.86363636] ; [ 8.86363636 21.13636364],0
r1,1,0.540751,0.37415,[6 8] ; [10 20],[5.09090909 8.90909091] ; [10.90909091 19.09090909],0
b2,1,0.562069,0.336134,[2 7] ; [ 5 10],[2.625 6.375] ; [ 4.375 10.625],0
b3,1,0.562069,0.336134,[2 7] ; [ 5 10],[2.625 6.375] ; [ 4.375 10.625],0
p1,1,0.572044,0.319274,[ 1 13] ; [ 1 29],[ 0.63636364 13.36363636] ; [ 1.36363636 28.63636364],0
s1,1,0.572044,0.319274,[ 1 13] ; [ 1 29],[ 0.63636364 13.36363636] ; [ 1.36363636 28.63636364],0
v2,1,0.593753,0.284521,[7 7] ; [12 17],[6.18604651 7.81395349] ; [12.81395349 16.18604651],0
u3,1,0.621685,0.243506,[5 5] ; [6 9],[4.4 5.6] ; [6.6 8.4],0
a7,1,0.679126,0.171111,[7 7] ; [17 13],[7.63636364 6.36363636] ; [16.36363636 13.63636364],0
d4,1,0.704656,0.143673,[9 5] ; [21  9],[9.54545455 4.45454545] ; [20.45454545  9.54545455],0
n1,1,0.718904,0.129545,[2 6] ; [2 9],[1.68421053 6.31578947] ; [2.31578947 8.68421053],0
a1,1,0.758798,0.094286,[ 1 13] ; [ 3 27],[ 1.27272727 12.72727273] ; [ 2.72727273 27.27272727],0
a6,1,0.836647,0.042512,[7 7] ; [16 14],[7.31818182 6.68181818] ; [15.68181818 14.31818182],0
n4,1,0.836647,0.042512,[7 7] ; [16 14],[7.31818182 6.68181818] ; [15.68181818 14.31818182],0
u2,1,0.855702,0.033069,[7 3] ; [11  4],[7.2 2.8] ; [10.8  4.2],0
d2,1,0.894876,0.01746,[ 4 10] ; [ 8 22],[ 3.81818182 10.18181818] ; [ 8.18181818 21.81818182],0
s2,1,0.894876,0.01746,[ 4 10] ; [ 8 22],[ 3.81818182 10.18181818] ; [ 8.18181818 21.81818182],0
p3,1,0.910958,0.012506,[5 8] ; [11 19],[4.8372093 8.1627907] ; [11.1627907 18.8372093],0
n2,1,0.959566,0.00257,[5 3] ; [7 4],[5.05263158 2.94736842] ; [6.94736842 4.05263158],0
s6,1,1.0,0.0,[7 7] ; [15 15],[7. 7.] ; [15. 15.],0
