Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.099907,[ 1 13] ; [86 16],[10.5  3.5] ; [76.5 25.5],1
r1,1,4.7e-05,16.561061,[ 3 11] ; [76 25],[9.6173913 4.3826087] ; [69.3826087 31.6173913],1
v4,1,0.000962,10.899806,[9 5] ; [94  7],[12.53913043  1.46086957] ; [90.46086957 10.53913043],1
p11,1,0.004132,8.22479,[5 9] ; [75 27],[9.65517241 4.34482759] ; [70.34482759 31.65517241],0
s6,1,0.004266,8.166967,[ 3 11] ; [63 39],[7.96551724 6.03448276] ; [58.03448276 43.96551724],0
v2,1,0.007316,7.193738,[ 2 12] ; [49 44],[6.6728972 7.3271028] ; [44.3271028 48.6728972],0
a6,1,0.010422,6.561271,[5 9] ; [71 30],[9.25217391 4.74782609] ; [66.74782609 34.25217391],0
s2,1,0.02221,5.229234,[ 2 12] ; [47 54],[5.96521739 8.03478261] ; [43.03478261 57.96521739],0
b1,1,0.022601,5.19888,[11  3] ; [47 55],[7. 7.] ; [51. 51.],0
a5,1,0.030213,4.697125,[5 9] ; [67 35],[8.68965517 5.31034483] ; [63.31034483 38.68965517],0
d1,1,0.03205,4.595825,[ 3 11] ; [53 49],[6.75862069 7.24137931] ; [49.24137931 52.75862069],0
p4,1,0.037943,4.307571,[ 3 11] ; [51 49],[6.63157895 7.36842105] ; [47.36842105 52.63157895],0
d5,1,0.038137,4.298879,[7 7] ; [77 24],[10.22608696  3.77391304] ; [73.77391304 27.22608696],0
p10,1,0.040939,4.178532,[8 6] ; [82 19],[10.95652174  3.04347826] ; [79.04347826 21.95652174],0
d4,1,0.040939,4.178532,[8 6] ; [82 19],[10.95652174  3.04347826] ; [79.04347826 21.95652174],0
p2,1,0.110086,2.552992,[8 6] ; [77 23],[10.43859649  3.56140351] ; [74.56140351 25.43859649],0
a1,1,0.166777,1.911678,[ 2 12] ; [ 5 97],[ 0.84482759 13.15517241] ; [ 6.15517241 95.84482759],0
s3,1,0.175875,1.832143,[5 9] ; [55 45],[7.36842105 6.63157895] ; [52.63157895 47.36842105],0
r2,1,0.207664,1.58764,[11  3] ; [90 10],[12.40350877  1.59649123] ; [88.59649123 11.40350877],0
d3,1,0.211921,1.558257,[7 7] ; [67 33],[9.0877193 4.9122807] ; [64.9122807 35.0877193],0
s8,1,0.219832,1.505467,[ 3 11] ; [39 63],[5.06896552 8.93103448] ; [36.93103448 65.06896552],0
n4,1,0.226652,1.46175,[5 9] ; [54 48],[7.12068966 6.87931034] ; [51.87931034 50.12068966],0
p5,1,0.250066,1.322936,[ 2 12] ; [ 6 95],[ 0.97391304 13.02608696] ; [ 7.02608696 93.97391304],0
n3,1,0.256144,1.289481,[2 2] ; [23  7],[2.94117647 1.05882353] ; [22.05882353  7.94117647],0
d2,1,0.262951,1.253153,[ 3 11] ; [37 64],[4.86956522 9.13043478] ; [35.13043478 65.86956522],0
p7,1,0.308619,1.036579,[5 7] ; [56 42],[6.65454545 5.34545455] ; [54.34545455 43.65454545],0
p6,1,0.3223,0.979592,[ 2 12] ; [26 72],[ 3.5 10.5] ; [24.5 73.5],0
s7,1,0.331569,0.942758,[3 9] ; [39 60],[4.54054054 7.45945946] ; [37.45945946 61.54054054],0
s4,1,0.356059,0.851744,[ 1 13] ; [17 85],[ 2.17241379 11.82758621] ; [15.82758621 86.17241379],0
s5,1,0.419787,0.65091,[ 2 12] ; [23 73],[ 3.18181818 10.81818182] ; [21.81818182 74.18181818],0
p1,1,0.420602,0.648634,[ 2 12] ; [ 8 94],[ 1.20689655 12.79310345] ; [ 8.79310345 93.20689655],0
b4,1,0.424264,0.638474,[9 5] ; [54 48],[7.60344828 6.39655172] ; [55.39655172 46.60344828],0
p3,1,0.426053,0.633558,[ 4 10] ; [40 61],[5.35652174 8.64347826] ; [38.64347826 62.35652174],0
u2,1,0.455869,0.556017,[3 2] ; [25  8],[3.68421053 1.31578947] ; [24.31578947  8.68421053],0
u3,1,0.472301,0.516587,[4 1] ; [21 12],[3.28947368 1.71052632] ; [21.71052632 11.28947368],0
v1,1,0.474769,0.510856,[8 6] ; [46 52],[6.75 7.25] ; [47.25 50.75],0
a4,1,0.57182,0.319647,[ 4 10] ; [37 65],[4.94827586 9.05172414] ; [36.05172414 65.94827586],0
s1,1,0.590696,0.289258,[ 1 13] ; [ 4 96],[ 0.61403509 13.38596491] ; [ 4.38596491 95.61403509],0
a7,1,0.629976,0.232093,[9 5] ; [72 30],[9.77586207 4.22413793] ; [71.22413793 30.77586207],0
p8,1,0.65452,0.200249,[5 9] ; [42 58],[5.77192982 8.22807018] ; [41.22807018 58.77192982],0
n5,1,0.666611,0.185592,[6 8] ; [49 51],[6.75438596 7.24561404] ; [48.24561404 51.75438596],0
a8,1,0.667605,0.184417,[ 1 12] ; [11 83],[ 1.45794393 11.54205607] ; [10.54205607 83.45794393],0
n2,1,0.681314,0.168651,[3 1] ; [25  5],[3.29411765 0.70588235] ; [24.70588235  5.29411765],0
b5,1,0.686486,0.162916,[9 5] ; [71 31],[9.65517241 4.34482759] ; [70.34482759 31.65517241],0
n1,1,0.800854,0.063626,[2 2] ; [13 17],[1.76470588 2.23529412] ; [13.23529412 16.76470588],0
a2,1,0.821415,0.050952,[ 2 12] ; [17 85],[ 2.29310345 11.70689655] ; [16.70689655 85.29310345],0
a3,1,0.859639,0.03127,[9 5] ; [68 34],[9.29310345 4.70689655] ; [67.70689655 34.29310345],0
v3,1,0.961942,0.002277,[ 4 10] ; [26 67],[ 3.92523364 10.07476636] ; [26.07476636 66.92523364],0
b2,1,0.967612,0.001649,[2 5] ; [17 41],[2.04615385 4.95384615] ; [16.95384615 41.04615385],0
b3,1,0.967612,0.001649,[2 5] ; [17 41],[2.04615385 4.95384615] ; [16.95384615 41.04615385],0
