Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.000328,12.905498,[30 32] ; [26 91],[19.39664804 42.60335196] ; [36.60335196 80.39664804],1
a5,1,0.000479,12.196384,[44 18] ; [51 66],[32.90502793 29.09497207] ; [62.09497207 54.90502793],1
v2,1,0.000998,10.831731,[31 29] ; [30 83],[21.15606936 38.84393064] ; [39.84393064 73.15606936],1
p3,1,0.002737,8.975292,[28 33] ; [28 89],[19.19101124 41.80898876] ; [36.80898876 80.19101124],0
a3,1,0.004283,8.159557,[44 18] ; [57 60],[34.98324022 27.01675978] ; [66.01675978 50.98324022],0
p9,1,0.00703,7.265248,[49 11] ; [71 44],[41.14285714 18.85714286] ; [78.85714286 36.14285714],0
a2,1,0.011427,6.397644,[12 50] ; [  8 109],[ 6.9273743 55.0726257] ; [ 13.0726257 103.9273743],0
n2,1,0.020454,5.372691,[19  3] ; [28 20],[14.77142857  7.22857143] ; [32.22857143 15.77142857],0
p10,1,0.04242,4.118373,[44 16] ; [67 49],[37.84090909 22.15909091] ; [73.15909091 42.84090909],0
s7,1,0.052143,3.771184,[22 38] ; [25 85],[16.58823529 43.41176471] ; [30.41176471 79.58823529],0
u3,1,0.057213,3.616374,[14  4] ; [31 28],[10.51948052  7.48051948] ; [34.48051948 24.51948052],0
r1,1,0.065646,3.388674,[44 18] ; [66 50],[38.31460674 23.68539326] ; [71.68539326 44.31460674],0
s6,1,0.081119,3.042334,[36 24] ; [54 63],[30.50847458 29.49152542] ; [59.49152542 57.50847458],0
p1,1,0.082776,3.009543,[ 6 56] ; [  4 113],[ 3.46368715 58.53631285] ; [  6.53631285 110.46368715],0
s5,1,0.082916,3.006804,[20 39] ; [25 90],[15.25862069 43.74137931] ; [29.74137931 85.25862069],0
n5,1,0.131332,2.276685,[27 34] ; [38 78],[22.40112994 38.59887006] ; [42.59887006 73.40112994],0
s2,1,0.143551,2.139474,[30 32] ; [43 73],[25.42696629 36.57303371] ; [47.57303371 68.42696629],0
v4,1,0.14843,2.088314,[57  4] ; [100  16],[54.10734463  6.89265537] ; [102.89265537  13.10734463],0
s3,1,0.174148,1.846872,[31 30] ; [47 70],[26.73033708 34.26966292] ; [51.26966292 65.73033708],0
s8,1,0.206408,1.596445,[20 41] ; [28 89],[16.4494382 44.5505618] ; [31.5505618 85.4494382],0
d4,1,0.231839,1.429544,[48 14] ; [80 36],[44.58426966 17.41573034] ; [83.41573034 32.58426966],0
r2,1,0.260241,1.267474,[54  7] ; [96 21],[51.40449438  9.59550562] ; [98.59550562 18.40449438],0
d3,1,0.262094,1.25766,[34 28] ; [73 42],[37.48022599 24.51977401] ; [69.51977401 45.48022599],0
b3,1,0.269995,1.216772,[11 23] ; [12 43],[ 8.78651685 25.21348315] ; [14.21348315 40.78651685],0
b2,1,0.269995,1.216772,[11 23] ; [12 43],[ 8.78651685 25.21348315] ; [14.21348315 40.78651685],0
r3,1,0.282196,1.156482,[56  5] ; [101  16],[53.80337079  7.19662921] ; [103.19662921  13.80337079],0
d5,1,0.282434,1.155343,[45 17] ; [75 41],[41.79775281 20.20224719] ; [78.20224719 37.79775281],0
p4,1,0.303314,1.059569,[29 33] ; [45 71],[25.7752809 36.2247191] ; [48.2247191 67.7752809],0
r4,1,0.351821,0.866879,[48 14] ; [83 34],[45.37430168 16.62569832] ; [85.62569832 31.37430168],0
p7,1,0.37302,0.793578,[34 26] ; [56 57],[31.21387283 28.78612717] ; [58.78612717 54.21387283],0
p5,1,0.427579,0.629391,[ 3 59] ; [  3 113],[ 2.08988764 59.91011236] ; [  3.91011236 112.08988764],0
u2,1,0.466661,0.529872,[10  8] ; [27 32],[8.64935065 9.35064935] ; [28.35064935 30.64935065],0
d1,1,0.519659,0.41457,[28 34] ; [47 70],[25.97765363 36.02234637] ; [49.02234637 67.97765363],0
p6,1,0.522176,0.409594,[17 41] ; [29 88],[15.24571429 42.75428571] ; [30.75428571 86.24571429],0
a7,1,0.561235,0.33757,[39 23] ; [78 38],[40.75280899 21.24719101] ; [76.24719101 39.75280899],0
p8,1,0.573652,0.316609,[26 35] ; [44 71],[24.26136364 36.73863636] ; [45.73863636 69.26136364],0
b4,1,0.581759,0.303399,[35 27] ; [61 56],[33.25139665 28.74860335] ; [62.74860335 54.25139665],0
b1,1,0.61444,0.253759,[30 32] ; [52 65],[28.40223464 33.59776536] ; [53.59776536 63.40223464],0
p12,1,0.637371,0.222197,[ 1 60] ; [  1 116],[ 0.68539326 60.31460674] ; [  1.31460674 115.68539326],0
n6,1,0.639572,0.219302,[37 25] ; [74 43],[38.44692737 23.55307263] ; [72.55307263 44.44692737],0
d2,1,0.698221,0.150329,[23 39] ; [40 77],[21.82122905 40.17877095] ; [41.17877095 75.82122905],0
p2,1,0.726433,0.122412,[45 17] ; [82 35],[43.98882682 18.01117318] ; [83.01117318 33.98882682],0
a1,1,0.730799,0.118379,[ 2 60] ; [  5 112],[ 2.42458101 59.57541899] ; [  4.57541899 112.42458101],0
n1,1,0.736042,0.113636,[ 6 16] ; [15 33],[ 6.6 15.4] ; [14.4 33.6],0
