Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,27.588261,[26  9] ; [ 9 42],[14.24418605 20.75581395] ; [20.75581395 30.24418605],1
s6,1,0.000914,10.994426,[27  7] ; [22 29],[19.6 14.4] ; [29.4 21.6],1
s3,1,0.001303,10.338238,[25 10] ; [18 32],[17.70588235 17.29411765] ; [25.29411765 24.70588235],0
s2,1,0.001308,10.331542,[24 11] ; [17 34],[16.68604651 18.31395349] ; [24.31395349 26.68604651],0
p6,1,0.012938,6.177616,[19 14] ; [14 33],[13.6125 19.3875] ; [19.3875 27.6125],0
p3,1,0.01811,5.585455,[22 13] ; [18 31],[16.66666667 18.33333333] ; [23.33333333 25.66666667],0
s5,1,0.021687,5.270689,[14 17] ; [10 38],[ 9.41772152 21.58227848] ; [14.58227848 33.41772152],0
p9,1,0.022844,5.180348,[31  3] ; [36 15],[26.8  7.2] ; [40.2 10.8],0
s4,1,0.02448,5.060302,[11 24] ; [ 6 45],[ 6.91860465 28.08139535] ; [10.08139535 40.91860465],0
r2,1,0.041487,4.156008,[31  1] ; [40  9],[28.04938272  3.95061728] ; [42.95061728  6.04938272],0
n1,1,0.069385,3.297514,[7 6] ; [ 4 14],[4.61290323 8.38709677] ; [ 6.38709677 11.61290323],0
a3,1,0.072758,3.219666,[31  4] ; [37 14],[27.6744186  7.3255814] ; [40.3255814 10.6744186],0
p7,1,0.11069,2.544346,[20 14] ; [21 30],[16.4 17.6] ; [24.6 26.4],0
p11,1,0.13733,2.207624,[29  6] ; [35 16],[26.04651163  8.95348837] ; [37.95348837 13.04651163],0
v3,1,0.149521,2.07713,[16 17] ; [16 33],[12.87804878 20.12195122] ; [19.12195122 29.87804878],0
u2,1,0.163165,1.944643,[3 1] ; [5 9],[1.77777778 2.22222222] ; [6.22222222 7.77777778],0
a1,1,0.179434,1.802306,[ 4 31] ; [ 2 49],[ 2.44186047 32.55813953] ; [ 3.55813953 47.44186047],0
v1,1,0.228965,1.447282,[17 14] ; [21 30],[14.36585366 16.63414634] ; [23.63414634 27.36585366],0
r3,1,0.232764,1.423893,[32  3] ; [42  9],[30.11627907  4.88372093] ; [43.88372093  7.11627907],0
p8,1,0.241058,1.374398,[15 18] ; [16 33],[12.47560976 20.52439024] ; [18.52439024 30.47560976],0
n2,1,0.265683,1.238901,[10  3] ; [11  8],[8.53125 4.46875] ; [12.46875  6.53125],0
a5,1,0.266296,1.235725,[29  6] ; [37 14],[26.86046512  8.13953488] ; [39.13953488 11.86046512],0
d3,1,0.272933,1.201948,[27  8] ; [44  7],[28.89534884  6.10465116] ; [42.10465116  8.89534884],0
p2,1,0.286321,1.136842,[26  9] ; [31 18],[23.75 11.25] ; [33.25 15.75],0
v4,1,0.2903,1.118227,[30  5] ; [39 12],[28.08139535  6.91860465] ; [40.91860465 10.08139535],0
n3,1,0.347735,0.881706,[9 4] ; [10  9],[7.71875 5.28125] ; [11.28125  7.71875],0
u3,1,0.374857,0.7875,[3 1] ; [7 7],[2.22222222 1.77777778] ; [7.77777778 6.22222222],0
a8,1,0.385274,0.753807,[ 3 31] ; [ 2 46],[ 2.07317073 31.92682927] ; [ 2.92682927 45.07317073],0
a6,1,0.432752,0.615426,[19 16] ; [32 19],[20.75581395 14.24418605] ; [30.24418605 20.75581395],0
p10,1,0.46568,0.532208,[27  8] ; [35 15],[25.52941176  9.47058824] ; [36.47058824 13.52941176],0
v2,1,0.49315,0.469647,[21 13] ; [26 22],[19.48780488 14.51219512] ; [27.51219512 20.48780488],0
r4,1,0.578281,0.309022,[22 13] ; [29 22],[20.75581395 14.24418605] ; [30.24418605 20.75581395],0
a2,1,0.604528,0.268221,[ 7 28] ; [ 8 43],[ 6.10465116 28.89534884] ; [ 8.89534884 42.10465116],0
b4,1,0.642171,0.215915,[23 12] ; [31 20],[21.97674419 13.02325581] ; [32.02325581 18.97674419],0
p5,1,0.665927,0.186404,[ 3 31] ; [ 6 45],[ 3.6 30.4] ; [ 5.4 45.6],0
p4,1,0.71098,0.1373,[20 15] ; [26 23],[19.16666667 15.83333333] ; [26.83333333 22.16666667],0
b1,1,0.772029,0.083939,[14 21] ; [22 29],[14.65116279 20.34883721] ; [21.34883721 29.65116279],0
n5,1,0.777,0.08022,[23 12] ; [35 16],[23.60465116 11.39534884] ; [34.39534884 16.60465116],0
b5,1,0.778145,0.079376,[23 12] ; [32 19],[22.38372093 12.61627907] ; [32.61627907 18.38372093],0
s1,1,0.778687,0.078978,[ 1 34] ; [ 2 48],[ 1.23529412 33.76470588] ; [ 1.76470588 48.23529412],0
p12,1,0.778687,0.078978,[ 1 34] ; [ 2 48],[ 1.23529412 33.76470588] ; [ 1.76470588 48.23529412],0
u4,1,0.786426,0.073416,[ 1 34] ; [ 1 50],[ 0.81395349 34.18604651] ; [ 1.18604651 49.81395349],0
d4,1,0.786426,0.073416,[34  1] ; [50  1],[34.18604651  0.81395349] ; [49.81395349  1.18604651],0
d2,1,0.792836,0.068974,[25 10] ; [37 13],[25.52941176  9.47058824] ; [36.47058824 13.52941176],0
u1,1,0.808933,0.058469,[ 4 31] ; [ 5 46],[ 3.6627907 31.3372093] ; [ 5.3372093 45.6627907],0
a7,1,0.860749,0.030773,[22 13] ; [33 18],[22.38372093 12.61627907] ; [32.61627907 18.38372093],0
b2,1,0.872041,0.025942,[12 17] ; [11 17],[11.70175439 17.29824561] ; [11.29824561 16.70175439],0
b3,1,0.872041,0.025942,[12 17] ; [11 17],[11.70175439 17.29824561] ; [11.29824561 16.70175439],0
a4,1,0.896844,0.016809,[18 17] ; [25 25],[17.70588235 17.29411765] ; [25.29411765 24.70588235],0
n4,1,0.909393,0.012951,[25 10] ; [37 14],[25.23255814  9.76744186] ; [36.76744186 14.23255814],0
n6,1,0.925622,0.008715,[27  8] ; [39 11],[27.17647059  7.82352941] ; [38.82352941 11.17647059],0
