Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,52.528152,[113  20] ; [ 9 28],[95.44705882 37.55294118] ; [26.55294118 10.44705882],1
s6,1,0.000258,13.353597,[81 52] ; [10 27],[71.19411765 61.80588235] ; [19.80588235 17.19411765],1
b1,1,0.000802,11.236931,[ 34 101] ; [20 17],[42.38372093 92.61627907] ; [11.61627907 25.38372093],1
s8,1,0.007162,7.231969,[54 81] ; [ 6 31],[47.09302326 87.90697674] ; [12.90697674 24.09302326],0
a5,1,0.013014,6.167214,[92 43] ; [17 20],[85.55232558 49.44767442] ; [23.44767442 13.55232558],0
n6,1,0.018393,5.558362,[97 38] ; [19 18],[91.04651163 43.95348837] ; [24.95348837 12.04651163],0
d3,1,0.024439,5.063172,[99 36] ; [20 17],[93.40116279 41.59883721] ; [25.59883721 11.40116279],0
r4,1,0.027148,4.8814,[121  14] ; [28  9],[116.94767442  18.05232558] ; [32.05232558  4.94767442],0
p2,1,0.029283,4.750873,[114  19] ; [26 11],[109.52941176  23.47058824] ; [30.47058824  6.52941176],0
d1,1,0.029693,4.72698,[71 64] ; [12 25],[65.14534884 69.85465116] ; [17.85465116 19.14534884],0
a7,1,0.03235,4.579875,[104  31] ; [22 15],[98.89534884 36.10465116] ; [27.10465116  9.89534884],0
p3,1,0.039423,4.242562,[58 77] ; [ 9 28],[52.5872093 82.4127907] ; [14.4127907 22.5872093],0
r2,1,0.047631,3.922967,[124   8] ; [31  6],[121.06508876  10.93491124] ; [33.93491124  3.06508876],0
p8,1,0.057777,3.60007,[67 67] ; [12 25],[61.90643275 72.09356725] ; [17.09356725 19.90643275],0
d4,1,0.065994,3.379942,[113  22] ; [26 11],[109.09883721  25.90116279] ; [29.90116279  7.09883721],0
n1,1,0.083198,3.001294,[ 8 25] ; [7 7],[10.53191489 22.46808511] ; [4.46808511 9.53191489],0
a3,1,0.184209,1.763337,[89 46] ; [20 17],[85.55232558 49.44767442] ; [23.44767442 13.55232558],0
d5,1,0.193057,1.694131,[102  33] ; [24 13],[98.89534884 36.10465116] ; [27.10465116  9.89534884],0
v4,1,0.207011,1.592205,[126   7] ; [32  4],[124.34319527   8.65680473] ; [33.65680473  2.34319527],0
r1,1,0.208943,1.578735,[104  30] ; [25 12],[101.0877193  32.9122807] ; [27.9122807  9.0877193],0
p4,1,0.210809,1.565861,[63 72] ; [13 24],[59.65116279 75.34883721] ; [16.34883721 20.65116279],0
s3,1,0.219152,1.509913,[65 67] ; [14 23],[61.70414201 70.29585799] ; [17.29585799 19.70414201],0
s5,1,0.226287,1.464052,[37 91] ; [ 7 30],[34.13333333 93.86666667] ; [ 9.86666667 27.13333333],0
a6,1,0.248163,1.333615,[87 48] ; [20 17],[83.98255814 51.01744186] ; [23.01744186 13.98255814],0
s2,1,0.274425,1.194493,[53 81] ; [11 26],[50.15204678 83.84795322] ; [13.84795322 23.15204678],0
a8,1,0.358963,0.841518,[ 13 109] ; [ 2 34],[ 11.58227848 110.41772152] ; [ 3.41772152 32.58227848],0
v2,1,0.380218,0.769998,[68 61] ; [16 20],[65.67272727 63.32727273] ; [18.32727273 17.67272727],0
a2,1,0.389745,0.739738,[ 18 117] ; [ 3 34],[ 16.48255814 118.51744186] ; [ 4.51744186 32.48255814],0
a1,1,0.435377,0.608436,[  8 127] ; [ 1 36],[  7.06395349 127.93604651] ; [ 1.93604651 35.06395349],0
p7,1,0.442717,0.58923,[80 51] ; [20 17],[77.97619048 53.02380952] ; [22.02380952 14.97619048],0
s7,1,0.443769,0.586517,[44 89] ; [14 21],[45.91666667 87.08333333] ; [12.08333333 22.91666667],0
b2,1,0.453818,0.561099,[29 52] ; [ 6 16],[27.52427184 53.47572816] ; [ 7.47572816 14.52427184],0
b3,1,0.453818,0.561099,[29 52] ; [ 6 16],[27.52427184 53.47572816] ; [ 7.47572816 14.52427184],0
s4,1,0.468167,0.526299,[ 21 114] ; [ 4 33],[ 19.62209302 115.37790698] ; [ 5.37790698 31.62209302],0
s1,1,0.473163,0.51458,[  4 131] ; [ 2 35],[  4.70930233 130.29069767] ; [ 1.29069767 35.70930233],0
a4,1,0.508395,0.437369,[48 87] ; [11 26],[46.30813953 88.69186047] ; [12.69186047 24.30813953],0
n4,1,0.592026,0.287192,[59 76] ; [18 19],[60.43604651 74.56395349] ; [16.56395349 20.43604651],0
r3,1,0.642566,0.215402,[130   5] ; [35  2],[129.50581395   5.49418605] ; [35.49418605  1.50581395],0
b4,1,0.647654,0.208871,[82 53] ; [24 13],[83.19767442 51.80232558] ; [22.80232558 14.19767442],0
d2,1,0.663389,0.189433,[49 86] ; [12 25],[47.87790698 87.12209302] ; [13.12209302 23.87790698],0
p1,1,0.684105,0.165542,[ 10 123] ; [ 2 34],[  9.44378698 123.55621302] ; [ 2.55621302 33.44378698],0
b5,1,0.722017,0.126568,[81 54] ; [21 16],[80.05813953 54.94186047] ; [21.94186047 15.05813953],0
v1,1,0.748231,0.103023,[53 77] ; [14 23],[52.15568862 77.84431138] ; [14.84431138 22.15568862],0
u1,1,0.777725,0.079685,[ 13 122] ; [ 3 34],[ 12.55813953 122.44186047] ; [ 3.44186047 33.55813953],0
v3,1,0.784725,0.07462,[34 94] ; [ 9 28],[33.35757576 94.64242424] ; [ 9.64242424 27.35757576],0
u2,1,0.882862,0.02171,[28 18] ; [10  7],[27.74603175 18.25396825] ; [10.25396825  6.74603175],0
u3,1,0.903175,0.014799,[29 17] ; [11  6],[29.20634921 16.79365079] ; [10.79365079  6.20634921],0
n3,1,0.933499,0.006963,[25  8] ; [10  3],[25.10869565  7.89130435] ; [9.89130435 3.10869565],0
p6,1,0.956038,0.003039,[37 94] ; [10 26],[36.86826347 94.13173653] ; [10.13173653 25.86826347],0
n2,1,0.975316,0.000957,[23 10] ; [9 4],[22.95652174 10.04347826] ; [9.04347826 3.95652174],0
