Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,121.923824,[33 53] ; [365  41],[69.56910569 16.43089431] ; [328.43089431  77.56910569],1
d5,1,7.6e-05,15.666882,[57 28] ; [345  60],[69.73469388 15.26530612] ; [332.26530612  72.73469388],1
d1,1,0.000135,14.565437,[36 50] ; [260 146],[51.7398374 34.2601626] ; [244.2601626 161.7398374],1
r1,1,0.00163,9.925494,[61 25] ; [343  60],[71.05112474 14.94887526] ; [332.94887526  70.05112474],0
r4,1,0.001757,9.787335,[75 11] ; [389  17],[81.10569106  4.89430894] ; [382.89430894  23.10569106],0
s4,1,0.001906,9.637936,[25 61] ; [ 60 339],[15.07216495 70.92783505] ; [ 69.92783505 329.07216495],0
s8,1,0.001947,9.598444,[29 56] ; [212 191],[41.97745902 43.02254098] ; [199.02254098 203.97745902],0
p6,1,0.002161,9.407635,[30 55] ; [216 187],[42.84836066 42.15163934] ; [203.15163934 199.84836066],0
p10,1,0.002943,8.842373,[67 19] ; [361  42],[75.27198364 10.72801636] ; [352.72801636  50.27198364],0
p4,1,0.003532,8.50975,[49 37] ; [295 110],[60.25254582 25.74745418] ; [283.74745418 121.25254582],0
s7,1,0.00367,8.440287,[34 50] ; [224 163],[46.01273885 37.98726115] ; [211.98726115 175.01273885],0
a4,1,0.003794,8.379962,[27 59] ; [196 208],[39.13877551 46.86122449] ; [183.86122449 220.13877551],0
a2,1,0.003996,8.285485,[11 75] ; [112 294],[21.5 64.5] ; [101.5 304.5],0
v1,1,0.004043,8.264598,[37 46] ; [246 153],[48.73236515 34.26763485] ; [234.26763485 164.73236515],0
a8,1,0.005603,7.673829,[ 5 76] ; [ 69 298],[13.37946429 67.62053571] ; [ 60.62053571 306.37946429],0
p3,1,0.005665,7.653949,[42 44] ; [263 143],[53.31300813 32.68699187] ; [251.68699187 154.31300813],0
v3,1,0.006157,7.503843,[25 57] ; [187 211],[36.21666667 45.78333333] ; [175.78333333 222.21666667],0
p5,1,0.006227,7.483402,[ 5 81] ; [ 71 333],[13.33877551 72.66122449] ; [ 62.66122449 341.33877551],0
s3,1,0.008365,6.95367,[38 46] ; [244 157],[48.84123711 35.15876289] ; [233.15876289 167.84123711],0
p9,1,0.017803,5.615416,[70 16] ; [363  39],[76.30737705  9.69262295] ; [356.69262295  45.30737705],0
a3,1,0.031037,4.650929,[55 30] ; [307  97],[62.92433538 22.07566462] ; [299.07566462 104.92433538],0
p8,1,0.036414,4.377588,[51 35] ; [284 117],[59.15811088 26.84188912] ; [275.84188912 125.15811088],0
n1,1,0.039194,4.252438,[ 5 21] ; [27 37],[ 9.24444444 16.75555556] ; [22.75555556 41.24444444],0
p11,1,0.045311,4.007036,[66 20] ; [347  59],[72.19105691 13.80894309] ; [340.80894309  65.19105691],0
u1,1,0.046974,3.946328,[10 76] ; [ 85 321],[16.60569106 69.39430894] ; [ 78.39430894 327.60569106],0
a5,1,0.052174,3.770196,[58 28] ; [314  92],[65.02439024 20.97560976] ; [306.97560976  99.02439024],0
d2,1,0.053656,3.723363,[34 52] ; [207 199],[42.12601626 43.87398374] ; [198.87398374 207.12601626],0
s2,1,0.054365,3.701454,[38 48] ; [224 179],[46.07770961 39.92229039] ; [215.92229039 187.07770961],0
s6,1,0.065977,3.38038,[52 32] ; [283 110],[58.99371069 25.00628931] ; [276.00628931 116.99371069],0
a6,1,0.067043,3.353971,[50 36] ; [277 128],[57.27494908 28.72505092] ; [269.72505092 135.27494908],0
r2,1,0.100231,2.70186,[79  6] ; [387  13],[81.67010309  3.32989691] ; [384.32989691  15.67010309],0
r3,1,0.103727,2.647279,[81  5] ; [393  10],[83.36196319  2.63803681] ; [390.63803681  12.36196319],0
b1,1,0.141396,2.162701,[26 60] ; [157 249],[31.98780488 54.01219512] ; [151.01219512 254.98780488],0
b5,1,0.146527,2.108042,[55 31] ; [225 181],[48.94308943 37.05691057] ; [231.05691057 174.94308943],0
v2,1,0.150332,2.068876,[44 39] ; [243 152],[49.83472803 33.16527197] ; [237.16527197 157.83472803],0
d4,1,0.157469,1.998364,[67 19] ; [341  64],[71.46232179 14.53767821] ; [336.53767821  68.46232179],0
p2,1,0.157736,1.995793,[74 11] ; [373  33],[77.38289206  7.61710794] ; [369.61710794  36.38289206],0
b3,1,0.166566,1.91358,[12 28] ; [112 158],[16. 24.] ; [108. 162.],0
b2,1,0.166566,1.91358,[12 28] ; [112 158],[16. 24.] ; [108. 162.],0
s5,1,0.258084,1.279006,[28 54] ; [161 233],[32.55882353 49.44117647] ; [156.44117647 237.55882353],0
p12,1,0.285062,1.142798,[ 5 81] ; [ 38 366],[ 7.54693878 78.45306122] ; [ 35.45306122 368.54693878],0
a1,1,0.331739,0.942099,[ 3 83] ; [ 25 381],[ 4.89430894 81.10569106] ; [ 23.10569106 382.89430894],0
p1,1,0.350429,0.871903,[ 6 79] ; [ 42 363],[ 8.32653061 76.67346939] ; [ 39.67346939 365.32653061],0
s1,1,0.392457,0.731316,[ 1 85] ; [ 11 391],[ 2.1147541 83.8852459] ; [  9.8852459 392.1147541],0
b4,1,0.4333,0.613961,[51 35] ; [222 184],[47.7195122 38.2804878] ; [225.2804878 180.7195122],0
u4,1,0.527576,0.399058,[ 1 85] ; [  9 396],[ 1.75152749 84.24847251] ; [  8.24847251 396.75152749],0
u3,1,0.573863,0.316262,[14 16] ; [52 47],[15.34883721 14.65116279] ; [50.65116279 48.34883721],0
d3,1,0.587351,0.294501,[58 27] ; [289 117],[60.0712831 24.9287169] ; [286.9287169 119.0712831],0
n2,1,0.698661,0.149868,[19  7] ; [50 15],[19.71428571  6.28571429] ; [49.28571429 15.71428571],0
u2,1,0.787278,0.072817,[14 16] ; [48 49],[14.64566929 15.35433071] ; [47.35433071 49.64566929],0
a7,1,0.803357,0.062003,[62 23] ; [290 115],[61.06122449 23.93877551] ; [290.93877551 114.06122449],0
v4,1,0.883311,0.021542,[82  3] ; [391  13],[82.21881391  2.78118609] ; [390.78118609  13.21881391],0
n3,1,0.933677,0.006925,[21  5] ; [52 13],[20.85714286  5.14285714] ; [52.14285714 12.85714286],0
