Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,8.7e-05,15.399499,[223  88] ; [78 69],[204.39082969 106.60917031] ; [96.60917031 50.39082969],1
p5,1,0.000177,14.065015,[ 67 243] ; [ 11 136],[ 52.91028446 257.08971554] ; [ 25.08971554 121.91028446],1
p10,1,0.00094,10.942063,[279  32] ; [115  32],[267.54148472  43.45851528] ; [126.45851528  20.54148472],1
s7,1,0.002174,9.396331,[181 111] ; [67 77],[166.09174312 125.90825688] ; [81.90825688 62.09174312],0
p7,1,0.003571,8.490059,[239  70] ; [94 52],[226.14725275  82.85274725] ; [106.85274725  39.14725275],0
n6,1,0.005319,7.767538,[282  29] ; [119  27],[272.89059081  38.10940919] ; [128.10940919  17.89059081],0
s5,1,0.006625,7.371836,[132 166] ; [44 99],[118.92970522 179.07029478] ; [57.07029478 85.92970522],0
p6,1,0.007266,7.206068,[168 142] ; [59 86],[154.65934066 155.34065934] ; [72.34065934 72.65934066],0
p12,1,0.009458,6.734234,[ 39 273] ; [  7 141],[ 31.2 280.8] ; [ 14.8 133.2],0
p9,1,0.009544,6.718174,[286  26] ; [122  24],[277.93886463  34.06113537] ; [130.06113537  15.93886463],0
u1,1,0.010815,6.495404,[ 87 226] ; [ 25 123],[ 76.04338395 236.95661605] ; [ 35.95661605 112.04338395],0
n4,1,0.030092,4.704051,[265  48] ; [113  35],[256.64642082  56.35357918] ; [121.35357918  26.64642082],0
s8,1,0.039652,4.232701,[169 141] ; [65 82],[158.73085339 151.26914661] ; [75.26914661 71.73085339],0
p1,1,0.043444,4.078055,[ 35 275] ; [  8 140],[ 29.10480349 280.89519651] ; [ 13.89519651 134.10480349],0
p2,1,0.045893,3.985519,[287  24] ; [127  20],[281.12227074  29.87772926] ; [132.87772926  14.12227074],0
d5,1,0.046114,3.977438,[289  24] ; [128  20],[283.12581345  29.87418655] ; [133.87418655  14.12581345],0
b5,1,0.057541,3.606893,[176 137] ; [97 51],[185.35574837 127.64425163] ; [87.64425163 60.35574837],0
v1,1,0.076174,3.144699,[191 111] ; [79 66],[182.41610738 119.58389262] ; [87.58389262 57.41610738],0
a3,1,0.076359,3.140735,[243  69] ; [104  44],[235.35652174  76.64347826] ; [111.64347826  36.35652174],0
s2,1,0.089337,2.886271,[191 118] ; [78 68],[182.68351648 126.31648352] ; [86.31648352 59.68351648],0
r2,1,0.093344,2.815732,[294  15] ; [133  13],[289.98461538  19.01538462] ; [137.01538462   8.98461538],0
s6,1,0.098742,2.72575,[237  68] ; [103  43],[229.93348115  75.06651885] ; [110.06651885  35.93348115],0
b1,1,0.100132,2.703439,[133 180] ; [51 97],[124.92841649 188.07158351] ; [59.07158351 88.92841649],0
a5,1,0.104275,2.638914,[259  54] ; [113  35],[252.57266811  60.42733189] ; [119.42733189  28.57266811],0
v3,1,0.107421,2.591753,[135 163] ; [52 88],[127.2283105 170.7716895] ; [59.7716895 80.2283105],0
n1,1,0.141129,2.165609,[22 29] ; [ 9 24],[18.82142857 32.17857143] ; [12.17857143 20.82142857],0
s3,1,0.143268,2.142502,[191 118] ; [78 65],[183.8960177 125.1039823] ; [85.1039823 57.8960177],0
u4,1,0.145643,2.117306,[ 12 300] ; [  2 146],[  9.49565217 302.50434783] ; [  4.50434783 143.49565217],0
v2,1,0.158834,1.985288,[188 114] ; [79 64],[181.2 120.8] ; [85.8 57.2],0
n5,1,0.166542,1.913798,[255  57] ; [112  35],[249.46405229  62.53594771] ; [117.53594771  29.46405229],0
r4,1,0.168036,1.900374,[291  22] ; [132  16],[287.19956616  25.80043384] ; [135.80043384  12.19956616],0
s4,1,0.170903,1.875002,[ 60 247] ; [ 21 126],[ 54.77312775 252.22687225] ; [ 26.22687225 120.77312775],0
d1,1,0.241501,1.371812,[240  73] ; [106  42],[234.9197397  78.0802603] ; [111.0802603  36.9197397],0
v4,1,0.252238,1.310865,[301  10] ; [139   8],[298.77729258  12.22270742] ; [141.22270742   5.77729258],0
r3,1,0.261571,1.260425,[300  10] ; [140   8],[297.81659389  12.18340611] ; [142.18340611   5.81659389],0
p11,1,0.292191,1.1095,[264  49] ; [119  29],[260.04121475  52.95878525] ; [122.95878525  25.04121475],0
a2,1,0.300888,1.070253,[ 95 218] ; [ 38 110],[ 90.30151844 222.69848156] ; [ 42.69848156 105.30151844],0
d2,1,0.304875,1.052748,[182 131] ; [78 69],[176.91304348 136.08695652] ; [83.08695652 63.91304348],0
a1,1,0.342521,0.900974,[ 22 291] ; [  7 141],[ 19.68980477 293.31019523] ; [  9.31019523 138.68980477],0
r1,1,0.379145,0.773473,[262  49] ; [119  28],[258.7139738  52.2860262] ; [122.2860262  24.7139738],0
b2,1,0.489968,0.476596,[ 83 116] ; [36 60],[ 80.27457627 118.72542373] ; [38.72542373 57.27457627],0
b3,1,0.489968,0.476596,[ 83 116] ; [36 60],[ 80.27457627 118.72542373] ; [38.72542373 57.27457627],0
n3,1,0.503351,0.447865,[37 14] ; [21 11],[35.63855422 15.36144578] ; [22.36144578  9.63855422],0
d3,1,0.503965,0.446577,[252  61] ; [123  25],[254.60954447  58.39045553] ; [120.39045553  27.60954447],0
a4,1,0.562948,0.334626,[165 147] ; [74 74],[162.10434783 149.89565217] ; [76.89565217 71.10434783],0
s1,1,0.62775,0.235124,[ 10 301] ; [  6 140],[ 10.88840263 300.11159737] ; [  5.11159737 140.88840263],0
a7,1,0.689453,0.159678,[235  77] ; [114  34],[236.71304348  75.28695652] ; [112.28695652  35.71304348],0
n2,1,0.710214,0.138063,[37 14] ; [22 10],[36.25301205 14.74698795] ; [22.74698795  9.25301205],0
a6,1,0.760265,0.093106,[218  95] ; [101  47],[216.58785249  96.41214751] ; [102.41214751  45.58785249],0
