Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.0,27.029855,[ 20 337] ; [19 60],[ 31.93348624 325.06651376] ; [ 7.06651376 71.93348624],1
s6,1,1.5e-05,18.742119,[144 212] ; [52 25],[161.14549654 194.85450346] ; [34.85450346 42.14549654],1
b5,1,0.000145,14.431205,[228 130] ; [32 47],[212.99771167 145.00228833] ; [47.00228833 31.99771167],1
p12,1,0.000797,11.248203,[ 10 343] ; [ 9 70],[ 15.52546296 337.47453704] ; [ 3.47453704 75.52546296],1
s4,1,0.00459,8.034342,[ 27 329] ; [14 64],[ 33.63133641 322.36866359] ; [ 7.36866359 70.63133641],0
p3,1,0.00465,8.01072,[149 206] ; [47 32],[160.32258065 194.67741935] ; [35.67741935 43.32258065],0
p7,1,0.006309,7.459994,[198 151] ; [58 21],[208.74766355 140.25233645] ; [47.25233645 31.74766355],0
s8,1,0.012134,6.291193,[ 76 281] ; [27 51],[ 84.53103448 272.46896552] ; [18.46896552 59.53103448],0
d2,1,0.019029,5.498825,[141 217] ; [42 36],[150.26146789 207.73853211] ; [32.73853211 45.26146789],0
p10,1,0.019999,5.411992,[253  99] ; [66 12],[261.13488372  90.86511628] ; [57.86511628 20.13488372],0
p1,1,0.025483,4.990755,[ 20 336] ; [10 69],[ 24.55172414 331.44827586] ; [ 5.44827586 73.55172414],0
a7,1,0.026231,4.940712,[261  97] ; [47 31],[252.89908257 105.10091743] ; [55.10091743 22.89908257],0
r1,1,0.027198,4.878202,[265  91] ; [68 11],[272.52413793  83.47586207] ; [60.47586207 18.52413793],0
p4,1,0.030469,4.682657,[174 179] ; [49 29],[182.64269142 170.35730858] ; [40.35730858 37.64269142],0
s3,1,0.043276,4.084602,[ 86 266] ; [11 68],[ 79.22041763 272.77958237] ; [17.77958237 61.22041763],0
r4,1,0.044468,4.038687,[305  53] ; [74  5],[310.48512586  47.51487414] ; [68.51487414 10.48512586],0
a6,1,0.046528,3.962378,[254 104] ; [47 32],[246.58581236 111.41418764] ; [54.41418764 24.58581236],0
u1,1,0.077424,3.118167,[ 38 320] ; [14 65],[ 42.59954233 315.40045767] ; [ 9.40045767 69.59954233],0
a8,1,0.090898,2.858406,[ 28 294] ; [11 61],[ 31.87309645 290.12690355] ; [ 7.12690355 64.87309645],0
p6,1,0.106431,2.606433,[ 94 257] ; [28 50],[ 99.81818182 251.18181818] ; [22.18181818 55.81818182],0
s7,1,0.111317,2.535426,[ 84 255] ; [25 49],[ 89.46973366 249.53026634] ; [19.53026634 54.46973366],0
a1,1,0.118201,2.440999,[ 10 348] ; [ 5 74],[ 12.28832952 345.71167048] ; [ 2.71167048 76.28832952],0
n6,1,0.124587,2.358687,[286  72] ; [69 10],[290.82379863  67.17620137] ; [64.17620137 14.82379863],0
d1,1,0.144609,2.128217,[176 182] ; [46 33],[181.86727689 176.13272311] ; [40.13272311 38.86727689],0
a5,1,0.171089,1.873372,[239 119] ; [59 20],[244.12814645 113.87185355] ; [53.87185355 25.12814645],0
p8,1,0.20242,1.624825,[174 176] ; [45 33],[179.08878505 170.91121495] ; [39.91121495 38.08878505],0
b2,1,0.215665,1.532985,[ 70 137] ; [20 26],[ 73.63636364 133.36363636] ; [16.36363636 29.63636364],0
b3,1,0.215665,1.532985,[ 70 137] ; [20 26],[ 73.63636364 133.36363636] ; [16.36363636 29.63636364],0
n4,1,0.236274,1.402686,[252 105] ; [61 18],[256.28669725 100.71330275] ; [56.71330275 22.28669725],0
n1,1,0.237821,1.393465,[31 65] ; [8 9],[33.13274336 62.86725664] ; [ 5.86725664 11.13274336],0
d4,1,0.268755,1.223093,[268  90] ; [63 15],[271.78440367  86.21559633] ; [59.21559633 18.78440367],0
n5,1,0.269735,1.218096,[242 112] ; [59 20],[246.08314088 107.91685912] ; [54.91685912 24.08314088],0
p2,1,0.352416,0.864739,[285  70] ; [67 12],[287.92626728  67.07373272] ; [64.07373272 14.92626728],0
v2,1,0.364662,0.821776,[176 167] ; [45 34],[179.62796209 163.37203791] ; [41.37203791 37.62796209],0
p9,1,0.383035,0.760937,[273  79] ; [64 14],[275.86976744  76.13023256] ; [61.13023256 16.86976744],0
a4,1,0.436194,0.606273,[136 219] ; [34 45],[139.05529954 215.94470046] ; [30.94470046 48.05529954],0
b1,1,0.455699,0.556439,[129 229] ; [32 47],[131.89473684 226.10526316] ; [29.10526316 49.89473684],0
a3,1,0.464381,0.535314,[231 125] ; [54 24],[233.77880184 122.22119816] ; [51.22119816 26.77880184],0
d3,1,0.490283,0.475905,[236 121] ; [49 30],[233.36009174 123.63990826] ; [51.63990826 27.36009174],0
d5,1,0.538666,0.378019,[274  84] ; [63 16],[276.0778032  81.9221968] ; [60.9221968 18.0778032],0
