Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.493259,[21 75] ; [23 11],[32.49230769 63.50769231] ; [11.50769231 22.49230769],1
p7,1,1.7e-05,18.489353,[25 70] ; [22 10],[35.15748031 59.84251969] ; [11.84251969 20.15748031],1
p11,1,0.001803,9.739977,[39 57] ; [25 10],[46.90076336 49.09923664] ; [17.09923664 17.90076336],0
p3,1,0.005462,7.719698,[18 77] ; [15 20],[24.11538462 70.88461538] ; [ 8.88461538 26.11538462],0
p10,1,0.008619,6.900159,[41 54] ; [23 10],[47.5 47.5] ; [16.5 16.5],0
p6,1,0.008962,6.83047,[13 81] ; [12 23],[18.21705426 75.78294574] ; [ 6.78294574 28.21705426],0
b3,1,0.009661,6.696337,[23 34] ; [ 2 19],[18.26923077 38.73076923] ; [ 6.73076923 14.26923077],0
b2,1,0.009661,6.696337,[23 34] ; [ 2 19],[18.26923077 38.73076923] ; [ 6.73076923 14.26923077],0
s8,1,0.012358,6.258718,[14 82] ; [12 23],[19.05343511 76.94656489] ; [ 6.94656489 28.05343511],0
v4,1,0.020091,5.403959,[52 41] ; [26  7],[57.57142857 35.42857143] ; [20.42857143 12.57142857],0
p2,1,0.022707,5.190789,[50 46] ; [26  9],[55.69465649 40.30534351] ; [20.30534351 14.69465649],0
s4,1,0.029931,4.713234,[14 82] ; [11 24],[18.32061069 77.67938931] ; [ 6.67938931 28.32061069],0
s2,1,0.032329,4.580959,[26 70] ; [16 18],[31.01538462 64.98461538] ; [10.98461538 23.01538462],0
r3,1,0.049863,3.846047,[48 44] ; [25 10],[52.88188976 39.11811024] ; [20.11811024 14.88188976],0
a3,1,0.05484,3.686942,[58 36] ; [15 20],[53.19379845 40.80620155] ; [19.80620155 15.19379845],0
n2,1,0.071041,3.258801,[23 22] ; [13  4],[26.12903226 18.87096774] ; [9.87096774 7.12903226],0
b4,1,0.115689,2.474737,[56 40] ; [15 20],[52.03053435 43.96946565] ; [18.96946565 16.03053435],0
d2,1,0.122641,2.383268,[38 56] ; [ 9 26],[34.24806202 59.75193798] ; [12.75193798 22.24806202],0
a4,1,0.132771,2.259799,[35 60] ; [ 8 27],[31.42307692 63.57692308] ; [11.57692308 23.42307692],0
s7,1,0.13706,2.21066,[24 64] ; [14 20],[27.40983607 60.59016393] ; [10.59016393 23.40983607],0
d1,1,0.143081,2.144503,[38 58] ; [ 9 26],[34.44274809 61.55725191] ; [12.55725191 22.44274809],0
n6,1,0.161128,1.963606,[50 43] ; [23 11],[53.45669291 39.54330709] ; [19.54330709 14.45669291],0
u2,1,0.171115,1.873148,[13 23] ; [11  9],[15.42857143 20.57142857] ; [ 8.57142857 11.42857143],0
d5,1,0.209897,1.572137,[61 35] ; [18 17],[57.89312977 38.10687023] ; [21.10687023 13.89312977],0
u3,1,0.226685,1.461538,[10 28] ; [ 8 11],[12. 26.] ; [ 6. 13.],0
n4,1,0.271853,1.207374,[59 36] ; [18 17],[56.26923077 38.73076923] ; [20.73076923 14.26923077],0
u1,1,0.272889,1.202168,[ 8 88] ; [ 1 34],[ 6.59541985 89.40458015] ; [ 2.40458015 32.59541985],0
p9,1,0.285788,1.139357,[47 45] ; [21 13],[49.65079365 42.34920635] ; [18.34920635 15.65079365],0
r1,1,0.317336,0.999897,[28 67] ; [ 7 27],[25.7751938 69.2248062] ; [ 9.2248062 24.7751938],0
a1,1,0.330556,0.946719,[11 85] ; [ 2 33],[ 9.52671756 86.47328244] ; [ 3.47328244 31.52671756],0
a8,1,0.392085,0.732467,[ 7 85] ; [ 1 30],[ 5.98373984 86.01626016] ; [ 2.01626016 28.98373984],0
d4,1,0.433453,0.613553,[64 31] ; [21 14],[62.11538462 32.88461538] ; [22.88461538 12.11538462],0
a7,1,0.449996,0.570663,[44 50] ; [19 16],[45.90697674 48.09302326] ; [17.09302326 17.90697674],0
a5,1,0.452759,0.563736,[51 45] ; [16 19],[49.09923664 46.90076336] ; [17.90076336 17.09923664],0
b1,1,0.452759,0.563736,[51 45] ; [16 19],[49.09923664 46.90076336] ; [17.90076336 17.09923664],0
p12,1,0.453333,0.562305,[ 1 95] ; [ 1 34],[ 1.46564885 94.53435115] ; [ 0.53435115 34.46564885],0
s5,1,0.469429,0.523321,[16 78] ; [ 4 30],[14.6875 79.3125] ; [ 5.3125 28.6875],0
s1,1,0.486294,0.484716,[ 5 90] ; [ 3 32],[ 5.84615385 89.15384615] ; [ 2.15384615 32.84615385],0
s6,1,0.549816,0.357646,[34 62] ; [14 20],[35.44615385 60.55384615] ; [12.55384615 21.44615385],0
v2,1,0.584997,0.298225,[36 55] ; [12 23],[34.66666667 56.33333333] ; [13.33333333 21.66666667],0
n5,1,0.67638,0.174229,[58 36] ; [19 14],[56.99212598 37.00787402] ; [20.00787402 12.99212598],0
b5,1,0.682974,0.166798,[51 45] ; [20 15],[52.03053435 43.96946565] ; [18.96946565 16.03053435],0
n3,1,0.714958,0.133375,[23 21] ; [8 9],[22.36065574 21.63934426] ; [8.63934426 8.36065574],0
a6,1,0.721981,0.126602,[46 50] ; [18 17],[46.90076336 49.09923664] ; [17.09923664 17.90076336],0
n1,1,0.753276,0.098799,[14 31] ; [ 6 11],[14.51612903 30.48387097] ; [ 5.48387097 11.51612903],0
a2,1,0.754609,0.097699,[10 86] ; [ 3 32],[ 9.52671756 86.47328244] ; [ 3.47328244 31.52671756],0
v3,1,0.795638,0.067079,[21 74] ; [ 7 28],[20.46153846 74.53846154] ; [ 7.53846154 27.46153846],0
v1,1,0.808284,0.058874,[31 61] ; [11 24],[30.42519685 61.57480315] ; [11.57480315 23.42519685],0
d3,1,0.843255,0.039098,[47 48] ; [18 17],[47.5 47.5] ; [17.5 17.5],0
s3,1,0.892649,0.018212,[34 60] ; [12 20],[34.31746032 59.68253968] ; [11.68253968 20.31746032],0
p1,1,0.965321,0.00189,[ 8 88] ; [ 3 32],[ 8.0610687 87.9389313] ; [ 2.9389313 32.0610687],0
r2,1,0.994521,4.7e-05,[50 39] ; [18 14],[50.01652893 38.98347107] ; [17.98347107 14.01652893],0
