Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,28.524704,[38 12] ; [ 4 25],[26.58227848 23.41772152] ; [15.41772152 13.58227848],1
d1,1,1e-06,23.907556,[29 21] ; [ 1 29],[18.75 31.25] ; [11.25 18.75],1
r4,1,7.2e-05,15.761246,[39 11] ; [10 20],[30.625 19.375] ; [18.375 11.625],1
r3,1,7.9e-05,15.586173,[44  5] ; [15 15],[36.59493671 12.40506329] ; [22.40506329  7.59493671],1
s3,1,9.5e-05,15.242072,[33 15] ; [ 7 23],[24.61538462 23.38461538] ; [15.38461538 14.61538462],1
r1,1,0.000967,10.888889,[37 13] ; [11 19],[30. 20.] ; [18. 12.],1
d5,1,0.002058,9.496676,[40 10] ; [14 16],[33.75 16.25] ; [20.25  9.75],0
v4,1,0.002906,8.86561,[45  5] ; [18 11],[39.87341772 10.12658228] ; [23.12658228  5.87341772],0
s2,1,0.003831,8.362362,[24 25] ; [ 5 25],[17.98734177 31.01265823] ; [11.01265823 18.98734177],0
u3,1,0.007176,7.22843,[8 3] ; [ 3 12],[4.65384615 6.34615385] ; [6.34615385 8.65384615],0
r2,1,0.008808,6.861365,[45  4] ; [20  9],[40.83333333  8.16666667] ; [24.16666667  4.83333333],0
a7,1,0.013814,6.061753,[37 13] ; [14 16],[31.875 18.125] ; [19.125 10.875],0
a3,1,0.015503,5.858349,[39 11] ; [15 14],[34.17721519 15.82278481] ; [19.82278481  9.17721519],0
v1,1,0.022852,5.179735,[26 22] ; [ 8 21],[21.19480519 26.80519481] ; [12.80519481 16.19480519],0
s6,1,0.032609,4.566187,[29 21] ; [10 20],[24.375 25.625] ; [14.625 15.375],0
a1,1,0.052249,3.767776,[ 2 48] ; [ 5 25],[ 4.375 45.625] ; [ 2.625 27.375],0
b5,1,0.071242,3.25418,[32 18] ; [13 17],[28.125 21.875] ; [16.875 13.125],0
p2,1,0.076948,3.128214,[35 13] ; [16 14],[31.38461538 16.61538462] ; [19.61538462 10.38461538],0
p11,1,0.089026,2.891898,[33 17] ; [14 16],[29.375 20.625] ; [17.625 12.375],0
p1,1,0.111961,2.526316,[ 1 49] ; [ 3 27],[ 2.5 47.5] ; [ 1.5 28.5],0
v2,1,0.12754,2.322199,[26 23] ; [ 9 17],[22.86666667 26.13333333] ; [12.13333333 13.86666667],0
n2,1,0.152239,2.049673,[13  2] ; [11  6],[11.25  3.75] ; [12.75  4.25],0
b4,1,0.165857,1.92,[28 22] ; [12 18],[25. 25.] ; [15. 15.],0
p9,1,0.172381,1.862118,[37 12] ; [17 11],[34.36363636 14.63636364] ; [19.63636364  8.36363636],0
s5,1,0.178223,1.812381,[11 38] ; [ 3 26],[ 8.79487179 40.20512821] ; [ 5.20512821 23.79487179],0
s8,1,0.180433,1.79405,[17 33] ; [ 6 24],[14.375 35.625] ; [ 8.625 21.375],0
a5,1,0.218159,1.516441,[32 18] ; [15 15],[29.375 20.625] ; [17.625 12.375],0
s7,1,0.221168,1.496779,[17 32] ; [ 6 22],[14.63636364 34.36363636] ; [ 8.36363636 19.63636364],0
p10,1,0.343439,0.89755,[31 17] ; [15 13],[29.05263158 18.94736842] ; [16.94736842 11.05263158],0
d2,1,0.345779,0.888889,[22 28] ; [10 20],[20. 30.] ; [12. 18.],0
n4,1,0.365406,0.819227,[38 12] ; [20 10],[36.25 13.75] ; [21.75  8.25],0
b3,1,0.37842,0.775827,[ 7 23] ; [ 6 11],[ 8.29787234 21.70212766] ; [ 4.70212766 12.29787234],0
b2,1,0.37842,0.775827,[ 7 23] ; [ 6 11],[ 8.29787234 21.70212766] ; [ 4.70212766 12.29787234],0
p3,1,0.395145,0.723051,[14 35] ; [ 6 24],[12.40506329 36.59493671] ; [ 7.59493671 22.40506329],0
p5,1,0.443677,0.586755,[ 4 46] ; [ 1 27],[ 3.20512821 46.79487179] ; [ 1.79487179 26.20512821],0
s4,1,0.450589,0.56917,[ 8 42] ; [ 3 27],[ 6.875 43.125] ; [ 4.125 25.875],0
p6,1,0.462838,0.539022,[13 33] ; [ 6 23],[11.65333333 34.34666667] ; [ 7.34666667 21.65333333],0
v3,1,0.462838,0.539022,[13 33] ; [ 6 23],[11.65333333 34.34666667] ; [ 7.34666667 21.65333333],0
p8,1,0.476283,0.507363,[15 33] ; [11 17],[16.42105263 31.57894737] ; [ 9.57894737 18.42105263],0
a2,1,0.583858,0.300038,[ 9 41] ; [ 4 26],[ 8.125 41.875] ; [ 4.875 25.125],0
p4,1,0.586464,0.2959,[21 28] ; [11 19],[19.84810127 29.15189873] ; [12.15189873 17.84810127],0
u2,1,0.599337,0.275996,[7 4] ; [8 7],[6.34615385 4.65384615] ; [8.65384615 6.34615385],0
a6,1,0.755497,0.09697,[35 15] ; [20 10],[34.375 15.625] ; [20.625  9.375],0
n3,1,0.756014,0.096547,[9 5] ; [10  7],[8.58064516 5.41935484] ; [10.41935484  6.58064516],0
s1,1,0.757593,0.09526,[ 1 45] ; [ 1 29],[ 1.21052632 44.78947368] ; [ 0.78947368 29.21052632],0
a8,1,0.834926,0.043425,[ 9 38] ; [ 5 24],[ 8.65789474 38.34210526] ; [ 5.34210526 23.65789474],0
p7,1,0.908729,0.013143,[26 20] ; [16 13],[25.76 20.24] ; [16.24 12.76],0
a4,1,0.952116,0.003606,[18 32] ; [11 19],[18.125 31.875] ; [10.875 19.125],0
b1,1,0.953596,0.003386,[28 22] ; [17 13],[28.125 21.875] ; [16.875 13.125],0
n1,1,1.0,0.0,[7 7] ; [8 8],[7. 7.] ; [8. 8.],0
