Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,83.624554,[38 71] ; [263  60],[75.94675926 33.05324074] ; [225.05324074  97.94675926],1
d3,1,0.0,62.36871,[52 57] ; [276  48],[82.56812933 26.43187067] ; [245.43187067  78.56812933],1
a2,1,0.0,29.081086,[  9 100] ; [114 210],[30.9630485 78.0369515] ; [ 92.0369515 231.9630485],1
u1,1,0.0,28.599234,[  5 104] ; [ 96 228],[25.42494226 83.57505774] ; [ 75.57505774 248.42494226],1
b5,1,0.000238,13.502515,[50 59] ; [213 111],[66.20554273 42.79445727] ; [196.79445727 127.20554273],1
d1,1,0.003577,8.486898,[69 40] ; [251  73],[80.55427252 28.44572748] ; [239.44572748  84.55427252],0
s5,1,0.028591,4.79209,[47 54] ; [107 204],[37.75242718 63.24757282] ; [116.24757282 194.75242718],0
r1,1,0.043647,4.070178,[84 25] ; [275  47],[90.79118329 18.20881671] ; [268.20881671  53.79118329],0
p2,1,0.046882,3.949624,[83 23] ; [279  44],[89.44522145 16.55477855] ; [272.55477855  50.44522145],0
b1,1,0.047788,3.91741,[46 63] ; [103 221],[37.50808314 71.49191686] ; [111.49191686 212.50808314],0
u4,1,0.067221,3.3496,[  5 104] ; [  5 319],[  2.51732102 106.48267898] ; [  7.48267898 316.51732102],0
b2,1,0.07466,3.17748,[34 37] ; [ 71 127],[27.71375465 43.28624535] ; [ 77.28624535 120.71375465],0
b3,1,0.07466,3.17748,[34 37] ; [ 71 127],[27.71375465 43.28624535] ; [ 77.28624535 120.71375465],0
p7,1,0.080931,3.046114,[77 27] ; [204 111],[69.74701671 34.25298329] ; [211.25298329 103.74701671],0
r3,1,0.121168,2.402157,[102   6] ; [313   8],[104.47552448   3.52447552] ; [310.52447552  10.47552448],0
u3,1,0.124914,2.354599,[ 9 12] ; [45 28],[12.06382979  8.93617021] ; [41.93617021 31.06382979],0
a8,1,0.136483,2.217173,[11 94] ; [ 46 232],[15.62663185 89.37336815] ; [ 41.37336815 236.62663185],0
p1,1,0.1472,2.10103,[  4 104] ; [ 25 298],[  7.26682135 100.73317865] ; [ 21.73317865 301.26682135],0
v4,1,0.16137,1.961342,[100   9] ; [305  15],[102.9020979   6.0979021] ; [302.0979021  17.9020979],0
p12,1,0.170906,1.874981,[ 6 98] ; [ 33 290],[ 9.49882904 94.50117096] ; [ 29.50117096 293.49882904],0
u2,1,0.179078,1.805263,[ 8 12] ; [41 31],[10.65217391  9.34782609] ; [38.34782609 33.65217391],0
r4,1,0.18273,1.775278,[94 15] ; [294  30],[97.67205543 11.32794457] ; [290.32794457  33.67205543],0
n1,1,0.183097,1.772308,[11 14] ; [19 46],[ 8.33333333 16.66666667] ; [21.66666667 43.33333333],0
p4,1,0.204588,1.609316,[61 43] ; [211 111],[66.40375587 37.59624413] ; [205.59624413 116.40375587],0
s6,1,0.208305,1.583166,[67 37] ; [225  92],[72.13301663 31.86698337] ; [219.86698337  97.13301663],0
p10,1,0.212682,1.553076,[83 21] ; [272  48],[87.0754717 16.9245283] ; [267.9245283  52.0754717],0
b4,1,0.217896,1.518172,[60 49] ; [200 124],[65.45034642 43.54965358] ; [194.54965358 129.45034642],0
n3,1,0.22872,1.448806,[22  4] ; [48 18],[19.7826087  6.2173913] ; [50.2173913 15.7826087],0
p9,1,0.303344,1.059437,[88 17] ; [279  39],[91.09929078 13.90070922] ; [275.90070922  42.09929078],0
a5,1,0.315211,1.008713,[84 25] ; [264  60],[87.60277136 21.39722864] ; [260.39722864  63.60277136],0
v1,1,0.377746,0.778025,[72 33] ; [203 115],[68.26241135 36.73758865] ; [206.73758865 111.26241135],0
n4,1,0.393907,0.726849,[88 19] ; [254  70],[84.90487239 22.09512761] ; [257.09512761  66.90487239],0
n6,1,0.424707,0.637253,[87 19] ; [273  47],[89.57746479 16.42253521] ; [270.42253521  49.57746479],0
r2,1,0.443923,0.58612,[99  7] ; [304  15],[100.51294118   5.48705882] ; [302.48705882  16.51294118],0
a4,1,0.470527,0.520738,[52 57] ; [167 156],[55.25694444 53.74305556] ; [163.74305556 159.25694444],0
p11,1,0.476901,0.505942,[84 25] ; [260  64],[86.59584296 22.40415704] ; [257.40415704  66.59584296],0
a3,1,0.506428,0.44144,[88 21] ; [251  72],[85.53472222 23.46527778] ; [253.46527778  69.53472222],0
d4,1,0.553033,0.351912,[99 10] ; [300  24],[100.44110855   8.55889145] ; [298.55889145  25.44110855],0
a1,1,0.581634,0.3036,[  8 101] ; [ 19 305],[  6.79676674 102.20323326] ; [ 20.20323326 303.79676674],0
s1,1,0.591006,0.288776,[  2 105] ; [  9 310],[  2.7629108 104.2370892] ; [  8.2370892 310.7629108],0
n5,1,0.629406,0.232867,[81 25] ; [237  83],[79.12676056 26.87323944] ; [238.87323944  81.12676056],0
