Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,143.133256,[334  22] ; [38 54],[295.60714286  60.39285714] ; [76.39285714 15.60714286],1
n6,1,0.0,61.328494,[335  20] ; [59 32],[313.60986547  41.39013453] ; [80.39013453 10.60986547],1
v1,1,0.0,33.288709,[228 119] ; [28 60],[204.21149425 142.78850575] ; [51.78850575 36.21149425],1
p4,1,8.6e-05,15.431558,[256  97] ; [47 45],[240.35730337 112.64269663] ; [62.64269663 29.35730337],1
p11,1,0.000181,14.02143,[312  44] ; [66 26],[300.375  55.625] ; [77.625 14.375],1
a8,1,0.001671,9.880384,[ 53 261] ; [ 3 82],[ 44.07017544 269.92982456] ; [11.92982456 73.07017544],0
a3,1,0.002974,8.823645,[298  56] ; [65 27],[288.12107623  65.87892377] ; [74.87892377 17.12107623],0
v3,1,0.003176,8.703604,[167 171] ; [28 60],[154.71830986 183.28169014] ; [40.28169014 47.71830986],0
p5,1,0.008736,6.875926,[ 57 295] ; [ 5 86],[ 49.26410835 302.73589165] ; [12.73589165 78.26410835],0
u1,1,0.012451,6.245501,[104 252] ; [15 77],[ 94.5625 261.4375] ; [24.4375 67.5625],0
s4,1,0.013695,6.077102,[ 56 294] ; [25 67],[ 64.14027149 285.85972851] ; [16.85972851 75.14027149],0
a2,1,0.01375,6.069953,[134 222] ; [22 70],[123.96428571 232.03571429] ; [32.03571429 59.96428571],0
p3,1,0.01634,5.765898,[214 139] ; [43 49],[203.86741573 149.13258427] ; [53.13258427 38.86741573],0
s7,1,0.018505,5.547688,[197 144] ; [39 50],[187.15348837 153.84651163] ; [48.84651163 40.15348837],0
p8,1,0.02074,5.348542,[213 138] ; [43 48],[203.29411765 147.70588235] ; [52.70588235 38.29411765],0
a4,1,0.021941,5.250424,[213 142] ; [43 49],[203.31096197 151.68903803] ; [52.68903803 39.31096197],0
s8,1,0.026093,4.949873,[195 157] ; [39 53],[185.51351351 166.48648649] ; [48.48648649 43.51351351],0
p12,1,0.026311,4.935463,[ 44 311] ; [ 4 88],[ 38.12080537 316.87919463] ; [ 9.87919463 82.12080537],0
p6,1,0.063155,3.452522,[156 195] ; [31 61],[148.16478555 202.83521445] ; [38.83521445 53.16478555],0
p2,1,0.072792,3.218909,[313  41] ; [74 17],[307.86067416  46.13932584] ; [79.13932584 11.86067416],0
a5,1,0.117567,2.449438,[306  50] ; [73 19],[301.16964286  54.83035714] ; [77.83035714 14.16964286],0
n2,1,0.119675,2.421567,[45 12] ; [17 10],[42.07142857 14.92857143] ; [19.92857143  7.07142857],0
b1,1,0.127078,2.327841,[135 221] ; [27 65],[128.73214286 227.26785714] ; [33.26785714 58.73214286],0
s2,1,0.162663,1.94929,[212 140] ; [48 44],[206.12612613 145.87387387] ; [53.87387387 38.12612613],0
r4,1,0.184016,1.764887,[335  21] ; [83  9],[332.16071429  23.83928571] ; [85.83928571  6.16071429],0
s5,1,0.1911,1.709118,[145 195] ; [30 56],[139.6713615 200.3286385] ; [35.3286385 50.6713615],0
s6,1,0.191569,1.705513,[254  93] ; [61 31],[248.98633257  98.01366743] ; [66.01366743 25.98633257],0
a7,1,0.222218,1.489989,[273  83] ; [76 16],[277.33035714  78.66964286] ; [71.66964286 20.33035714],0
p7,1,0.227295,1.457711,[245 100] ; [58 32],[240.31034483 104.68965517] ; [62.68965517 27.31034483],0
u2,1,0.23535,1.408234,[33 25] ; [19  8],[35.48235294 22.51764706] ; [16.51764706 10.48235294],0
d3,1,0.247994,1.334568,[313  42] ; [85  7],[316.08501119  38.91498881] ; [81.91498881 10.08501119],0
n1,1,0.271495,1.209177,[24 33] ; [ 8 19],[21.71428571 35.28571429] ; [10.28571429 16.71428571],0
a6,1,0.277399,1.179787,[266  88] ; [64 28],[261.92825112  92.07174888] ; [68.07174888 23.92825112],0
u3,1,0.297911,1.08352,[34 24] ; [19  8],[36.16470588 21.83529412] ; [16.83529412 10.16470588],0
a1,1,0.31648,1.003438,[ 21 335] ; [ 3 89],[ 19.07142857 336.92857143] ; [ 4.92857143 87.07142857],0
r1,1,0.324169,0.972052,[307  48] ; [75 16],[304.05829596  50.94170404] ; [77.94170404 13.05829596],0
d2,1,0.352177,0.865596,[256  98] ; [62 30],[252.40358744 101.59641256] ; [65.59641256 26.40358744],0
p1,1,0.353195,0.861945,[ 35 321] ; [ 6 84],[ 32.7264574 323.2735426] ; [ 8.2735426 81.7264574],0
r3,1,0.410903,0.676186,[339  14] ; [90  2],[340.30786517  12.69213483] ; [88.69213483  3.30786517],0
d5,1,0.475964,0.508097,[346   8] ; [91  1],[346.85650224   7.14349776] ; [90.14349776  1.85650224],0
s3,1,0.480121,0.498589,[218 132] ; [53 38],[215.07936508 134.92063492] ; [55.92063492 35.07936508],0
v2,1,0.485491,0.486504,[218 126] ; [51 35],[215.2 128.8] ; [53.8 32.2],0
b4,1,0.510041,0.433982,[211 145] ; [58 34],[213.75892857 142.24107143] ; [55.24107143 36.75892857],0
p9,1,0.582071,0.302898,[337  18] ; [86  6],[335.93959732  19.06040268] ; [87.06040268  4.93959732],0
s1,1,0.590155,0.290102,[  8 343] ; [ 3 89],[  8.71557562 342.28442438] ; [ 2.28442438 89.71557562],0
n3,1,0.632617,0.228529,[41 16] ; [20  6],[41.89156627 15.10843373] ; [19.10843373  6.89156627],0
b5,1,0.677663,0.172768,[216 140] ; [58 34],[217.73214286 138.26785714] ; [56.26785714 35.73214286],0
r2,1,0.704806,0.143521,[341   9] ; [88  3],[340.47619048   9.52380952] ; [88.52380952  2.47619048],0
d4,1,0.809229,0.058284,[349   5] ; [91  1],[349.23766816   4.76233184] ; [90.76233184  1.23766816],0
v4,1,0.940026,0.005661,[343  11] ; [89  3],[342.88789238  11.11210762] ; [89.11210762  2.88789238],0
b2,1,0.978388,0.000734,[ 96 138] ; [20 29],[ 95.91519435 138.08480565] ; [20.08480565 28.91519435],0
