Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2e-06,22.901937,[50 98] ; [63 34],[68.26122449 79.73877551] ; [44.73877551 52.26122449],1
p2,1,6e-06,20.591036,[88 64] ; [85 15],[104.34920635  47.65079365] ; [68.65079365 31.34920635],1
p4,1,1e-05,19.435792,[ 40 111] ; [54 46],[56.5498008 94.4501992] ; [37.4501992 62.5498008],1
r1,1,4.5e-05,16.644656,[86 68] ; [80 19],[101.04347826  52.95652174] ; [64.95652174 34.04347826],1
p11,1,7.6e-05,15.657235,[92 62] ; [84 17],[106.29019608  47.70980392] ; [69.70980392 31.29019608],1
v3,1,8.4e-05,15.458089,[ 29 120] ; [41 55],[ 42.57142857 106.42857143] ; [27.42857143 68.57142857],1
p7,1,0.000117,14.837542,[57 94] ; [62 37],[71.876 79.124] ; [47.124 51.876],1
p9,1,0.000252,13.394056,[89 62] ; [81 19],[102.27091633  48.72908367] ; [67.72908367 32.27091633],1
p10,1,0.00034,12.837313,[81 70] ; [76 24],[94.4501992 56.5498008] ; [62.5498008 37.4501992],1
p3,1,0.000379,12.631441,[ 37 117] ; [45 54],[ 49.91304348 104.08695652] ; [32.08695652 66.91304348],1
a5,1,0.001192,10.503407,[80 74] ; [73 28],[92.4 61.6] ; [60.6 40.4],0
p8,1,0.00124,10.430092,[ 48 104] ; [51 47],[60.192 91.808] ; [38.808 59.192],0
r4,1,0.001594,9.966261,[104  50] ; [86 15],[114.74509804  39.25490196] ; [75.25490196 25.74509804],0
s8,1,0.002364,9.24326,[  9 145] ; [18 83],[ 16.30588235 137.69411765] ; [10.69411765 90.30588235],0
s5,1,0.002925,8.853434,[  9 140] ; [18 82],[ 16.15662651 132.84337349] ; [10.84337349 89.15662651],0
p5,1,0.003718,8.416754,[  2 150] ; [ 9 92],[  6.60869565 145.39130435] ; [ 4.39130435 96.60869565],0
r3,1,0.004266,8.167093,[122  31] ; [92  7],[129.92857143  23.07142857] ; [84.07142857 14.92857143],0
v4,1,0.005525,7.699066,[123  30] ; [93  7],[130.62450593  22.37549407] ; [85.37549407 14.62450593],0
a3,1,0.006429,7.426014,[83 70] ; [72 29],[93.36614173 59.63385827] ; [61.63385827 39.36614173],0
n5,1,0.017498,5.645762,[87 65] ; [72 28],[95.9047619 56.0952381] ; [63.0952381 36.9047619],0
n3,1,0.01792,5.603977,[33 25] ; [15  2],[37.12 20.88] ; [10.88  6.12],0
p6,1,0.028027,4.826433,[ 22 129] ; [25 72],[ 28.61693548 122.38306452] ; [18.38306452 78.61693548],0
s2,1,0.036016,4.39637,[ 15 138] ; [19 81],[ 20.56126482 132.43873518] ; [13.43873518 86.56126482],0
n4,1,0.058105,3.590658,[93 61] ; [72 28],[100.03937008  53.96062992] ; [64.96062992 35.03937008],0
u3,1,0.059779,3.543518,[27 44] ; [17 12],[31.24 39.76] ; [12.76 16.24],0
r2,1,0.070538,3.270447,[127  24] ; [91  8],[131.672  19.328] ; [86.328 12.672],0
a4,1,0.078683,3.091897,[ 50 103] ; [44 57],[56.62204724 96.37795276] ; [37.37795276 63.62204724],0
n2,1,0.08315,3.002224,[34 25] ; [13  3],[36.97333333 22.02666667] ; [10.02666667  5.97333333],0
b2,1,0.088032,2.910005,[26 60] ; [28 36],[30.96 55.04] ; [23.04 40.96],0
b3,1,0.088032,2.910005,[26 60] ; [28 36],[30.96 55.04] ; [23.04 40.96],0
p12,1,0.166054,1.918213,[  2 152] ; [ 4 96],[  3.63779528 150.36220472] ; [ 2.36220472 97.63779528],0
n6,1,0.168335,1.897713,[104  49] ; [76 24],[108.85375494  44.14624506] ; [71.14624506 28.85375494],0
d1,1,0.210658,1.5669,[70 84] ; [54 47],[74.88627451 79.11372549] ; [49.11372549 51.88627451],0
a6,1,0.429368,0.624533,[102  52] ; [62 39],[99.04313725 54.95686275] ; [64.95686275 36.04313725],0
s3,1,0.435382,0.608423,[ 30 121] ; [24 76],[ 32.48605578 118.51394422] ; [21.51394422 78.48605578],0
a1,1,0.503583,0.447378,[  9 145] ; [ 4 97],[  7.85098039 146.14901961] ; [ 5.14901961 95.85098039],0
p1,1,0.523166,0.407648,[ 13 140] ; [11 90],[ 14.45669291 138.54330709] ; [ 9.54330709 91.45669291],0
a7,1,0.523913,0.406184,[99 53] ; [69 31],[101.33333333  50.66666667] ; [66.66666667 33.33333333],0
n1,1,0.530906,0.392657,[17 41] ; [ 6 10],[18.02702703 39.97297297] ; [ 4.97297297 11.02702703],0
d2,1,0.548334,0.36031,[63 88] ; [46 55],[65.31349206 85.68650794] ; [43.68650794 57.31349206],0
s4,1,0.572355,0.318759,[ 12 142] ; [ 6 95],[ 10.87058824 143.12941176] ; [ 7.12941176 93.87058824],0
a2,1,0.580647,0.30519,[ 22 132] ; [17 84],[ 23.55294118 130.44705882] ; [15.44705882 85.55294118],0
u1,1,0.607525,0.263794,[ 11 143] ; [ 9 92],[ 12.07843137 141.92156863] ; [ 7.92156863 93.07843137],0
d4,1,0.642884,0.21499,[108  45] ; [74 27],[109.62992126  43.37007874] ; [72.37007874 28.62992126],0
a8,1,0.684827,0.164742,[ 13 131] ; [ 7 86],[ 12.15189873 131.84810127] ; [ 7.84810127 85.15189873],0
d5,1,0.732571,0.116764,[106  47] ; [72 29],[107.22047244  45.77952756] ; [70.77952756 30.22047244],0
b5,1,0.761524,0.0921,[87 67] ; [59 42],[88.17254902 65.82745098] ; [57.82745098 43.17254902],0
u4,1,0.762894,0.091012,[  1 153] ; [  1 100],[  1.20784314 152.79215686] ; [  0.79215686 100.20784314],0
b4,1,0.789185,0.071486,[88 66] ; [56 45],[86.96470588 67.03529412] ; [57.03529412 43.96470588],0
d3,1,0.811173,0.05708,[88 64] ; [60 41],[88.91699605 63.08300395] ; [59.08300395 41.91699605],0
s1,1,0.830816,0.045649,[  7 145] ; [ 4 95],[  6.66135458 145.33864542] ; [ 4.33864542 94.66135458],0
u2,1,0.93573,0.006502,[32 38] ; [13 16],[31.81818182 38.18181818] ; [13.18181818 15.81818182],0
b1,1,0.95381,0.003355,[65 89] ; [43 58],[65.22352941 88.77647059] ; [42.77647059 58.22352941],0
