Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,44.368001,[81 15] ; [ 4 21],[67.43801653 28.56198347] ; [17.56198347  7.43801653],1
v4,1,0.0,28.385684,[88  7] ; [12 13],[79.16666667 15.83333333] ; [20.83333333  4.16666667],1
r1,1,0.000119,14.808321,[64 32] ; [ 6 19],[55.53719008 40.46280992] ; [14.46280992 10.53719008],1
r3,1,0.000669,11.572466,[83 13] ; [14 11],[76.95867769 19.04132231] ; [20.04132231  4.95867769],1
u3,1,0.00293,8.850619,[26 29] ; [ 1 15],[20.91549296 34.08450704] ; [6.08450704 9.91549296],0
v3,1,0.006637,7.368592,[28 64] ; [ 1 24],[22.8034188 69.1965812] ; [ 6.1965812 18.8034188],0
p3,1,0.020108,5.40247,[39 56] ; [ 4 21],[34.04166667 60.95833333] ; [ 8.95833333 16.04166667],0
a6,1,0.024807,5.037336,[58 37] ; [ 9 16],[53.04166667 41.95833333] ; [13.95833333 11.04166667],0
p9,1,0.056483,3.637754,[65 27] ; [12 12],[61.06896552 30.93103448] ; [15.93103448  8.06896552],0
n6,1,0.062007,3.48287,[72 24] ; [14 11],[68.23140496 27.76859504] ; [17.76859504  7.23140496],0
a7,1,0.063345,3.447566,[54 41] ; [ 9 16],[49.875 45.125] ; [13.125 11.875],0
v2,1,0.083651,2.9925,[27 63] ; [ 3 21],[23.68421053 66.31578947] ; [ 6.31578947 17.68421053],0
s7,1,0.087636,2.917279,[31 58] ; [ 4 20],[27.56637168 61.43362832] ; [ 7.43362832 16.56637168],0
s3,1,0.089967,2.874966,[47 45] ; [ 8 17],[43.24786325 48.75213675] ; [11.75213675 13.24786325],0
p10,1,0.116717,2.460826,[59 34] ; [11 13],[55.64102564 37.35897436] ; [14.35897436  9.64102564],0
n3,1,0.121867,2.393162,[21  7] ; [6 6],[18.9  9.1] ; [8.1 3.9],0
p6,1,0.125109,2.352164,[31 64] ; [ 4 20],[27.94117647 67.05882353] ; [ 7.05882353 16.94117647],0
p11,1,0.127687,2.320398,[69 27] ; [14 11],[65.85123967 30.14876033] ; [17.14876033  7.85123967],0
n4,1,0.168669,1.894737,[60 35] ; [12 13],[57. 38.] ; [15. 10.],0
b4,1,0.181794,1.782895,[51 45] ; [17  8],[53.95041322 42.04958678] ; [14.04958678 10.95041322],0
p7,1,0.219992,1.504426,[49 42] ; [10 15],[46.28448276 44.71551724] ; [12.71551724 12.28448276],0
d2,1,0.229816,1.442001,[22 74] ; [ 3 22],[19.83471074 76.16528926] ; [ 5.16528926 19.83471074],0
s6,1,0.230954,1.434976,[46 47] ; [ 9 16],[43.34745763 49.65254237] ; [11.65254237 13.34745763],0
a5,1,0.232633,1.424687,[43 52] ; [ 8 17],[40.375 54.625] ; [10.625 14.375],0
s5,1,0.240663,1.376703,[25 66] ; [ 4 21],[22.75 68.25] ; [ 6.25 18.75],0
p2,1,0.243965,1.357534,[65 30] ; [14 11],[62.54166667 32.45833333] ; [16.45833333  8.54166667],0
b1,1,0.306143,1.047242,[39 57] ; [13 12],[41.25619835 54.74380165] ; [10.74380165 14.25619835],0
a8,1,0.311923,1.022516,[ 9 82] ; [ 4 19],[10.37719298 80.62280702] ; [ 2.62280702 20.37719298],0
p4,1,0.347327,0.883198,[39 53] ; [ 8 17],[36.95726496 55.04273504] ; [10.04273504 14.95726496],0
s2,1,0.358614,0.842741,[36 59] ; [ 7 18],[34.04166667 60.95833333] ; [ 8.95833333 16.04166667],0
u2,1,0.413265,0.669389,[27 28] ; [ 6 10],[25.56338028 29.43661972] ; [7.43661972 8.56338028],0
a4,1,0.415977,0.661654,[18 77] ; [ 3 22],[16.625 78.375] ; [ 4.375 20.625],0
a1,1,0.431626,0.618444,[ 4 92] ; [ 2 23],[ 4.76033058 91.23966942] ; [ 1.23966942 23.76033058],0
s1,1,0.446947,0.578382,[ 4 90] ; [ 2 23],[ 4.7394958 89.2605042] ; [ 1.2605042 23.7394958],0
n2,1,0.468717,0.525,[21  9] ; [7 5],[20. 10.] ; [8. 4.],0
b5,1,0.479495,0.500011,[50 46] ; [15 10],[51.57024793 44.42975207] ; [13.42975207 11.57024793],0
b2,1,0.502335,0.45,[15 34] ; [ 3 11],[14. 35.] ; [ 4. 10.],0
b3,1,0.502335,0.45,[15 34] ; [ 3 11],[14. 35.] ; [ 4. 10.],0
p8,1,0.5262,0.401724,[42 52] ; [ 9 15],[40.62711864 53.37288136] ; [10.37288136 13.62711864],0
d3,1,0.586308,0.296147,[36 59] ; [ 8 17],[34.83333333 60.16666667] ; [ 9.16666667 15.83333333],0
d4,1,0.6075,0.263832,[43 51] ; [10 15],[41.86554622 52.13445378] ; [11.13445378 13.86554622],0
n1,1,0.663911,0.188808,[10 19] ; [5 7],[10.6097561 18.3902439] ; [4.3902439 7.6097561],0
a3,1,0.682107,0.167763,[40 55] ; [ 9 15],[39.11764706 55.88235294] ; [ 9.88235294 14.11764706],0
p1,1,0.707932,0.140351,[ 9 86] ; [ 3 22],[ 9.5 85.5] ; [ 2.5 22.5],0
s4,1,0.736545,0.113186,[22 73] ; [ 5 20],[21.375 73.625] ; [ 5.625 19.375],0
a2,1,0.804219,0.06145,[ 5 91] ; [ 1 24],[ 4.76033058 91.23966942] ; [ 1.23966942 23.76033058],0
p12,1,0.809118,0.058353,[ 9 85] ; [ 2 23],[ 8.68907563 85.31092437] ; [ 2.31092437 22.68907563],0
n5,1,0.909554,0.012905,[59 35] ; [16  9],[59.24369748 34.75630252] ; [15.75630252  9.24369748],0
s8,1,0.982545,0.000479,[23 72] ; [ 6 19],[22.95833333 72.04166667] ; [ 6.04166667 18.95833333],0
p5,1,0.988958,0.000192,[ 8 87] ; [ 2 22],[ 7.98319328 87.01680672] ; [ 2.01680672 21.98319328],0
