Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,28.254467,[25 50] ; [60 19],[41.3961039 33.6038961] ; [43.6038961 35.3961039],1
a4,1,0.0,25.355265,[ 8 68] ; [37 41],[22.20779221 53.79220779] ; [22.79220779 55.20779221],1
d5,1,7e-06,20.274806,[34 42] ; [63 16],[47.56129032 28.43870968] ; [49.43870968 29.56129032],1
a6,1,4.3e-05,16.731336,[28 48] ; [55 24],[40.69677419 35.30322581] ; [42.30322581 36.69677419],1
d1,1,9.1e-05,15.306146,[14 62] ; [38 41],[25.49677419 50.50322581] ; [26.50322581 52.49677419],1
d2,1,0.000155,14.316444,[17 59] ; [40 37],[28.31372549 47.68627451] ; [28.68627451 48.31372549],1
d4,1,0.00242,9.199927,[40 36] ; [60 19],[49.03225806 26.96774194] ; [50.96774194 28.03225806],0
s7,1,0.047875,3.914358,[14 61] ; [24 49],[19.25675676 55.74324324] ; [18.74324324 54.25675676],0
u1,1,0.059843,3.541718,[ 1 75] ; [ 6 73],[ 3.43225806 72.56774194] ; [ 3.56774194 75.43225806],0
n5,1,0.062554,3.468354,[44 32] ; [57 22],[49.52258065 26.47741935] ; [51.47741935 27.52258065],0
n1,1,0.066353,3.371002,[ 5 19] ; [13 16],[ 8.1509434 15.8490566] ; [ 9.8490566 19.1509434],0
p2,1,0.112,2.52577,[52 23] ; [45 34],[47.24025974 27.75974026] ; [49.75974026 29.24025974],0
a7,1,0.131495,2.274769,[38 38] ; [49 30],[42.65806452 33.34193548] ; [44.34193548 34.65806452],0
s4,1,0.180852,1.790606,[18 58] ; [12 67],[14.70967742 61.29032258] ; [15.29032258 63.70967742],0
b1,1,0.207514,1.588684,[28 48] ; [37 42],[31.87096774 44.12903226] ; [33.12903226 45.87096774],0
a8,1,0.211391,1.561875,[ 4 66] ; [ 9 69],[ 6.14864865 63.85135135] ; [ 6.85135135 71.14864865],0
p3,1,0.226838,1.460578,[21 55] ; [29 50],[24.51612903 51.48387097] ; [25.48387097 53.51612903],0
n2,1,0.25727,1.283388,[15  9] ; [23  7],[16.88888889  7.11111111] ; [21.11111111  8.88888889],0
a1,1,0.25739,1.282742,[ 4 72] ; [ 8 71],[ 5.88387097 70.11612903] ; [ 6.11612903 72.88387097],0
b2,1,0.292239,1.109278,[12 33] ; [17 29],[14.34065934 30.65934066] ; [14.65934066 31.34065934],0
b3,1,0.292239,1.109278,[12 33] ; [17 29],[14.34065934 30.65934066] ; [14.65934066 31.34065934],0
d3,1,0.294067,1.100909,[34 42] ; [42 37],[37.26451613 38.73548387] ; [38.73548387 40.26451613],0
n4,1,0.309453,1.03301,[43 33] ; [51 28],[46.09032258 29.90967742] ; [47.90967742 31.09032258],0
p4,1,0.325877,0.965211,[25 51] ; [32 47],[27.9483871 48.0516129] ; [29.0516129 49.9483871],0
r4,1,0.376006,0.783721,[35 41] ; [42 37],[37.75483871 38.24516129] ; [39.24516129 39.75483871],0
p9,1,0.377506,0.778809,[50 23] ; [57 19],[52.42281879 20.57718121] ; [54.57718121 21.42281879],0
p10,1,0.38238,0.763035,[44 29] ; [53 26],[46.58552632 26.41447368] ; [50.41447368 28.58552632],0
p11,1,0.394619,0.724663,[44 32] ; [51 28],[46.58064516 29.41935484] ; [48.41935484 30.58064516],0
