Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.003029,8.789862,[29  6] ; [15 16],[23.33333333 11.66666667] ; [20.66666667 10.33333333],0
a2,1,0.010012,6.632732,[16 19] ; [ 5 26],[11.13636364 23.86363636] ; [ 9.86363636 21.13636364],0
b5,1,0.013438,6.110455,[29  6] ; [17 14],[24.39393939 10.60606061] ; [21.60606061  9.39393939],0
p4,1,0.028476,4.799013,[18 17] ; [24  7],[22.27272727 12.72727273] ; [19.72727273 11.27272727],0
p5,1,0.029827,4.71922,[ 1 34] ; [ 6 25],[ 3.71212121 31.28787879] ; [ 3.28787879 27.71212121],0
n1,1,0.095852,2.773232,[4 7] ; [6 2],[5.78947368 5.21052632] ; [4.21052632 3.78947368],0
v2,1,0.09601,2.770601,[24 11] ; [15 16],[20.68181818 14.31818182] ; [18.31818182 12.68181818],0
a7,1,0.102182,2.67115,[28  6] ; [20 11],[25.10769231  8.89230769] ; [22.89230769  8.10769231],0
p3,1,0.104943,2.62877,[18 17] ; [22  9],[21.21212121 13.78787879] ; [18.78787879 12.21212121],0
v4,1,0.118792,2.43318,[30  5] ; [30  1],[31.81818182  3.18181818] ; [28.18181818  2.81818182],0
r4,1,0.184119,1.764055,[29  6] ; [29  2],[30.75757576  4.24242424] ; [27.24242424  3.75757576],0
r1,1,0.191533,1.705786,[26  9] ; [27  4],[28.10606061  6.89393939] ; [24.89393939  6.10606061],0
b1,1,0.228009,1.453236,[21 14] ; [14 17],[18.56060606 16.43939394] ; [16.43939394 14.56060606],0
p9,1,0.250015,1.32322,[29  6] ; [22  9],[27.04545455  7.95454545] ; [23.95454545  7.04545455],0
n5,1,0.260333,1.266983,[22 12] ; [24  7],[24.06153846  9.93846154] ; [21.93846154  9.06153846],0
d5,1,0.263779,1.248814,[29  5] ; [23  8],[27.2  6.8] ; [24.8  6.2],0
u2,1,0.278503,1.174381,[7 2] ; [6 5],[5.85 3.15] ; [7.15 3.85],0
u1,1,0.294557,1.098677,[12 23] ; [ 7 24],[10.07575758 24.92424242] ; [ 8.92424242 22.07575758],0
d3,1,0.312085,1.021831,[23 10] ; [25  6],[24.75  8.25] ; [23.25  7.75],0
p1,1,0.321992,0.980838,[ 3 32] ; [ 5 25],[ 4.30769231 30.69230769] ; [ 3.69230769 26.30769231],0
p2,1,0.341778,0.903752,[26  9] ; [26  5],[27.57575758  7.42424242] ; [24.42424242  6.57575758],0
a4,1,0.344343,0.894194,[21 14] ; [15 16],[19.09090909 15.90909091] ; [16.90909091 14.09090909],0
n3,1,0.347756,0.881629,[10  1] ; [6 2],[9.26315789 1.73684211] ; [6.73684211 1.26315789],0
d1,1,0.350682,0.870987,[21 14] ; [22  9],[22.8030303 12.1969697] ; [20.1969697 10.8030303],0
v3,1,0.373479,0.792055,[10 24] ; [12 18],[11.6875 22.3125] ; [10.3125 19.6875],0
s2,1,0.37584,0.784266,[24 11] ; [18 13],[22.27272727 12.72727273] ; [19.72727273 11.27272727],0
a1,1,0.484136,0.489533,[ 1 34] ; [ 2 29],[ 1.59090909 33.40909091] ; [ 1.40909091 29.59090909],0
a3,1,0.500769,0.453307,[26  9] ; [20 10],[24.76923077 10.23076923] ; [21.23076923  8.76923077],0
a8,1,0.513193,0.427551,[ 3 28] ; [ 4 22],[ 3.80701754 27.19298246] ; [ 3.19298246 22.80701754],0
s5,1,0.5221,0.409742,[14 15] ; [12 18],[12.77966102 16.22033898] ; [13.22033898 16.77966102],0
p7,1,0.531363,0.391785,[24 10] ; [24  7],[25.10769231  8.89230769] ; [22.89230769  8.10769231],0
a5,1,0.557883,0.343384,[26  9] ; [21 10],[24.92424242 10.07575758] ; [22.07575758  8.92424242],0
s3,1,0.565531,0.330217,[19 16] ; [19 12],[20.15151515 14.84848485] ; [17.84848485 13.15151515],0
u3,1,0.581989,0.30303,[6 3] ; [6 5],[5.4 3.6] ; [6.6 4.4],0
n2,1,0.598802,0.276807,[7 4] ; [6 2],[7.52631579 3.47368421] ; [5.47368421 2.52631579],0
