Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,7e-06,20.315551,[83 35] ; [22 40],[68.83333333 49.16666667] ; [36.16666667 25.83333333],1
d3,1,0.000832,11.169123,[81 36] ; [27 35],[70.59217877 46.40782123] ; [37.40782123 24.59217877],1
a1,1,0.003594,8.478513,[  1 117] ; [ 6 56],[  4.58888889 113.41111111] ; [ 2.41111111 59.58888889],0
d5,1,0.003735,8.408596,[88 30] ; [33 29],[79.32222222 38.67777778] ; [41.67777778 20.32222222],0
p2,1,0.005121,7.836249,[92 26] ; [36 26],[83.91111111 34.08888889] ; [44.08888889 17.91111111],0
r1,1,0.00626,7.473898,[81 36] ; [30 32],[72.55307263 44.44692737] ; [38.44692737 23.55307263],0
d4,1,0.009811,6.66888,[93 25] ; [37 24],[85.69832402 32.30167598] ; [44.30167598 16.69832402],0
r3,1,0.021048,5.322796,[108   9] ; [50 12],[103.27374302  13.72625698] ; [54.72625698  7.27374302],0
d1,1,0.022638,5.196093,[57 61] ; [19 43],[49.82222222 68.17777778] ; [26.17777778 35.82222222],0
u1,1,0.035084,4.44107,[ 12 106] ; [ 1 61],[  8.52222222 109.47777778] ; [ 4.47777778 57.52222222],0
p10,1,0.040802,4.184213,[79 37] ; [32 29],[72.74576271 43.25423729] ; [38.25423729 22.74576271],0
b1,1,0.054445,3.698991,[47 71] ; [34 28],[53.1 64.9] ; [27.9 34.1],0
r4,1,0.071062,3.258317,[91 27] ; [40 22],[85.87777778 32.12222222] ; [45.12222222 16.87777778],0
p9,1,0.071679,3.244138,[85 31] ; [36 24],[79.75 36.25] ; [41.25 18.75],0
s6,1,0.071886,3.239432,[66 52] ; [25 35],[60.3258427 57.6741573] ; [30.6741573 29.3258427],0
b5,1,0.110223,2.551015,[79 39] ; [34 28],[74.07777778 43.92222222] ; [38.92222222 23.07777778],0
a4,1,0.110442,2.547891,[32 86] ; [24 38],[36.71111111 81.28888889] ; [19.28888889 42.71111111],0
a2,1,0.149338,2.079005,[ 16 102] ; [ 4 58],[ 13.11111111 104.88888889] ; [ 6.88888889 55.11111111],0
r2,1,0.153359,2.038522,[102  15] ; [49 13],[98.69832402 18.30167598] ; [52.30167598  9.69832402],0
v2,1,0.177469,1.818692,[44 70] ; [17 43],[39.96551724 74.03448276] ; [21.03448276 38.96551724],0
a8,1,0.181788,1.782949,[  4 106] ; [ 5 54],[  5.85798817 104.14201183] ; [ 3.14201183 55.85798817],0
p8,1,0.213468,1.547749,[50 65] ; [21 41],[46.1299435 68.8700565] ; [24.8700565 37.1299435],0
v4,1,0.283191,1.151712,[106  11] ; [52  9],[103.85393258  13.14606742] ; [54.14606742  6.85393258],0
p11,1,0.317943,0.99739,[71 47] ; [42 20],[74.07777778 43.92222222] ; [38.92222222 23.07777778],0
s7,1,0.332557,0.938916,[34 80] ; [13 44],[31.33333333 82.66666667] ; [15.66666667 41.33333333],0
n2,1,0.339594,0.911964,[25 15] ; [22  8],[26.85714286 13.14285714] ; [20.14285714  9.85714286],0
p3,1,0.35501,0.855468,[40 77] ; [17 45],[37.25698324 79.74301676] ; [19.74301676 42.25698324],0
n5,1,0.371476,0.798723,[40 77] ; [25 36],[42.7247191 74.2752809] ; [22.2752809 38.7247191],0
s5,1,0.437021,0.604092,[29 87] ; [18 41],[31.15428571 84.84571429] ; [15.84571429 43.15428571],0
n3,1,0.447183,0.577783,[29 12] ; [18 11],[27.52857143 13.47142857] ; [19.47142857  9.52857143],0
p7,1,0.47046,0.520895,[56 56] ; [34 27],[58.26589595 53.73410405] ; [31.73410405 29.26589595],0
p4,1,0.47756,0.50443,[51 67] ; [23 38],[48.78212291 69.21787709] ; [25.21787709 35.78212291],0
