Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,7e-06,20.315551,[83 35] ; [22 40],[68.83333333 49.16666667] ; [36.16666667 25.83333333],1
a5,1,0.515834,0.422215,[65 53] ; [31 31],[62.93333333 55.06666667] ; [33.06666667 28.93333333],0
s2,1,0.546944,0.36282,[50 68] ; [23 38],[48.12290503 69.87709497] ; [24.87709497 36.12290503],0
s8,1,0.54807,0.360785,[34 84] ; [15 46],[32.30167598 85.69832402] ; [16.69832402 44.30167598],0
v1,1,0.561235,0.33757,[39 78] ; [23 38],[40.75280899 76.24719101] ; [21.24719101 39.75280899],0
d2,1,0.598799,0.276811,[41 77] ; [24 38],[42.61111111 75.38888889] ; [22.38888889 39.61111111],0
p6,1,0.624991,0.238915,[31 85] ; [14 46],[29.65909091 86.34090909] ; [15.34090909 44.65909091],0
a3,1,0.651788,0.203654,[68 50] ; [33 28],[66.58100559 51.41899441] ; [34.41899441 26.58100559],0
n6,1,0.690709,0.158319,[74 44] ; [37 25],[72.76666667 45.23333333] ; [38.23333333 23.76666667],0
p1,1,0.703626,0.144727,[  6 112] ; [ 4 58],[  6.55555556 111.44444444] ; [ 3.44444444 58.55555556],0
u2,1,0.722662,0.125956,[24 25] ; [13 16],[23.24358974 25.75641026] ; [13.75641026 15.24358974],0
u3,1,0.728932,0.120095,[29 20] ; [16 13],[28.26923077 20.73076923] ; [16.73076923 12.26923077],0
s4,1,0.765419,0.089026,[29 89] ; [14 48],[28.18888889 89.81111111] ; [14.81111111 47.18888889],0
b2,1,0.76732,0.087546,[15 42] ; [ 8 26],[14.40659341 42.59340659] ; [ 8.59340659 25.40659341],0
b3,1,0.76732,0.087546,[15 42] ; [ 8 26],[14.40659341 42.59340659] ; [ 8.59340659 25.40659341],0
n1,1,0.873792,0.025231,[12 29] ; [ 9 20],[12.3 28.7] ; [ 8.7 20.3],0
b4,1,0.897071,0.016734,[64 54] ; [33 29],[63.58888889 54.41111111] ; [33.41111111 28.58888889],0
s3,1,0.926868,0.008425,[52 65] ; [28 34],[52.29050279 64.70949721] ; [27.70949721 34.29050279],0
p5,1,0.945579,0.004659,[  4 113] ; [ 2 60],[  3.92178771 113.07821229] ; [ 2.07821229 59.92178771],0
s1,1,0.945579,0.004659,[  4 113] ; [ 2 60],[  3.92178771 113.07821229] ; [ 2.07821229 59.92178771],0
