Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.00031,13.008232,[50  6] ; [9 9],[44.64864865 11.35135135] ; [14.35135135  3.64864865],1
a6,1,0.000362,12.720952,[44 12] ; [ 6 12],[37.83783784 18.16216216] ; [12.16216216  5.83783784],1
d3,1,0.015994,5.803519,[42 14] ; [ 8 10],[37.83783784 18.16216216] ; [12.16216216  5.83783784],0
v2,1,0.041675,4.148352,[29 21] ; [ 5 12],[25.37313433 24.62686567] ; [8.62686567 8.37313433],0
r1,1,0.055778,3.658671,[44 12] ; [10  8],[40.86486486 15.13513514] ; [13.13513514  4.86486486],0
v3,1,0.071427,3.249926,[18 34] ; [ 2 15],[15.07246377 36.92753623] ; [ 4.92753623 12.07246377],0
u3,1,0.074317,3.185,[17  3] ; [3 3],[15.38461538  4.61538462] ; [4.61538462 1.38461538],0
s7,1,0.121977,2.391753,[38 14] ; [9 8],[35.42028986 16.57971014] ; [11.57971014  5.42028986],0
d2,1,0.176808,1.824248,[21 35] ; [10  8],[23.45945946 32.54054054] ; [ 7.54054054 10.45945946],0
p7,1,0.190255,1.71564,[35 17] ; [9 9],[32.68571429 19.31428571] ; [11.31428571  6.68571429],0
a4,1,0.210769,1.566138,[16 40] ; [ 8 10],[18.16216216 37.83783784] ; [ 5.83783784 12.16216216],0
p1,1,0.225631,1.468193,[ 6 49] ; [ 4 14],[ 7.53424658 47.46575342] ; [ 2.46575342 15.53424658],0
d4,1,0.229687,1.442798,[45 11] ; [12  6],[43.13513514 12.86486486] ; [13.86486486  4.13513514],0
n1,1,0.233762,1.417824,[ 5 11] ; [5 4],[6.4 9.6] ; [3.6 5.4],0
p4,1,0.329276,0.951743,[30 26] ; [12  6],[31.78378378 24.21621622] ; [10.21621622  7.78378378],0
a2,1,0.330925,0.945276,[12 44] ; [ 2 16],[10.59459459 45.40540541] ; [ 3.40540541 14.59459459],0
p3,1,0.340931,0.906926,[29 27] ; [ 7 11],[27.24324324 28.75675676] ; [8.75675676 9.24324324],0
p8,1,0.346997,0.884407,[32 24] ; [ 8 10],[30.27027027 25.72972973] ; [9.72972973 8.27027027],0
b1,1,0.347394,0.882955,[21 35] ; [9 9],[22.7027027 33.2972973] ; [ 7.2972973 10.7027027],0
s6,1,0.367759,0.811223,[48  8] ; [13  4],[46.79452055  9.20547945] ; [14.20547945  2.79452055],0
b2,1,0.38037,0.769504,[14 15] ; [4 8],[12.73170732 16.26829268] ; [5.26829268 6.73170732],0
b3,1,0.38037,0.769504,[14 15] ; [4 8],[12.73170732 16.26829268] ; [5.26829268 6.73170732],0
a1,1,0.390892,0.736166,[ 1 55] ; [ 1 17],[ 1.51351351 54.48648649] ; [ 0.48648649 17.51351351],0
v4,1,0.390892,0.736166,[55  1] ; [17  1],[54.48648649  1.51351351] ; [17.51351351  0.48648649],0
r2,1,0.397516,0.715827,[53  3] ; [16  2],[52.21621622  3.78378378] ; [16.78378378  1.21621622],0
b5,1,0.420108,0.650012,[37 19] ; [10  8],[35.56756757 20.43243243] ; [11.43243243  6.56756757],0
s3,1,0.48859,0.47963,[42 14] ; [12  6],[40.86486486 15.13513514] ; [13.13513514  4.86486486],0
r4,1,0.501495,0.45177,[50  6] ; [15  3],[49.18918919  6.81081081] ; [15.81081081  2.18918919],0
n2,1,0.529233,0.395865,[11  5] ; [8 2],[11.69230769  4.30769231] ; [7.30769231 2.69230769],0
n6,1,0.54054,0.374539,[35 20] ; [10  8],[33.90410959 21.09589041] ; [11.09589041  6.90410959],0
a8,1,0.604936,0.267615,[ 4 48] ; [ 2 15],[ 4.52173913 47.47826087] ; [ 1.47826087 15.52173913],0
p9,1,0.608195,0.262812,[48  7] ; [14  3],[47.36111111  7.63888889] ; [14.63888889  2.36111111],0
n3,1,0.69574,0.152941,[10  6] ; [7 3],[10.46153846  5.53846154] ; [6.53846154 3.46153846],0
b4,1,0.698168,0.150385,[34 22] ; [10  8],[33.2972973 22.7027027] ; [10.7027027  7.2972973],0
p11,1,0.700596,0.147852,[40 16] ; [12  6],[39.35135135 16.64864865] ; [12.64864865  5.35135135],0
r3,1,0.710414,0.137864,[54  2] ; [17  1],[53.72972973  2.27027027] ; [17.27027027  0.72972973],0
s5,1,0.711385,0.136898,[25 29] ; [ 7 10],[24.33802817 29.66197183] ; [7.66197183 9.33802817],0
a5,1,0.749385,0.102049,[35 21] ; [12  6],[35.56756757 20.43243243] ; [11.43243243  6.56756757],0
n5,1,0.766584,0.088117,[24 32] ; [ 7 11],[23.45945946 32.54054054] ; [ 7.54054054 10.45945946],0
s4,1,0.835011,0.04338,[17 39] ; [ 5 13],[16.64864865 39.35135135] ; [ 5.35135135 12.64864865],0
a3,1,0.853956,0.033883,[36 20] ; [12  6],[36.32432432 19.67567568] ; [11.67567568  6.32432432],0
d1,1,0.895095,0.017387,[29 27] ; [9 9],[28.75675676 27.24324324] ; [9.24324324 8.75675676],0
p10,1,0.901235,0.015401,[46  9] ; [14  3],[45.83333333  9.16666667] ; [14.16666667  2.83333333],0
p6,1,0.925221,0.00881,[18 38] ; [ 6 12],[18.16216216 37.83783784] ; [ 5.83783784 12.16216216],0
p12,1,0.93358,0.006946,[ 3 53] ; [ 1 16],[ 3.06849315 52.93150685] ; [ 0.93150685 16.06849315],0
s2,1,0.934291,0.006797,[41 15] ; [13  5],[40.86486486 15.13513514] ; [13.13513514  4.86486486],0
d5,1,0.934291,0.006797,[41 15] ; [13  5],[40.86486486 15.13513514] ; [13.13513514  4.86486486],0
u2,1,0.935989,0.00645,[13  6] ; [4 2],[12.92  6.08] ; [4.08 1.92],0
v1,1,1.0,0.0,[27 27] ; [9 9],[27. 27.] ; [9. 9.],0
