Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8.8e-05,15.378462,[24 44] ; [26  8],[33.33333333 34.66666667] ; [16.66666667 17.33333333],1
p4,1,0.002226,9.353097,[20 49] ; [21 14],[27.20192308 41.79807692] ; [13.79807692 21.20192308],0
r3,1,0.006668,7.36035,[50 20] ; [33  2],[55.33333333 14.66666667] ; [27.66666667  7.33333333],0
p10,1,0.006981,7.277847,[28 41] ; [24 11],[34.5 34.5] ; [17.5 17.5],0
n4,1,0.008732,6.876814,[41 29] ; [11 24],[34.66666667 35.33333333] ; [17.33333333 17.66666667],0
p3,1,0.010118,6.613993,[15 55] ; [16 19],[20.66666667 49.33333333] ; [10.33333333 24.66666667],0
s6,1,0.023625,5.121951,[22 48] ; [19 16],[27.33333333 42.66666667] ; [13.66666667 21.33333333],0
p6,1,0.024579,5.053274,[ 9 60] ; [11 24],[13.26923077 55.73076923] ; [ 6.73076923 28.26923077],0
r4,1,0.029206,4.755435,[41 29] ; [28  7],[46. 24.] ; [23. 12.],0
v3,1,0.032478,4.573079,[ 9 55] ; [11 23],[13.06122449 50.93877551] ; [ 6.93877551 27.06122449],0
s8,1,0.038434,4.285714,[10 60] ; [11 24],[14. 56.] ; [ 7. 28.],0
v4,1,0.044639,4.032243,[49 20] ; [31  4],[53.07692308 15.92307692] ; [26.92307692  8.07692308],0
p11,1,0.053326,3.733672,[30 40] ; [22 13],[34.66666667 35.33333333] ; [17.33333333 17.66666667],0
v2,1,0.054162,3.707708,[18 48] ; [15 17],[22.2244898 43.7755102] ; [10.7755102 21.2244898],0
a3,1,0.05899,3.565546,[43 26] ; [15 20],[38.48076923 30.51923077] ; [19.51923077 15.48076923],0
b3,1,0.063477,3.444134,[12 27] ; [ 2 19],[ 9.1 29.9] ; [ 4.9 16.1],0
b2,1,0.063477,3.444134,[12 27] ; [ 2 19],[ 9.1 29.9] ; [ 4.9 16.1],0
r1,1,0.072633,3.222496,[41 28] ; [27  8],[45.11538462 23.88461538] ; [22.88461538 12.11538462],0
p2,1,0.109736,2.558012,[36 33] ; [24 11],[39.80769231 29.19230769] ; [20.19230769 14.80769231],0
a4,1,0.114202,2.49509,[29 41] ; [ 9 26],[25.33333333 44.66666667] ; [12.66666667 22.33333333],0
d5,1,0.1278,2.319024,[43 26] ; [27  8],[46.44230769 22.55769231] ; [23.55769231 11.44230769],0
s2,1,0.133836,2.247432,[18 52] ; [14 21],[21.33333333 48.66666667] ; [10.66666667 24.33333333],0
n5,1,0.143539,2.139599,[32 37] ; [11 24],[28.52884615 40.47115385] ; [14.47115385 20.52884615],0
b4,1,0.165208,1.925899,[42 28] ; [16 19],[38.66666667 31.33333333] ; [19.33333333 15.66666667],0
a2,1,0.178925,1.806531,[13 57] ; [ 3 32],[10.66666667 59.33333333] ; [ 5.33333333 29.66666667],0
s7,1,0.182684,1.775652,[12 51] ; [10 22],[14.58947368 48.41052632] ; [ 7.41052632 24.58947368],0
d2,1,0.184929,1.757561,[31 38] ; [11 24],[27.86538462 41.13461538] ; [14.13461538 20.86538462],0
u1,1,0.193421,1.691366,[ 7 63] ; [ 1 34],[ 5.33333333 64.66666667] ; [ 2.66666667 32.33333333],0
n1,1,0.218601,1.513534,[12 19] ; [1 6],[10.60526316 20.39473684] ; [2.39473684 4.60526316],0
a7,1,0.311937,1.022456,[43 27] ; [25 10],[45.33333333 24.66666667] ; [22.66666667 12.33333333],0
p1,1,0.364332,0.822907,[ 5 64] ; [ 1 34],[ 3.98076923 65.01923077] ; [ 2.01923077 32.98076923],0
d3,1,0.41159,0.674203,[39 29] ; [23 12],[40.93203883 27.06796117] ; [21.06796117 13.93203883],0
p9,1,0.448593,0.574205,[36 33] ; [21 14],[37.81730769 31.18269231] ; [19.18269231 15.81730769],0
u3,1,0.514667,0.424567,[13 14] ; [11  8],[14.08695652 12.91304348] ; [9.91304348 9.08695652],0
a8,1,0.575309,0.31388,[ 6 60] ; [ 2 32],[ 5.28 60.72] ; [ 2.72 31.28],0
n2,1,0.591119,0.2886,[20 13] ; [5 2],[20.625 12.375] ; [4.375 2.625],0
s3,1,0.626094,0.237395,[32 37] ; [18 17],[33.17307692 35.82692308] ; [16.82692308 18.17307692],0
d1,1,0.675706,0.175,[29 41] ; [16 19],[30. 40.] ; [15. 20.],0
u2,1,0.68894,0.160235,[16 11] ; [13  7],[16.65957447 10.34042553] ; [12.34042553  7.65957447],0
b1,1,0.782518,0.076197,[36 34] ; [17 18],[35.33333333 34.66666667] ; [17.66666667 17.33333333],0
r2,1,0.832328,0.044824,[56 13] ; [29  6],[56.39423077 12.60576923] ; [28.60576923  6.39423077],0
s4,1,0.857743,0.03213,[13 57] ; [ 6 29],[12.66666667 57.33333333] ; [ 6.33333333 28.66666667],0
b5,1,0.889384,0.019344,[39 31] ; [20 15],[39.33333333 30.66666667] ; [19.66666667 15.33333333],0
a6,1,0.91736,0.010766,[48 21] ; [24 11],[47.76923077 21.23076923] ; [24.23076923 10.76923077],0
s5,1,0.919939,0.010102,[ 7 58] ; [ 4 31],[ 7.15 57.85] ; [ 3.85 31.15],0
d4,1,0.946295,0.004537,[49 19] ; [25 10],[48.85436893 19.14563107] ; [25.14563107  9.85436893],0
n3,1,0.964419,0.00199,[18 13] ; [4 3],[17.94736842 13.05263158] ; [4.05263158 2.94736842],0
s1,1,0.986344,0.000293,[ 4 65] ; [ 2 33],[ 3.98076923 65.01923077] ; [ 2.01923077 32.98076923],0
a5,1,1.0,0.0,[40 30] ; [20 15],[40. 30.] ; [20. 15.],0
p5,1,1.0,0.0,[ 2 68] ; [ 1 34],[ 2. 68.] ; [ 1. 34.],0
